Gene = Treh
Position 11260: 0.0025146957772922067
Position 9933: 0.0024514911469702663
Position 4617: 0.002328016921530267
Position 8246: 0.002253201907290523
Position 12404: 0.002211213824549221
Position 4698: 0.002209168863039494
Position 12361: 0.0021425881194146595
Position 11797: 0.0020325912685330147
Position 10090: 0.0019344311674277656
Position 9675: 0.0018873798452220163
Position 8468: 0.001808384790482568
Position 4085: 0.001784741700025934
Position 8908: 0.0017625206733163272
Position 8053: 0.0016888285436581865
Position 11539: 0.001594800234983404
Position 8510: 0.0015929632278936516
Position 12421: 0.001544864246908035
Position 2231: 0.0014995602583756835
Position 8502: 0.0014584341878641684
Position 4395: 0.0014272131606423983
Position 12831: 0.0014069539538413456
Position 1769: 0.0013724823724692286
Position 8675: 0.0012075611211192145
Position 8475: 0.0011875799927252935
Position 3294: 0.0011711078997825785
Position 9562: 0.0011480450908097977
Position 2185: 0.0010625420808695542
Position 12355: 0.0010461011608610292
Position 9998: 0.0009848907983846787
Position 506: 0.0009250923421253994
Position 540: 0.0008531033719465203
Position 524: 0.0007191534529115099
Position 9596: 0.00068101000211778
Position 2385: 0.0006660808123578628
Position 12562: 0.0006632322717634732
Position 1896: 0.0006461415875437952
Position 12091: 0.0006115592368565042
Position 8106: 0.0005750228126351543
Position 11318: 0.0005286993872022136
Position 11274: 0.0005140714590174435
Position 1797: 0.0005139920008061533
Position 1851: 0.00046998417784375145
Position 12748: 0.0004564606310478766
Position 12609: 0.0004238982600893274
Position 9688: 0.0004141826537169997
Position 8291: 0.0004100417693203747
Position 9452: 0.00040802716601313216
Position 2401: 0.0003870854571174219
Position 10494: 0.0003788325644886947
Position 10982: 0.00036203332264735495
Position 1914: 0.00033414459176065874
Position 8142: 0.000324030237865564
Position 8083: 0.0003038028923606405
Position 12229: 0.0002411413700773683
Position 1194: 0.00022799170408305163
Position 12222: 0.00020968769958213242
Position 9271: 0.00015132016202092834
Position 348: 0.00013975329802218422
Position 8154: 0.0001379832804488258
Position 8856: 0.00012749295130726838
Position 647: 8.088915271019843e-05
Position 187: 7.824256539030084e-05
Position 1738: 7.625967603574857e-05
Position 1844: 7.04681484730959e-05
Position 551: 6.268917811473858e-05
Position 411: 5.968130779743315e-05
Position 1971: 5.521819056458302e-05
Position 1115: 4.3030575268502335e-05
Position 1351: 4.188615011045177e-05
Position 8324: 3.978103338748642e-05
Position 1348: 3.944643426823778e-05
Position 1337: 3.9133362428172475e-05
Position 779: 3.730672769052713e-05
Position 441: 3.6294013500329444e-05
Position 1334: 3.29999966100031e-05
Position 1806: 3.2658526958417736e-05
Position 1819: 3.090394580754921e-05
Position 644: 2.9888854325525257e-05
Position 383: 2.9350159257177445e-05
Position 291: 2.791578951399964e-05
Position 1274: 2.770145416662335e-05
Position 819: 2.596085027806337e-05
Position 1001: 2.4103754207680012e-05
Position 311: 1.6587500786062137e-05
Position 1217: 1.5661772724942756e-05
Position 1057: 1.3717836341777951e-05
Position 665: 1.3368101276030967e-05
Position 1289: 1.0627076368179914e-05
Position 466: 8.241361912843159e-06
Position 1298: 8.126607721853192e-06
Position 10721: 7.106138301059254e-06
Position 8327: 5.733488510825103e-06
Position 12601: 4.378228666371947e-06
Position 471: 4.102593808888768e-06
Position 1036: 3.8132351642862e-06
Position 851: 3.288534765521508e-06
Position 195: 2.994769029744357e-06
Position 916: 2.8873331755397104e-06
Position 848: 1.6799723653956114e-06
Position 1054: 1.233242856881242e-06
Position 8489: 1.1200019539139677e-06
Position 8625: 7.071095506544466e-07
Position 8671: 6.08090439528901e-07
Position 274: 5.034367571898979e-07
Position 181: 4.211973764468291e-07
Position 8451: 3.957236330075768e-07
Position 287: 3.899090565804426e-07
Position 226: 3.8145098735900597e-07
Position 218: 1.91939274220766e-07
Position 204: 1.6430895335055984e-07
Position 207: 3.5471076339314415e-08
Position 232: 3.448024801607888e-08
Position 350: 3.383449123062215e-08
Position 211: 1.5338233032380547e-08
Position 235: 1.2692340931524048e-08
Position 380: 1.2328138272897066e-08
Position 197: 1.0686641336050872e-08
Position 358: 3.6418999604019687e-09
Position 366: 3.2888793238898576e-09
Position 363: 2.3165752307662202e-09
Position 425: 2.141131017988627e-09
Position 420: 8.933450396022889e-10
Position 659: 3.738265932601203e-10
Position 732: 3.6610312825889983e-10
Position 782: 2.901030557879633e-10
Position 142: 2.5334438793329114e-10
Position 854: 1.7174218987453356e-10
