Gene = Cmc1
Position 660: 3.265375193551474e-07
Position 704: 2.9035894433736914e-07
Position 457: 2.7706097433715237e-07
Position 960: 1.8229578427809348e-07
Position 328: 1.7480781187451894e-07
Position 106: 6.853483337850804e-08
Position 185: 6.147374328628761e-08
Position 574: 3.7291914547722956e-08
Position 233: 3.6043459194872123e-08
Position 710: 2.2872864351361137e-08
Position 160: 6.210181102055966e-09
Position 926: 2.328523406499149e-09
Position 141: 6.214506504559715e-10
Position 332: 5.786560111200313e-11
Position 1191: 4.18981131832436e-11
