gene,5ss,3ss,PSI
AT1G04080,3777,3623,99.98588888888888
AT1G04080,4977,4874,99.95288888888886
AT1G04080,1464,1233,100.0
AT1G04080,2183,2014,99.891
AT1G04100,1165,853,100.0
AT1G04120,4850,4554,99.98055555555555
AT1G04120,5531,5224,99.98222222222223
AT1G04120,3318,3230,99.90811111111111
AT1G04160,9552,9494,99.88082352941177
AT1G04160,9798,9633,99.98977272727274
AT1G04160,2140,2080,99.81074074074074
AT1G04160,2644,2493,99.98337349397589
AT1G04160,2862,2724,91.7958536585366
AT1G04170,650,516,99.99322222222222
AT1G04170,1031,917,99.99422222222222
AT1G04170,1220,1116,99.99622222222222
AT1G04250,1068,855,100.0
AT1G04250,1521,1381,99.9875294117647
AT1G04270,555,496,99.99522222222222
AT1G04400,2245,1531,99.99177777777778
AT1G04410,712,552,99.99733333333333
AT1G04410,994,817,99.99333333333333
AT1G04410,1654,1517,99.99799999999999
AT1G04440,3092,2954,99.95822222222225
AT1G04440,1431,1334,99.95277777777778
AT1G04440,1746,1683,99.91366666666666
AT1G04440,1948,1883,99.32155555555556
AT1G04440,2107,2021,99.93888888888888
AT1G04450,739,637,100.0
AT1G04510,2319,2222,99.97655555555555
AT1G04510,2855,2749,99.97066666666667
AT1G04510,3141,3020,99.98266666666665
AT1G04510,3312,3233,100.0
AT1G04510,3495,3409,99.98943820224719
AT1G04510,3891,3819,99.94333333333333
AT1G04510,1184,1096,100.0
AT1G04510,1475,1332,99.99322222222222
AT1G04520,1540,1152,100.0
AT1G04580,5067,4967,99.98566666666667
AT1G04600,3768,3729,99.16333333333334
AT1G04600,4851,4789,97.79275362318842
AT1G04600,1279,1134,97.9245283018868
AT1G04600,9838,9780,99.95476190476191
AT1G04600,1807,1649,99.99814814814815
AT1G04610,1421,1048,100.0
AT1G04620,2651,2622,99.3135632183908
AT1G04620,901,815,99.98505617977528
AT1G04620,1481,1438,100.0
AT1G04690,1481,1336,99.99711111111111
AT1G04730,3333,3264,99.85675675675675
AT1G04730,2713,2667,100.0
AT1G04750,1063,920,100.0
AT1G04750,1515,1451,99.99655555555556
AT1G04760,1085,963,100.0
AT1G04810,2452,1990,99.97944444444444
AT1G04810,3365,3143,99.99211111111111
AT1G04870,793,599,99.99666666666667
AT1G04870,1080,973,99.996
AT1G04880,2090,1966,100.0
AT1G04950,1788,1649,99.9876404494382
AT1G04950,2914,2780,99.9438202247191
AT1G04950,990,887,99.95266666666666
AT1G04950,1574,1472,100.0
AT1G04980,769,654,100.0
AT1G04980,2063,1915,99.98488888888889
AT1G05010,719,491,99.99833333333333
AT1G05010,1204,869,99.99928571428572
AT1G05160,2616,2525,99.64444444444445
AT1G05170,1360,1295,99.98977528089888
AT1G05170,1516,1442,100.0
AT1G05170,1913,1824,100.0
AT1G05170,2113,1986,100.0
AT1G05180,2063,1973,99.73887640449439
AT1G05180,2248,2173,99.94741573033707
AT1G05180,2725,2638,100.0
AT1G05180,529,355,99.89045454545455
AT1G05180,1150,1038,99.95842696629212
AT1G05180,1354,1273,99.96795454545455
AT1G05190,892,591,99.99988888888889
AT1G05230,4496,4320,99.98168674698795
AT1G05260,570,380,99.99910447761195
AT1G05360,873,660,99.19911111111111
AT1G05360,1210,1130,100.0
AT1G05360,2000,1850,99.88277777777776
AT1G05470,1142,1053,100.0
AT1G05500,471,365,99.98777777777778
AT1G05500,3140,2908,99.97255555555554
AT1G05500,3724,3609,99.98488888888889
AT1G05500,1434,1311,99.95696629213484
AT1G05500,1998,1922,99.85777777777777
AT1G05570,1121,911,99.93047619047618
AT1G05570,2545,2452,99.65623529411764
AT1G05570,3411,3316,99.9956179775281
AT1G05570,3981,3862,100.0
AT1G05570,9155,9034,99.76218390804597
AT1G05570,9762,9648,99.48732558139535
AT1G05620,1426,1239,99.94611111111111
AT1G05620,1839,1741,99.98711111111112
AT1G05620,2417,2280,100.0
AT1G05630,3404,3094,99.90290697674418
AT1G05630,3758,3489,99.91418604651162
AT1G05690,2191,1575,100.0
AT1G05805,2446,2316,99.98625
AT1G05805,2818,2748,100.0
AT1G05820,3253,3159,99.47465116279069
AT1G05820,2488,2452,99.82897435897436
AT1G05830,1184,1131,99.87633333333332
AT1G05830,5181,4984,100.0
AT1G05830,1653,1432,99.99247191011236
AT1G05830,6876,6771,99.538
AT1G05850,1486,1325,99.9991111111111
AT1G05850,1108,685,99.99988888888889
AT1G05890,4373,4245,99.98533333333333
AT1G05890,1555,1463,99.94133333333333
AT1G05890,2004,1830,99.98211111111111
AT1G05900,2397,2312,99.98277777777778
AT1G05900,1986,1847,99.99483146067415
AT1G05940,1059,881,99.97411111111111
AT1G05940,1644,1466,100.0
AT1G06080,1746,1638,99.98776315789473
AT1G06110,1764,1544,99.9961111111111
AT1G06130,959,772,99.92311111111111
AT1G06130,1378,1173,99.99566666666668
AT1G06130,1610,1485,99.98044444444444
AT1G06130,2246,2144,99.997
AT1G06220,479,345,24.640337078651687
AT1G06230,2861,2811,100.0
AT1G06290,1051,932,99.14122222222224
AT1G06290,1253,1144,99.988
AT1G06290,1876,1800,99.98211111111111
AT1G06310,826,707,82.70511111111111
AT1G06410,3020,2745,100.0
AT1G06430,1996,1681,99.92352272727273
AT1G06460,1145,1027,99.99943181818183
AT1G06490,4125,4042,100.0
AT1G06490,4413,4325,100.0
AT1G06490,5483,5358,99.21875
AT1G06490,6182,6029,100.0
AT1G06490,6808,6738,100.0
AT1G06490,1684,1591,100.0
AT1G06590,3377,3343,99.81772727272727
AT1G06590,5879,5818,100.0
AT1G06590,1700,1464,99.80488636363636
AT1G06590,6509,6402,99.88000000000001
AT1G06590,6839,6696,99.95122222222223
AT1G06590,7821,7752,99.84622222222222
AT1G06660,920,836,98.2723076923077
AT1G06660,2611,1874,100.0
AT1G06670,562,470,99.95089887640451
AT1G06670,2605,2551,99.90829545454545
AT1G06670,3076,2985,99.72747126436782
AT1G06670,1295,1219,99.01590909090909
AT1G06670,1473,1427,99.79125
AT1G06670,1904,1809,99.93288888888888
AT1G06670,2073,2013,99.89
AT1G06680,896,662,99.99988888888889
AT1G06700,2563,2475,100.0
AT1G06700,1554,1299,99.99855555555554
AT1G06700,1763,1635,99.90055555555554
AT1G06700,2174,1899,99.989
AT1G06770,1628,1302,100.0
AT1G06770,2586,2512,99.98622222222222
AT1G06780,715,679,99.6276404494382
AT1G06780,2272,1913,99.97777777777777
AT1G06820,1300,1092,99.76455555555557
AT1G06820,3264,3152,99.99722222222222
AT1G06950,3225,3007,99.9938888888889
AT1G06950,3686,3530,99.96539325842697
AT1G06950,3966,3839,99.99644444444445
AT1G06950,5044,4071,99.99707865168538
AT1G06950,1963,1897,99.95707865168539
AT1G06950,2135,2039,99.87011235955056
AT1G07070,384,347,99.99355555555556
AT1G07110,564,499,99.5734831460674
AT1G07110,2815,2736,100.0
AT1G07110,3617,3568,99.88944444444444
AT1G07110,4901,4837,99.96688888888889
AT1G07110,5279,5209,99.98711111111112
AT1G07110,5423,5358,99.88977777777778
AT1G07110,1869,1772,99.82266666666668
AT1G07140,575,422,100.0
AT1G07140,807,680,99.99166666666666
AT1G07290,2532,2433,98.85057471264368
AT1G07350,702,600,99.81000000000002
AT1G07350,1185,1034,100.0
AT1G07370,1012,913,99.98576470588236
AT1G07420,1170,1031,99.993
AT1G07420,2303,2221,100.0
AT1G07420,2124,1910,99.99577777777776
AT1G07510,4077,3848,99.997
AT1G07570,1125,807,100.0
AT1G07615,705,621,99.93433333333334
AT1G07630,2323,2057,100.0
AT1G07645,608,444,99.99754716981131
AT1G07745,564,483,99.04101123595505
AT1G07745,1206,1070,98.85191011235956
AT1G07880,707,568,99.90655737704918
AT1G07890,1366,1230,99.99499999999999
AT1G07890,1713,1609,99.99577777777776
AT1G07890,1859,1799,99.99477777777777
AT1G07890,1079,1012,99.97633333333332
AT1G07910,3192,3126,99.8711111111111
AT1G07910,4531,4450,96.8428888888889
AT1G07910,4793,4726,99.986
AT1G07910,5640,5531,99.94655555555556
AT1G07910,6069,6007,99.95800000000001
AT1G07910,6510,6432,100.0
AT1G07910,7821,7661,100.0
AT1G07950,526,459,99.91855555555556
AT1G07980,1166,1080,99.96077777777776
AT1G07980,1445,1402,99.9541111111111
AT1G08010,950,669,99.76122222222224
AT1G08030,2951,2900,99.97922222222223
AT1G08030,3089,3037,99.96444444444444
AT1G08030,2315,2169,99.82755555555558
AT1G08060,7614,7448,99.94877777777778
AT1G08060,2976,2801,99.68533333333333
AT1G08130,1384,1281,100.0
AT1G08130,4027,3964,99.91288888888889
AT1G08130,4487,4429,99.75166666666667
AT1G08130,4850,4771,100.0
AT1G08130,2038,1806,99.94944444444445
AT1G08130,2393,2304,99.94833333333334
AT1G08130,2983,2850,99.98168539325842
AT1G08130,3202,3088,99.99333333333333
AT1G08190,1014,740,99.97988888888888
AT1G08190,4073,3844,99.95455555555556
AT1G08190,4450,4329,99.86500000000001
AT1G08190,2703,2598,99.97377777777777
AT1G08190,3209,3052,99.956
AT1G08200,751,657,99.95777777777776
AT1G08200,2387,2250,99.9991111111111
AT1G08260,7217,7111,100.0
AT1G08260,7532,7412,100.0
AT1G08260,7935,7839,100.0
AT1G08260,8358,8277,100.0
AT1G08260,10832,10776,99.78988372093023
AT1G08260,11814,11683,99.88788235294119
AT1G08260,12093,11894,99.82329411764705
AT1G08260,12942,12750,99.96566265060241
AT1G08260,13424,13242,99.19402298850574
AT1G08260,14736,14660,99.58280898876406
AT1G08260,14924,14863,99.97932584269662
AT1G08260,15381,15331,99.96743902439025
AT1G08260,16426,16323,99.95385542168675
AT1G08260,16660,16539,99.98480519480519
AT1G08320,1250,1086,99.89204545454545
AT1G08320,3710,3670,99.85096153846153
AT1G08320,4547,4497,99.82037735849056
AT1G08320,1821,1725,99.93285714285715
AT1G08340,1197,965,99.12276315789474
AT1G08350,644,602,99.97011363636362
AT1G08360,297,257,99.99566666666668
AT1G08360,929,708,99.99688888888888
AT1G08370,598,556,99.98744444444445
AT1G08370,735,684,99.98711111111112
AT1G08370,1015,869,100.0
AT1G08370,1273,1215,99.79911111111112
AT1G08370,1539,1423,99.98944444444443
AT1G08370,2209,1728,100.0
AT1G08380,443,369,99.99850574712643
AT1G08410,834,746,99.99088888888889
AT1G08420,3687,3506,99.92811111111112
AT1G08420,4268,3999,99.98755555555557
AT1G08420,4919,4747,99.97166666666668
AT1G08420,5671,5585,100.0
AT1G08420,1762,1682,99.98711111111112
AT1G08420,6696,6559,99.98566666666666
AT1G08420,2330,2229,100.0
AT1G08420,3126,3023,99.95355555555555
AT1G08450,3823,3789,99.97842696629213
AT1G08450,1351,1157,99.90443181818182
AT1G08450,2136,2078,99.99730337078653
AT1G08460,1310,722,100.0
AT1G08470,1303,1134,99.95955555555557
AT1G08480,808,704,100.0
AT1G08490,1723,1622,99.98588888888888
AT1G08490,1986,1826,99.99741573033708
AT1G08510,1851,1716,99.99177777777778
AT1G08510,2192,2077,99.99811111111111
AT1G08520,3020,2812,99.83777777777776
AT1G08520,1389,1071,100.0
AT1G08540,1797,1199,99.9738202247191
AT1G08570,1030,852,99.99577777777779
AT1G08600,2970,2855,99.99822222222222
AT1G08600,3357,3272,99.92213483146067
AT1G08600,4125,3770,99.94191011235955
AT1G08600,5659,5538,99.84355555555555
AT1G08600,6467,6324,99.74011111111112
AT1G08600,7015,6958,99.59775280898876
AT1G08600,7676,7545,99.98693181818182
AT1G08600,8142,8085,99.96693181818182
AT1G08600,625,586,99.71122222222222
AT1G08600,1716,1622,99.9838202247191
AT1G08620,1194,1121,100.0
AT1G08620,2341,2112,99.93266666666668
AT1G08630,840,765,100.0
AT1G08630,2001,1540,99.99653846153845
AT1G08630,2630,2424,99.97219512195122
AT1G08630,2769,2709,99.94827160493827
AT1G08640,1602,1543,99.99280898876405
AT1G08660,2288,2205,99.87455555555555
AT1G08660,1073,980,99.96822222222224
AT1G08660,1571,1479,99.9905617977528
AT1G08680,776,713,99.70977777777779
AT1G08680,5164,5027,99.98222222222222
AT1G08680,5510,5475,100.0
AT1G08680,1888,1825,100.0
AT1G08680,2106,2008,100.0
AT1G08710,598,423,100.0
AT1G08720,4490,4420,100.0
AT1G08720,4664,4613,99.93897727272729
AT1G08720,3140,3098,99.78719101123595
AT1G08730,2092,1944,100.0
AT1G08730,2412,2353,99.88512820512821
AT1G08730,6593,6436,100.0
AT1G08730,7290,7218,99.44228571428572
AT1G08730,7620,7562,99.91477611940299
AT1G08820,2377,2260,100.0
AT1G08820,2649,2468,99.99311111111112
AT1G08820,1655,1583,99.9938888888889
AT1G08830,1747,1692,99.9918888888889
AT1G08830,1142,1045,99.99877777777778
AT1G08830,1352,1319,99.97644444444445
AT1G08830,1522,1445,99.98100000000001
AT1G08840,4363,4306,99.90162790697676
AT1G08840,5707,5451,99.73855555555555
AT1G08840,8479,8438,99.82797619047618
AT1G08860,1084,1035,99.82430769230768
AT1G08890,2413,2327,97.3155
AT1G08890,2729,2665,98.85371794871796
AT1G08890,2880,2819,98.79246753246754
AT1G08890,3189,3128,99.67525641025641
AT1G08890,1205,1138,100.0
AT1G08890,1537,1460,99.9038961038961
AT1G08900,2358,2294,98.98542857142859
AT1G08900,2827,2766,100.0
AT1G08900,3033,2917,99.89888888888889
AT1G08900,807,746,99.93926470588235
AT1G08900,1317,1240,99.9840579710145
AT1G08920,674,583,99.94229729729729
AT1G08920,2509,2454,100.0
AT1G08920,2870,2754,100.0
AT1G08920,1215,1138,99.98625
AT1G08930,1592,1515,99.94298701298702
AT1G08930,2003,1909,99.99767123287671
AT1G08930,2881,2820,99.96826666666666
AT1G08930,3454,3338,99.96831168831169
AT1G08930,721,657,100.0
AT1G08930,886,795,99.99733333333333
AT1G08980,925,798,100.0
AT1G08990,1678,1210,100.0
AT1G09000,3347,2993,100.0
AT1G09000,1239,1160,99.503375
AT1G09000,1462,1378,100.0
AT1G09010,3301,3072,99.996
AT1G09010,1142,1082,98.19034090909089
AT1G09020,2511,2420,99.91333333333333
AT1G09020,4048,3983,99.97111111111111
AT1G09020,4205,4134,99.98155555555556
AT1G09020,1010,921,99.98333333333333
AT1G09020,2211,2150,99.89166666666667
AT1G09090,2418,2321,99.93
AT1G09100,2532,2390,100.0
AT1G09100,1030,921,99.993
AT1G09100,1340,1147,99.99233333333333
AT1G09100,1845,1725,99.98266666666667
AT1G09130,742,639,100.0
AT1G09130,938,814,99.99933333333334
AT1G09130,1076,1015,99.9888888888889
AT1G09130,1331,1233,99.99133333333334
AT1G09130,1492,1417,99.99044444444444
AT1G09130,1766,1711,99.98266666666665
AT1G09130,1924,1839,99.98722222222223
AT1G09140,434,367,99.97744444444444
AT1G09140,1447,1389,99.98944444444443
AT1G09140,1633,1519,99.96944444444445
AT1G09140,1808,1729,99.89244444444444
AT1G09140,2808,2749,99.97722222222222
AT1G09140,595,519,99.99766666666667
AT1G09140,909,861,100.0
AT1G09140,1074,1015,99.588
AT1G09210,2963,2894,99.99866666666668
AT1G09210,3476,3445,99.952
AT1G09210,1154,1045,99.99933333333334
AT1G09210,2075,1969,99.82755555555555
AT1G09210,2248,2160,99.99799999999999
AT1G09210,2388,2329,99.99955555555555
AT1G09230,2837,2770,100.0
AT1G09230,1456,1314,99.63662921348315
AT1G09230,1863,1700,99.81674157303371
AT1G09270,913,815,99.98655555555557
AT1G09270,1338,1205,100.0
AT1G09270,1748,1561,99.96411111111112
AT1G09270,2599,2469,99.98988888888888
AT1G09270,2999,2870,99.99066666666667
AT1G09280,807,644,99.9078888888889
AT1G09280,1335,1228,100.0
AT1G09330,2010,1882,99.99544444444444
AT1G09340,2288,2170,99.99622222222222
AT1G09340,1312,1220,99.9958888888889
AT1G09340,1640,1578,99.99866666666668
AT1G09420,699,493,100.0
AT1G09420,2084,2048,98.94378048780487
AT1G09420,2903,2701,100.0
AT1G09420,1033,784,99.9903409090909
AT1G09420,1424,1308,99.84045454545453
AT1G09420,1950,1840,98.92182926829268
AT1G09430,671,493,99.99499999999999
AT1G09430,1423,1370,99.97348314606741
AT1G09540,575,444,100.0
AT1G09570,4049,3757,99.96632183908045
AT1G09700,1019,755,100.0
AT1G09730,3221,3088,99.65611111111113
AT1G09730,3744,3687,99.91688888888889
AT1G09730,3917,3822,99.74877777777778
AT1G09730,4996,4875,99.81233333333331
AT1G09730,2468,2358,99.83444444444444
AT1G09760,1111,904,99.79377777777778
AT1G09760,1770,1610,99.9377777777778
AT1G09760,1941,1889,99.95022471910112
AT1G09760,312,270,99.9505617977528
AT1G09760,805,674,99.91584269662921
AT1G09780,1342,712,99.99954545454544
AT1G09780,1886,1789,99.99955555555555
AT1G09780,2127,1970,99.99866666666668
AT1G09790,1866,1584,99.98410256410257
AT1G09795,980,919,99.94955555555555
AT1G09795,2891,2770,99.97655555555555
AT1G09795,1529,1462,99.78488888888889
AT1G09795,1901,1816,99.88455555555556
AT1G09810,1226,1176,99.66344444444444
AT1G09810,1747,1560,100.0
AT1G09830,868,493,100.0
AT1G09940,1059,816,100.0
AT1G10030,1708,1500,99.98113636363637
AT1G10060,2574,2460,100.0
AT1G10070,1533,1415,100.0
AT1G10120,2616,2530,99.9956179775281
AT1G10130,3868,3813,99.94375
AT1G10130,4246,4143,99.52101123595509
AT1G10130,4675,4615,99.99033333333334
AT1G10130,5110,4964,99.91577777777776
AT1G10130,5560,5451,99.9878409090909
AT1G10130,6151,5997,99.9725
AT1G10130,6513,6407,100.0
AT1G10130,7066,6868,99.79516853932584
AT1G10130,7974,7915,99.90977528089887
AT1G10130,1054,1035,98.5958536585366
AT1G10130,8771,8719,99.95977777777779
AT1G10130,9106,8973,99.90235955056181
AT1G10130,9692,9636,100.0
AT1G10130,10531,10476,99.96166666666666
AT1G10130,10813,10766,99.89011111111111
AT1G10130,2066,1990,99.97247191011235
AT1G10130,2344,2297,97.94322222222222
AT1G10130,2915,2833,100.0
AT1G10200,799,701,100.0
AT1G10200,942,897,99.99888888888889
AT1G10200,1119,1028,99.98033707865169
AT1G10290,3344,3223,99.97888888888889
AT1G10290,3695,3610,99.97933333333333
AT1G10290,3907,3778,99.96877777777779
AT1G10290,4351,4211,100.0
AT1G10290,4653,4575,99.96233333333333
AT1G10290,5207,5061,99.97644444444445
AT1G10290,5434,5293,99.94855555555554
AT1G10290,6324,6150,99.94944444444445
AT1G10290,1692,1629,99.83611111111111
AT1G10290,1980,1861,99.9688888888889
AT1G10390,3586,3524,99.97588888888889
AT1G10390,4178,4060,100.0
AT1G10390,4844,4801,99.58644444444442
AT1G10390,2107,1458,100.0
AT1G10390,2450,2221,99.99544444444444
AT1G10390,3449,3360,100.0
AT1G10470,944,866,99.96577777777777
AT1G10510,3807,3704,99.99505617977528
AT1G10510,1678,1602,99.86544444444444
AT1G10540,582,483,100.0
AT1G10540,2088,2028,100.0
AT1G10570,1834,1803,99.95366666666666
AT1G10570,2017,1911,99.9918888888889
AT1G10570,2918,2794,99.95685393258427
AT1G10570,3342,3233,100.0
AT1G10570,1551,1501,99.956
