Gene = Uvrag
Position 444: 2.2368624015296382e-05
Position 2008: 2.1127051128277925e-05
Position 359: 1.8045032913029423e-05
Position 1338: 1.578829226369438e-05
Position 1566: 1.5221182135913084e-05
Position 972: 1.2957975862795975e-05
Position 942: 1.201942120756523e-05
Position 2593: 9.184593415432753e-06
Position 2670: 8.264418154055973e-06
Position 2044: 7.90990278499129e-06
Position 1607: 7.42186378335382e-06
Position 375: 7.197019771250211e-06
Position 1014: 7.083176819225498e-06
Position 2579: 6.479416504580107e-06
Position 366: 5.865237234112616e-06
Position 2441: 5.647519552007486e-06
Position 202: 5.578610351677858e-06
Position 393: 4.062717699901298e-06
Position 2569: 3.062110139845667e-06
Position 243: 2.9914561359952725e-06
Position 1794: 2.9175537909876837e-06
Position 1862: 2.190268033595139e-06
Position 1847: 2.088023011146306e-06
Position 1828: 1.8090191401044082e-06
Position 2509: 1.8016535071194173e-06
Position 276: 1.4127652805329947e-06
Position 2642: 1.3772826406595118e-06
Position 341: 1.233453961362497e-06
Position 289: 8.469940639548049e-07
Position 488: 5.987325177939169e-07
Position 210: 3.309438818692994e-07
Position 485: 2.0957064491539872e-07
Position 518: 1.739923835631601e-07
Position 468: 1.6413796004728098e-07
Position 189: 1.3825868273502314e-07
Position 525: 4.182308599077141e-08
Position 507: 1.6088674672389598e-08
Position 346: 1.116835335812578e-08
Position 420: 6.878023350396226e-09
Position 273: 4.967642003921599e-09
Position 258: 2.880784889017543e-14
Position 285: 2.1227706652780355e-14
