Gene = flr
Position 2173: 5.097953529936825e-05
Position 328: 4.896581338312096e-05
Position 2356: 4.744172035104627e-05
Position 2824: 4.644252675813775e-05
Position 2494: 4.407463111393352e-05
Position 3247: 4.252206172623934e-05
Position 1166: 3.8805665111899474e-05
Position 1271: 3.7491440402021326e-05
Position 1912: 3.6075519087315384e-05
Position 709: 3.488960274270274e-05
Position 575: 3.1155033340612046e-05
Position 690: 3.090008082467312e-05
Position 1181: 3.0390828515690562e-05
Position 1444: 2.882089946271696e-05
Position 1383: 2.4480449165893755e-05
Position 3482: 1.6785208561561162e-05
Position 24: 1.5650182050083217e-05
Position 3009: 1.564736350010698e-05
Position 330: 1.4744962345561177e-05
Position 2761: 1.3164248119947834e-05
Position 213: 1.2939311626469867e-05
Position 556: 1.1921183044614608e-05
Position 1622: 1.167386059684792e-05
Position 1848: 1.1036575587102417e-05
Position 760: 1.0969533480460667e-05
Position 1762: 1.0941352625149569e-05
Position 10: 1.0901607490549013e-05
Position 711: 1.0387151281626573e-05
Position 656: 8.933370299186148e-06
Position 765: 8.492393869014742e-06
Position 352: 8.313309338765118e-06
Position 972: 7.774607295901701e-06
Position 528: 6.970474248873465e-06
Position 2973: 6.800449250044551e-06
Position 164: 5.766695597290612e-06
Position 3273: 5.266629272651373e-06
Position 667: 4.925936277402758e-06
Position 1526: 3.6137427582086108e-06
Position 873: 3.465194527459692e-06
Position 1626: 3.1152669547964975e-06
Position 2224: 2.9562856883549514e-06
Position 628: 2.3910457747793955e-06
Position 844: 2.1831862191658577e-06
Position 3205: 2.0389419294583554e-06
Position 1257: 1.7828917817912328e-06
Position 1185: 1.1109517396251575e-06
Position 1846: 9.249132746775951e-07
Position 735: 7.855577768722964e-07
Position 1250: 7.599678419990495e-07
Position 2601: 2.0085364312217903e-07
Position 31: 1.399427711053394e-07
Position 3016: 6.124893694709513e-08
Position 2269: 5.068859243646277e-08
Position 2209: 4.630952133427822e-08
Position 2143: 2.3008499980886365e-08
Position 2035: 1.4305434156626297e-08
Position 1705: 1.375631719116425e-08
Position 2267: 1.1820300192381527e-08
Position 1679: 9.896771675579756e-09
Position 2353: 8.675306774592805e-09
Position 2746: 7.92969852485593e-09
Position 2113: 1.9755018756094355e-09
Position 1647: 1.822089876636739e-09
Position 1675: 1.546485867606036e-09
Position 3367: 1.08898750345595e-09
Position 1660: 8.328242850827134e-10
Position 1869: 7.733722847231015e-10
Position 1616: 3.058738647772515e-10
Position 1863: 2.695626213140492e-10
Position 1641: 2.4582414185302e-10
Position 1692: 2.019180122169244e-10
Position 1903: 1.3127715517580155e-10
Position 1652: 4.74420535757276e-11
Position 1555: 4.657019161921708e-11
Position 1699: 4.231003155974213e-11
Position 1594: 2.8493162329338532e-11
Position 696: 2.1447090344554327e-11
Position 433: 4.2881276765959736e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1822: 0.9891650360956735
Position 3151: 0.9884173230450026
Position 1493: 0.9787493453012984
Position 473: 0.9686934338003178
Position 1214: 0.9436466306380867
Position 2933: 0.6819532073075946
Position 801: 0.11623117589055632
Position 2965: 0.03548647698192464
Position 200: 0.028101714040616003
Position 3299: 0.020500627908221162
Position 2948: 0.014266711616531052
Position 1826: 0.00803084946495218
Position 2616: 0.007776850271312884
Position 765: 0.005595221361531047
Position 3165: 0.005573038530885969
Position 2649: 0.004633322558805582
Position 1166: 0.00415132908179291
Position 1571: 0.003884410106597202
Position 683: 0.0034004622428970765
Position 786: 0.003324835811099317
Position 1044: 0.002302747461060202
Position 1357: 0.002002881860542963
Position 1908: 0.0019570259023738118
Position 2059: 0.0016423394717382097
Position 2599: 0.0014958887484758333
Position 1452: 0.0013878377054745146
Position 2920: 0.0013591465131172562
Position 2739: 0.0013477423025713392
Position 2028: 0.000932156683851888
Position 3418: 0.0007749661976585207
Position 1561: 0.0007568656487767986
Position 832: 0.0006879311315137314
Position 1052: 0.000680347609565017
Position 3222: 0.0005586078709487543
Position 311: 0.0005364062321768462
Position 820: 0.0004503583106166744
Position 2622: 0.00043693279631247945
Position 287: 0.0004072191231265903
Position 1127: 0.0003019819912215142
Position 732: 0.0002779814734809627
Position 1022: 0.00025579080631022474
Position 314: 0.00022372986659268562
Position 2718: 0.0002170888444584341
Position 906: 0.00020562945508506754
Position 3601: 0.0001908314261689975
Position 903: 0.00018501351179148716
Position 2063: 0.00017813600558312724
Position 1257: 0.00015421385800386004
Position 2277: 0.00013664828150215046
Position 3308: 0.00011590142043703661
Position 3303: 0.00011481436179423368
Position 433: 0.00011265075769183253
Position 1221: 0.0001069303335500403
Position 890: 8.360027821825815e-05
Position 2342: 7.905837819093342e-05
Position 3016: 7.553446031224375e-05
Position 2541: 7.376183996951803e-05
Position 541: 7.209458990371713e-05
Position 1601: 7.086325857259495e-05
Position 2817: 6.603047177754764e-05
Position 3358: 6.555917459057771e-05
Position 2421: 6.291927168320497e-05
Position 300: 5.864310502846019e-05
Position 2113: 5.7696221164594686e-05
Position 2094: 5.7182614042371185e-05
Position 2324: 5.2220730097552956e-05
Position 3425: 5.1890252849308256e-05
Position 3339: 4.7434615599587196e-05
Position 378: 4.370375147486528e-05
Position 1869: 4.040841294631058e-05
Position 2529: 3.898458430914922e-05
Position 2191: 3.840641865213297e-05
Position 2477: 3.540897163804898e-05
Position 1079: 3.2722847798486595e-05
Position 1831: 2.8555913459060986e-05
Position 3347: 2.8291392078377995e-05
Position 1590: 2.789453283475285e-05
Position 1244: 2.7555134277000952e-05
Position 427: 2.6641233881007952e-05
Position 220: 2.433050286538083e-05
Position 1507: 2.415222622984184e-05
Position 2492: 2.0039876158651946e-05
Position 773: 1.9688360266325817e-05
Position 2378: 1.4044186357524437e-05
Position 3237: 9.515086500252356e-06
Position 3533: 9.514911439603223e-06
Position 240: 8.21870481812523e-06
Position 3083: 8.212761423147752e-06
Position 703: 7.129085581217746e-06
Position 1421: 6.593419167334969e-06
Position 430: 5.8190718069865405e-06
Position 1692: 5.740966810099871e-06
Position 1404: 5.026931221663807e-06
Position 151: 4.938142239091047e-06
Position 1383: 4.141060913584919e-06
Position 1631: 3.6387734118516467e-06
Position 70: 3.345989469629978e-06
Position 65: 2.8622846804616486e-06
Position 97: 2.2677204900971266e-06
Position 1609: 2.1827120812280276e-06
Position 547: 2.0905939224816582e-06
Position 1282: 1.1613625940942572e-06
Position 320: 1.1488826797040852e-06
Position 1534: 1.1092980925184288e-06
Position 133: 9.645078623750564e-07
Position 1456: 8.528811791008738e-07
Position 1310: 6.468193457599048e-07
Position 439: 5.744848099312903e-07
Position 1320: 5.019050670443124e-07
Position 616: 4.905858814373524e-07
Position 257: 2.997887916864514e-07
Position 77: 2.7668792359142493e-07
Position 1988: 1.4561788466122648e-07
Position 237: 8.927365639015047e-08
Position 213: 8.151509890426991e-08
Position 2289: 6.346038521252813e-08
Position 2194: 6.295847351367577e-08
Position 1854: 5.779025947478703e-08
Position 153: 4.10568214507278e-08
Position 323: 2.6640397069029363e-08
Position 1875: 2.3633396882196022e-08
Position 244: 1.906079124272023e-08
Position 80: 1.1609531483289587e-08
Position 1887: 1.1083239366741156e-08
Position 690: 3.4212544710987326e-09
Position 318: 1.6001042933846491e-09
Position 1966: 1.1571781133449434e-09
Position 1884: 5.528715123163213e-10
Position 164: 5.394084874085069e-10
Position 344: 3.0606917307560213e-12
Position 87: 2.755560987442906e-12
Position 202: 1.0429961360926231e-13
Position 204: 8.359988963043015e-14
Position 137: 6.325266772066536e-15
