Gene = Schip1
Position 31: 3.448017185554822e-05
Position 2210: 3.31024670718025e-05
Position 1048: 3.290901636230368e-05
Position 641: 2.998262721273028e-05
Position 113: 2.9239856526037117e-05
Position 101: 2.5606510774571183e-05
Position 816: 2.0520872427806145e-05
Position 1559: 1.772914065618106e-05
Position 2409: 1.640397821063238e-05
Position 2315: 1.4660373771363173e-05
Position 94: 1.343018316429965e-05
Position 1024: 1.1330536739585052e-05
Position 1020: 9.939936003791387e-06
Position 2676: 9.930359444177701e-06
Position 2553: 8.769966985325465e-06
Position 353: 6.779617945985804e-06
Position 2023: 6.604373121841104e-06
Position 1586: 4.045688170280384e-06
Position 2317: 3.6148751788534885e-06
Position 2352: 2.5350654046653147e-06
Position 1665: 9.942104818741617e-07
Position 2428: 9.466177441438584e-07
Position 1552: 9.365584097101303e-07
Position 2391: 9.05375829852626e-07
Position 2225: 7.146467024744062e-07
Position 2426: 5.246626745313673e-07
Position 1744: 4.879522739157688e-07
Position 1136: 4.7493656628878755e-07
Position 2358: 3.921030591996228e-07
Position 1501: 3.644145814978262e-07
Position 2433: 3.305511476122065e-07
Position 1100: 3.2821861616387215e-07
Position 964: 2.9976422800544543e-07
Position 1580: 2.976744407824118e-07
Position 1507: 2.379120889455417e-07
Position 496: 2.263608150511584e-07
Position 1006: 1.3615917505075048e-07
Position 704: 6.108365547797286e-08
Position 1041: 4.55462156533398e-08
Position 1247: 4.3040675978314955e-08
Position 2047: 4.244427445223991e-08
Position 2045: 3.506082624757394e-08
Position 1680: 9.675162241478936e-09
Position 862: 1.652715950645847e-09
Position 947: 1.3100858205140258e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1853: 0.9985093658354429
Position 1705: 0.9961494011100901
Position 1980: 0.9933367255515988
Position 1184: 0.9929773473340611
Position 2375: 0.9923014178281536
Position 523: 0.9273223391073596
Position 2705: 0.7752583206911228
Position 169: 0.09585486007014542
Position 91: 0.09251402913927287
Position 1466: 0.08250767911568793
Position 862: 0.08117754510740602
Position 1450: 0.054107699053972134
Position 239: 0.0523336995331778
Position 1436: 0.023802206108019027
Position 2718: 0.02063012859803641
Position 101: 0.020155109402990985
Position 987: 0.019667481985493132
Position 807: 0.011111959222200898
Position 992: 0.01040612550141535
Position 124: 0.00944308010485934
Position 926: 0.008045917525040528
Position 1489: 0.007943958290189167
Position 804: 0.00593312681048055
Position 922: 0.005512679769889123
Position 772: 0.0034274856736681157
Position 550: 0.003041886789696521
Position 2327: 0.002798957612684468
Position 597: 0.00251120018566352
Position 2029: 0.0023236589773313163
Position 572: 0.001824295272679757
Position 2141: 0.0017270762649396133
Position 330: 0.0016552686250829334
Position 276: 0.001648836535518117
Position 478: 0.0015601333723237875
Position 1991: 0.0014080840971459861
Position 1197: 0.0012834557870213125
Position 2259: 0.0011462154320834692
Position 2202: 0.0009897519287518175
Position 1725: 0.0008105063710434795
Position 1988: 0.0007627500883453553
Position 496: 0.0007120139024970338
Position 639: 0.0006909998355241151
Position 682: 0.00033742785418490467
Position 2380: 0.00031208964143841094
Position 759: 0.0002788638445826265
Position 1381: 0.0002785423135728505
Position 1041: 0.00023151766131847675
Position 2531: 0.00021131663751314183
Position 305: 0.00020344531312531738
Position 256: 0.00016749148467031948
Position 999: 0.00013472256533960574
Position 1994: 0.00013002468664068706
Position 884: 0.00011907549462055219
Position 2510: 0.00011222911597311247
Position 1301: 0.00010079566807281748
Position 1671: 9.994940457303421e-05
Position 134: 7.77555651697148e-05
Position 2157: 7.336294110041433e-05
Position 712: 6.563827400554016e-05
Position 2164: 5.8378490255743366e-05
Position 1747: 5.06913125328002e-05
Position 364: 4.921149436086173e-05
Position 1325: 4.57185303490987e-05
Position 150: 4.427915830969224e-05
Position 1258: 4.2394165570937434e-05
Position 1280: 3.6947665161796916e-05
Position 2023: 3.394098821446314e-05
Position 608: 3.359198589579374e-05
Position 2062: 2.942646897837654e-05
Position 2042: 2.8853853162077498e-05
Position 2730: 2.8478349472958924e-05
Position 1607: 2.281311516309258e-05
Position 656: 1.971745745754037e-05
Position 1586: 1.6934135235259254e-05
Position 2261: 1.5902681220633378e-05
Position 2111: 1.5000778055762437e-05
Position 1277: 1.4533687216970858e-05
Position 1226: 1.3357891004226728e-05
Position 1773: 1.3025955658052247e-05
Position 749: 1.2597431526935966e-05
Position 2473: 1.091030938548896e-05
Position 2477: 9.301313821298027e-06
Position 688: 9.168919927016342e-06
Position 1617: 7.885256013105675e-06
Position 371: 7.4645182868379205e-06
Position 716: 5.3298776217455334e-06
Position 1782: 4.781669507873929e-06
Position 2746: 3.327213496031757e-06
Position 1641: 2.586002583215972e-06
Position 398: 2.134570013250324e-06
Position 2496: 1.967419357400667e-06
Position 2567: 1.3132356795824945e-06
Position 2734: 1.3068533912212757e-06
Position 2750: 1.280463225123635e-06
Position 2764: 1.2683217050147274e-06
Position 2067: 1.00114946032093e-06
Position 2849: 4.0525808380179096e-07
Position 385: 1.9732461236184093e-07
Position 1786: 1.6506326459463564e-07
Position 1869: 1.5897140702841528e-07
Position 1905: 5.032275934201534e-08
Position 1885: 3.1523226791973837e-08
Position 1883: 1.679921114705481e-08
Position 1794: 2.2449575724905347e-09
Position 353: 9.723211030536975e-11
