Gene = Herp
Position 3458: 0.0001539970987299051
Position 2885: 0.00013664572088001276
Position 1027: 0.00011267172632869232
Position 3690: 0.00011172110428956301
Position 3646: 0.00011003400272603425
Position 225: 0.00010579145418713632
Position 1307: 0.00010523978918230292
Position 614: 9.376326134298319e-05
Position 412: 9.242721525869376e-05
Position 3275: 8.498608413281096e-05
Position 1293: 8.417284481745371e-05
Position 3425: 7.605194809007197e-05
Position 647: 7.153570694672463e-05
Position 659: 7.10835800295585e-05
Position 520: 6.886774191909284e-05
Position 3479: 5.301519525444845e-05
Position 328: 4.770730947750885e-05
Position 2244: 4.168212296853012e-05
Position 67: 3.310952932178117e-05
Position 2103: 3.294467023170663e-05
Position 468: 3.1254119195844014e-05
Position 2985: 2.0280745276373427e-05
Position 2165: 1.9815644743104872e-05
Position 3152: 1.956320524389627e-05
Position 2092: 1.9085606639530474e-05
Position 451: 1.4532431631581872e-05
Position 2223: 8.81162028953459e-06
Position 194: 7.605097760789568e-06
Position 436: 6.440613938070859e-06
Position 3027: 6.374168574958031e-06
Position 916: 2.482352828194171e-06
Position 707: 1.767121621222558e-07
Position 414: 1.4284289575546053e-07
Position 826: 2.8557512389937507e-08
Position 906: 2.654390763555557e-08
Position 75: 5.5327675186411e-09
Position 419: 4.412571165342428e-09
Position 230: 6.586748721417916e-10
Position 247: 5.373054281581911e-10
Position 306: 1.912581065354426e-10
Position 242: 1.9256397622530007e-11
Position 422: 5.7863287471013335e-12
Position 244: 1.5198997472891948e-13
