Gene = Pus7
Position 2989: 0.00015832126443070065
Position 664: 0.00015819851241438357
Position 1783: 0.00013758423632386342
Position 2169: 0.00012688110500766773
Position 2341: 0.0001175070150442488
Position 2728: 0.00010083168305579962
Position 742: 9.906306759792386e-05
Position 291: 9.86738706586925e-05
Position 354: 9.33570103653277e-05
Position 2961: 7.925149019323308e-05
Position 2357: 7.821450846789773e-05
Position 661: 7.624160769514311e-05
Position 712: 6.493789028560224e-05
Position 1921: 6.433238707082966e-05
Position 425: 6.313199153661374e-05
Position 1450: 6.212909693831306e-05
Position 2131: 5.5665009969570996e-05
Position 580: 5.449533622136987e-05
Position 1728: 5.421287779342853e-05
Position 1279: 5.3417507170538565e-05
Position 1205: 4.4407921137149674e-05
Position 1620: 4.3355349066935324e-05
Position 631: 4.007217091965474e-05
Position 545: 3.969991001224222e-05
Position 392: 3.9291632133922607e-05
Position 667: 3.815778030444479e-05
Position 818: 3.678450493190158e-05
Position 875: 2.8703924496539994e-05
Position 436: 2.5291251305539762e-05
Position 1268: 2.490524925884623e-05
Position 298: 2.189222269964805e-05
Position 1006: 1.8774350239209247e-05
Position 384: 1.7769353142246615e-05
Position 814: 1.58560898652128e-05
Position 763: 1.4846005733848261e-05
Position 826: 1.1777990841157204e-05
Position 1360: 8.997808393696424e-06
Position 402: 6.585393269083864e-06
Position 1125: 4.745270487965387e-06
Position 1318: 4.659028460072956e-06
Position 1162: 3.2665232908566823e-06
Position 1135: 3.173491841363853e-06
Position 1324: 3.143517848908561e-06
Position 784: 3.1319372462498013e-06
Position 1026: 1.1001153248200928e-06
Position 1321: 1.088159829976773e-06
Position 1029: 1.0858519319208814e-06
Position 90: 9.930429494197534e-07
Position 1342: 9.6156349633016e-07
Position 1174: 7.793271253353626e-07
Position 2371: 7.029521407088096e-07
Position 1159: 6.966658517914312e-07
Position 1531: 6.830666948405866e-07
Position 889: 3.397237060832007e-07
Position 2249: 2.71652052907586e-07
Position 162: 2.436629863721247e-07
Position 2224: 2.340756353968871e-07
Position 952: 2.2203730923746873e-07
Position 1585: 1.971942653762825e-07
Position 159: 1.4917135028655602e-07
Position 2063: 1.4059848717995794e-07
Position 327: 1.1247380978387379e-07
Position 1187: 5.9560541209261074e-08
Position 1141: 4.286027259868647e-08
Position 138: 3.92206641584602e-08
Position 156: 3.661701089247275e-08
Position 200: 3.240214005354421e-08
Position 312: 2.1563675732678794e-08
Position 101: 1.4038552017018887e-08
Position 1597: 1.1918573318001805e-08
Position 103: 1.1573093178041563e-08
Position 192: 6.059235121275358e-09
Position 110: 4.573596890339674e-09
Position 1407: 4.5290615438053306e-09
Position 625: 3.046696881494218e-09
Position 553: 2.2712327614349786e-09
Position 1331: 1.0396502308969725e-09
Position 140: 2.2334988198828374e-10
