Gene = Dhc62B
Position 110: 4.434716087955115e-05
Position 11348: 4.386060192793293e-05
Position 7151: 4.311113742289349e-05
Position 6945: 3.89485539725285e-05
Position 2815: 3.4137503582281136e-05
Position 3856: 3.0058993153451794e-05
Position 12396: 2.391324323784413e-05
Position 1087: 1.5347307217239045e-05
Position 2590: 1.4430052969371464e-05
Position 369: 8.794104531914596e-06
Position 1061: 6.381526677558526e-06
Position 943: 4.891065671552077e-06
Position 74: 3.81045672441081e-06
Position 2662: 3.749496012685239e-06
Position 5724: 2.3310578997475886e-06
Position 485: 2.1801915267254417e-06
Position 2379: 1.7811431930055013e-06
Position 2730: 1.7382215296430166e-06
Position 2556: 1.4641383223447568e-06
Position 1030: 1.412468352063885e-06
Position 3636: 1.0892259958666105e-06
Position 2489: 1.0181725283510972e-06
Position 2414: 9.285629502274477e-07
Position 935: 8.692797856050689e-07
Position 2848: 8.149061747105848e-07
Position 349: 8.107146227712999e-07
Position 800: 6.830280066096158e-07
Position 2601: 6.558906016691e-07
Position 1079: 5.842421324320175e-07
Position 3267: 5.027345514297496e-07
Position 3508: 4.798492360606289e-07
Position 2315: 4.442858875525922e-07
Position 11125: 4.3181450874380445e-07
Position 11243: 3.9360346649694635e-07
Position 11414: 3.5613449739354274e-07
Position 885: 3.5526850078643376e-07
Position 3390: 2.4931873895015226e-07
Position 11247: 2.1341246251757865e-07
Position 11186: 1.0784157724130025e-07
Position 474: 1.0505148019031049e-07
Position 2583: 6.99060138226909e-08
Position 2581: 6.62771086839863e-08
Position 2538: 5.554917892738354e-08
Position 11139: 5.4694965704432806e-08
Position 2351: 4.3939346568143966e-08
Position 539: 2.8108668299983525e-08
Position 705: 2.6123227757653605e-08
Position 2524: 1.1703021474601534e-08
Position 276: 5.999635429672431e-09
Position 11284: 5.924751970844782e-09
Position 11224: 2.4602263147330433e-09
Position 290: 1.7198268511413044e-09
Position 239: 1.6864408518196682e-09
Position 264: 1.311007192881368e-09
Position 2300: 5.004801878096095e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2487: 0.9949801423815268
Position 10880: 0.9943675491274825
Position 11269: 0.9781567193672491
Position 5215: 0.9729416007655732
Position 2245: 0.9571456941619255
Position 9601: 0.8713122706050802
Position 5589: 0.7936030981662605
Position 2033: 0.6019864181959249
Position 9262: 0.4243136551977794
Position 5888: 0.35441182052571873
Position 6571: 0.34501315293381435
Position 5952: 0.2808581828521481
Position 7039: 0.22011554003622252
Position 1319: 0.1368101420139911
Position 3060: 0.08010159099207585
Position 5055: 0.04926576619908822
Position 5595: 0.047540239892606195
Position 1379: 0.04706053802246882
Position 2264: 0.038602708135879474
Position 5007: 0.03197306196735588
Position 1137: 0.029314929850508452
Position 6665: 0.027017110705883772
Position 1886: 0.02684177923651344
Position 4272: 0.02348479960170043
Position 5237: 0.023209262846532117
Position 2043: 0.0210066351359399
Position 4857: 0.01618002410974715
Position 1883: 0.014316402480663811
Position 3633: 0.013628631601225821
Position 5990: 0.013270531152383707
Position 6257: 0.01310925051507717
Position 3322: 0.011907255637324799
Position 7249: 0.010305307066191972
Position 4291: 0.010031084036815081
Position 3459: 0.009051289719658072
Position 3715: 0.008722848852623645
Position 3879: 0.008343545568113571
Position 11325: 0.008145656298035955
Position 12070: 0.007057251232976975
Position 1847: 0.006971174916382961
Position 1829: 0.006787301494021331
Position 4557: 0.006557209761639239
Position 3573: 0.006074443155456482
Position 1274: 0.0059476351330758565
Position 1889: 0.005913717617540369
Position 10921: 0.004551401826046911
Position 4676: 0.004495966546276717
Position 5873: 0.0043219694877453295
Position 11284: 0.004273821491490855
Position 890: 0.004063937168798256
Position 1087: 0.003963490280753684
Position 3114: 0.003930414999622081
Position 11329: 0.003672812854089556
Position 3021: 0.0034391000310859655
Position 6176: 0.003336037005441536
Position 3795: 0.0030909838627351605
Position 5618: 0.002628690567598403
Position 11959: 0.0024441698251807583
Position 6448: 0.0024094800520878426
Position 11980: 0.0023153711098661722
Position 1953: 0.0022096653719008716
Position 6281: 0.0022059509622826805
Position 5987: 0.002063146530551683
Position 5745: 0.0020525005928322803
Position 6444: 0.002033316694388585
Position 1785: 0.0018928804125507017
Position 5301: 0.0017957128964900017
Position 11812: 0.0017895892922085532
Position 503: 0.0017393457713805762
Position 3849: 0.0016944261551410048
Position 5445: 0.0013797033422555342
Position 3825: 0.0013176986628416422
Position 1030: 0.0013075393457417683
Position 11433: 0.0012933254167581808
Position 3765: 0.0012689598487040357
Position 6141: 0.0012520995802911454
Position 6104: 0.00124326443365719
Position 11806: 0.0011085223168147802
Position 11774: 0.0009427617168025915
Position 10942: 0.0008542386346194608
Position 6683: 0.0008509912146919061
Position 3150: 0.0008473351266365646
Position 6320: 0.0008313584471881035
Position 11410: 0.0008307260207337994
Position 3855: 0.000824772569644729
Position 3717: 0.0008041606030234848
Position 2208: 0.000764505261058066
Position 6580: 0.000707644906890247
Position 3363: 0.0005892488843209305
Position 2315: 0.0005245151969573666
Position 2677: 0.00050189379638833
Position 11470: 0.00047378152543458483
Position 902: 0.00046889647569802443
Position 3075: 0.0004293091900728369
Position 3383: 0.00037767115507245563
Position 6368: 0.00036936968225797525
Position 11879: 0.00035196287134079524
Position 2196: 0.0002789864391186928
Position 6263: 0.00025585835914080415
Position 881: 0.00025390354076158323
Position 12157: 0.00022066904414376362
Position 7013: 0.00020584249749457844
Position 2730: 0.00020106019710204262
Position 11929: 0.00018253398293256495
Position 1068: 0.00016463619832170586
Position 5622: 0.00015192158368804523
Position 11857: 0.00014564501760033107
Position 6156: 0.0001428019563773591
Position 5548: 0.00012321215724258504
Position 1247: 0.0001188750008589845
Position 914: 0.00011195641552151526
Position 603: 0.00010802398547062527
Position 11622: 9.55051890614389e-05
Position 674: 9.535148921693843e-05
Position 11725: 9.481457776433326e-05
Position 5574: 9.222415173160511e-05
Position 12094: 9.026144879378833e-05
Position 1331: 7.995904798061774e-05
Position 2334: 7.750750895074688e-05
Position 339: 7.04837617930074e-05
Position 1400: 6.709033254226217e-05
Position 96: 6.34245055088233e-05
Position 511: 6.293228985548461e-05
Position 11686: 5.147738409643017e-05
Position 2787: 4.1090922907022304e-05
Position 5631: 4.108594604536969e-05
Position 2556: 3.987929081200652e-05
Position 5733: 3.4189703121326815e-05
Position 5635: 3.362000671803767e-05
Position 5857: 3.011581137810147e-05
Position 2357: 2.8190754134111108e-05
Position 12445: 2.391324323784414e-05
Position 7576: 2.2391509577392408e-05
Position 2838: 1.878207601301515e-05
Position 2744: 1.8235748353407604e-05
Position 2590: 1.7845863531439533e-05
Position 2348: 1.3460442280179548e-05
Position 685: 1.0423371345684776e-05
Position 254: 1.0210484443277196e-05
Position 767: 7.902555792410069e-06
Position 211: 6.683796770963443e-06
Position 773: 6.486882751906282e-06
Position 99: 4.15637313619434e-06
Position 2506: 3.360426474411675e-06
Position 239: 3.139974757085133e-06
Position 248: 2.731257895790138e-06
Position 2841: 2.248509868613058e-06
Position 2880: 1.7223329752673622e-06
Position 404: 1.547793491775862e-06
Position 3015: 1.0994138816520596e-06
Position 5832: 1.0683273325090798e-06
Position 3201: 9.57484330551118e-07
Position 2907: 6.43361985404824e-07
Position 215: 6.254326722917832e-07
Position 2426: 6.091216943782403e-07
Position 2769: 6.062220022674766e-07
Position 2694: 4.47659207770709e-07
Position 2853: 4.4609751087539306e-07
Position 821: 4.192575597749226e-07
Position 434: 3.8928219954031023e-07
Position 2761: 3.531236019132598e-07
Position 2500: 3.45016983647787e-07
Position 2813: 3.2572609908092217e-07
Position 2799: 3.03612392161993e-07
Position 290: 2.707897804131452e-07
Position 2566: 2.6871585729410455e-07
Position 2634: 2.2993327424126885e-07
Position 2861: 1.9294554927910018e-07
Position 3169: 1.8987358151523327e-07
Position 269: 1.475727147005013e-07
Position 2864: 1.3854986287187037e-07
Position 3125: 1.339258730489441e-07
Position 3111: 7.258815730522099e-08
Position 440: 6.976162779717246e-08
Position 539: 5.959601174522991e-08
Position 830: 3.2865900781285065e-08
Position 651: 3.217726840570799e-08
Position 458: 2.7264310915603773e-08
Position 656: 2.5714483816752386e-08
Position 122: 3.626063844064708e-11
Position 287: 3.243147130606477e-11
Position 2524: 1.4603022322288647e-12
