Gene = Svil
Position 372: 3.553049587821024e-05
Position 1316: 3.489132300573234e-05
Position 1076: 3.333067314520121e-05
Position 733: 2.379763241183667e-05
Position 1774: 2.3785890209771648e-05
Position 87: 1.767915875956851e-05
Position 801: 1.6564735688987384e-05
Position 617: 1.479182522435081e-05
Position 259: 1.4554248273962568e-05
Position 1760: 8.846731082997248e-06
Position 83: 8.308885124063696e-06
Position 72: 5.976496013786781e-06
Position 161: 5.471399598152162e-06
Position 445: 2.1803413276020543e-06
Position 21: 2.177950950222747e-06
Position 156: 1.4261234267925906e-06
Position 296: 9.083125902441131e-07
Position 437: 2.943792895110071e-07
Position 972: 2.471398341252139e-07
Position 611: 2.3762627484125608e-07
Position 376: 1.683232859449492e-07
Position 158: 1.2869346437053992e-07
Position 406: 1.0650244793243153e-07
Position 356: 7.17317357783414e-08
Position 115: 6.063676501699983e-08
Position 658: 4.446662407734123e-08
Position 370: 3.647877837517435e-08
Position 85: 6.168642356032939e-10
Position 281: 2.7354758440555714e-11
Position 5565: 4.291501226416925e-18
Position 5198: 3.983839512350535e-18
Position 4288: 1.7274466060453662e-18
Position 4387: 1.0555033230797571e-18
Position 4411: 6.760526069950678e-19
Position 4381: 6.284383555097066e-19
Position 3014: 7.907615025138583e-20
Position 4017: 3.111577727949541e-20
Position 4021: 3.075679042745335e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 24899: 0.9999999995992338
Position 37735: 0.9999944505809978
Position 276: 0.8367077575914944
Position 1058: 0.30934003161156703
Position 14139: 0.2573757009217249
Position 1417: 0.1211257254406628
Position 7593: 0.049928532063630834
Position 7460: 0.04160388042441572
Position 13707: 0.041339283625092454
Position 7418: 0.033961621767545344
Position 12258: 0.02200044253919351
Position 12311: 0.01974597580119476
Position 248: 0.01827738539053864
Position 1711: 0.01577147297627303
Position 768: 0.015058669319342242
Position 388: 0.010754704041687204
Position 1548: 0.010291790801961579
Position 7361: 0.010279277729419509
Position 1689: 0.00914347381115117
Position 25046: 0.008993511619054002
Position 3865: 0.007677150154578647
Position 490: 0.007657917538439399
Position 486: 0.005361414120107891
Position 3888: 0.004946474724398668
Position 254: 0.003524554664630184
Position 1921: 0.0025736365155090775
Position 723: 0.0025555830350987097
Position 281: 0.0025145458083531357
Position 1882: 0.002419684179957828
Position 1437: 0.0017987759524065177
Position 1148: 0.0014411398007069217
Position 518: 0.001235755394978057
Position 1869: 0.001223805743508936
Position 265: 0.0010656945899359795
Position 1432: 0.000692380964414601
Position 1774: 0.0006081919554269097
Position 1302: 0.0006046443173784475
Position 643: 0.0005428487674939655
Position 1850: 0.00046679823142128284
Position 536: 0.00042832521697671894
Position 1293: 0.000423416454928654
Position 2007: 0.0003686577476497168
Position 1110: 0.0002772461578872141
Position 3060: 0.0002726866806924769
Position 1248: 0.00023520271426579964
Position 237: 9.509213410388219e-05
Position 1324: 8.846862634448961e-05
Position 513: 5.880719409503444e-05
Position 686: 4.375812283919532e-05
Position 339: 3.962548365965631e-05
Position 3355: 3.649554745840265e-05
Position 648: 2.856638969879485e-05
Position 228: 2.2752764020417992e-05
Position 1098: 1.613799021989455e-05
Position 495: 1.1903583765307174e-05
Position 3398: 9.993499553587699e-06
Position 1037: 4.085604637119688e-06
Position 1461: 3.8014391673469197e-06
Position 594: 3.5012503950883472e-06
Position 1087: 2.5300895117807406e-06
Position 225: 2.0444169595594645e-06
Position 1255: 1.7927975889627226e-06
Position 776: 1.6424501124989334e-06
Position 72: 7.973942160513672e-07
Position 1748: 7.176213662554156e-07
Position 795: 5.516082349481076e-07
Position 96: 5.402400713405999e-07
Position 1011: 4.787829078906553e-07
Position 801: 4.233362213614677e-07
Position 25775: 3.604986911279392e-07
Position 26250: 1.0512875136369076e-07
Position 169: 2.3353267022665334e-08
Position 566: 7.067566771362786e-09
Position 195: 6.589495525989557e-10
Position 19293: 3.231937433636754e-10
Position 215: 1.5453532368735298e-10
Position 19818: 7.295605098945913e-11
Position 256: 4.6887136171817175e-11
Position 14650: 2.7236119106586053e-12
Position 14677: 7.048502708719997e-13
Position 217: 4.255922187698016e-13
Position 15210: 3.5615438581030736e-13
Position 14601: 1.613606082949522e-13
Position 13204: 1.8224459410198326e-14
Position 11348: 2.7956487840538763e-15
Position 9982: 2.038213087945446e-15
Position 10078: 9.409914449076505e-16
Position 10097: 3.9804646544200456e-16
Position 10008: 3.525002875329352e-16
Position 7752: 3.228505412407751e-16
Position 9103: 3.217456840267729e-16
Position 7844: 2.8755379835409183e-16
Position 8287: 1.2084960113221755e-16
Position 5709: 4.279250396099944e-17
Position 4897: 2.5631602727791606e-17
Position 4463: 1.7138333570894078e-17
Position 5342: 1.585636590200768e-17
Position 5014: 7.941853896485569e-18
Position 5094: 6.031226324512571e-18
Position 4701: 4.295667881176129e-18
Position 4665: 4.967814786679291e-19
Position 3830: 4.11180456717614e-19
Position 2124: 2.7907450640128837e-19
Position 2825: 2.0156686757288278e-19
Position 2537: 1.8351440660683028e-19
Position 2766: 1.664668433715265e-19
Position 2942: 1.663666931966084e-19
Position 3479: 1.5326498459534862e-19
Position 3892: 2.2538598447565077e-20
Position 2186: 1.7741011331697337e-20
