Gene = Hr38
Position 1051: 5.244013455434239e-05
Position 681: 5.112196131859421e-05
Position 27136: 3.159820025036625e-05
Position 1226: 1.4234665212767585e-05
Position 26390: 8.712407532059913e-06
Position 26379: 7.63650931427975e-06
Position 28298: 3.920478342204943e-06
Position 26813: 3.6237629687013694e-06
Position 790: 3.289962209293369e-06
Position 27890: 2.2602724627486785e-06
Position 28706: 2.221939635489037e-06
Position 578: 1.6599388706149238e-06
Position 8448: 4.2847193543337944e-15
Position 8454: 3.603454086068522e-15
Position 3231: 2.818537098489208e-15
Position 2845: 7.738778110065431e-16
Position 2620: 8.367167441893556e-17
Position 2466: 3.3621400993379257e-17
Position 1755: 9.354573426758982e-18
Position 2836: 9.311020212896433e-18
Position 2718: 7.854222325617157e-18
Position 1817: 2.2504335523108733e-18
Position 2050: 1.0136708879961215e-18
Position 1927: 9.650513636933678e-19
Position 1807: 7.620571072954695e-19
Position 1882: 6.865303803045586e-19
Position 7: 5.3500267021174696e-20
Position 421: 7.4340777507995e-21
Position 204: 7.24512209629098e-21
Position 656: 7.167599619978139e-21
Position 393: 6.840901376973862e-21
Position 610: 5.456960820230357e-21
Position 604: 5.446173139857493e-21
Position 586: 4.2339384094328276e-21
Position 499: 2.7719724593979333e-21
Position 155: 6.3293066175125805e-22
Position 225: 3.098541093973937e-22
Position 274: 1.8450475284950014e-22
Position 228: 1.2759535929235768e-22
Position 548: 7.979068134733252e-23
Position 194: 5.238795570438325e-23
Position 576: 3.777117845950086e-23
Position 455: 2.6368619397526636e-23
Position 243: 1.4971490514558946e-23
Position 251: 6.572207000131266e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 24131: 0.9971145750266419
Position 26251: 0.9779692074381832
Position 24986: 0.955896480031973
Position 27521: 0.9259559350977543
Position 1668: 0.2566351756914476
Position 24605: 0.11015226902843789
Position 28848: 0.06910632321042741
Position 27823: 0.04385003991449618
Position 29344: 0.037620671040782316
Position 30725: 0.028169611490529607
Position 28604: 0.02291508680451937
Position 27421: 0.0192507388701718
Position 26193: 0.015894766614395678
Position 28666: 0.015565972670166751
Position 30058: 0.009300571292149912
Position 28379: 0.00893898052494354
Position 27457: 0.007589164581576594
Position 30150: 0.0074280931099840524
Position 663: 0.007332896021377747
Position 30857: 0.0062643954227731245
Position 26515: 0.005040338250443501
Position 29163: 0.004431327619593209
Position 1695: 0.004159954235832124
Position 28521: 0.00413337142374021
Position 29323: 0.004013989216828441
Position 28472: 0.003974485977374633
Position 27946: 0.0034072686190301203
Position 29789: 0.0032010285715783253
Position 28973: 0.0029558706684707447
Position 29863: 0.0024932327746246983
Position 26212: 0.002071739159161806
Position 29997: 0.001990075245449828
Position 27844: 0.0019176168861939629
Position 1276: 0.0018495983276241989
Position 27922: 0.0017882527207437808
Position 30562: 0.001636420235348425
Position 29720: 0.0015843758930665123
Position 29515: 0.0013360380541776705
Position 28890: 0.0012997447601977518
Position 29492: 0.0011342933061490982
Position 30478: 0.0011085727289617763
Position 29287: 0.0010271313614010065
Position 27853: 0.000933052001337119
Position 871: 0.0007941246965591927
Position 29145: 0.0007815521984075328
Position 1510: 0.0007595001421165057
Position 29130: 0.0007394346165285563
Position 29237: 0.0005680995349206635
Position 909: 0.0005536773400836315
Position 29648: 0.000520771378876473
Position 27778: 0.00042880241664491897
Position 1459: 0.0004287596102051985
Position 27869: 0.0004201466778630402
Position 27474: 0.0004137788006544421
Position 28829: 0.0004036184956684759
Position 29461: 0.00034171620987944926
Position 27480: 0.0002432429903877542
Position 28351: 0.000203439029324086
Position 27983: 0.0001859803542861161
Position 27994: 0.00018261204270796894
Position 28547: 0.00014249087952772428
Position 28807: 0.000135765827771302
Position 27582: 0.00011785812665039877
Position 28716: 0.00011745500575841133
Position 27831: 5.728736983912841e-05
Position 8532: 3.876380567133582e-14
Position 8161: 1.2804288427801272e-14
Position 2912: 1.934299937206157e-15
Position 2295: 5.531637624573848e-16
Position 2213: 1.7012687078627027e-16
Position 3056: 1.6747868382568692e-16
Position 2863: 5.912622100807488e-17
Position 2956: 5.613020567168616e-17
Position 823: 3.5493308874116214e-17
Position 4475: 2.6682119062777556e-17
Position 441: 1.9108046844007804e-17
Position 1337: 1.723175164468175e-17
Position 2967: 1.409463022992105e-17
Position 2307: 1.2945590810447511e-17
Position 1157: 1.2829122483076033e-17
Position 350: 1.254930654661663e-17
Position 3020: 1.0960481268370088e-17
Position 3133: 1.0640870903561474e-17
Position 3640: 1.0379776659870547e-17
Position 2486: 1.0087587714108657e-17
Position 426: 9.33965751391744e-18
Position 1340: 7.4440581196547e-18
Position 686: 6.235650381071455e-18
Position 1307: 6.215946271105967e-18
Position 1304: 5.711450953910039e-18
Position 1280: 5.2617529543766785e-18
Position 782: 3.8879808154443e-18
Position 672: 3.8053612118470295e-18
Position 1491: 2.9268028558695195e-18
Position 160: 2.6882286696430416e-18
Position 935: 2.5719190473406867e-18
Position 481: 2.1475413297895603e-18
Position 1240: 2.0735266223133625e-18
Position 499: 1.3890509668864463e-18
Position 754: 1.268863309041354e-18
Position 749: 1.2111533114194255e-18
Position 1012: 1.0498803187235007e-18
Position 950: 1.0413283330253027e-18
Position 475: 9.91189855808471e-19
Position 681: 9.217112049570752e-19
Position 1001: 8.533265722126083e-19
Position 2369: 7.105426907895923e-19
Position 270: 4.940685042803632e-19
Position 187: 3.424273281643768e-19
Position 222: 2.660528933059035e-19
Position 281: 2.39086818061921e-19
Position 468: 1.4247440800492842e-19
Position 178: 1.1770408874624549e-19
Position 63: 5.2076014811480444e-20
Position 2770: 1.0039668106302973e-20
Position 520: 5.619867572996706e-24
Position 584: 8.427330053882015e-25
Position 888: 6.668497850283486e-25
Position 593: 6.181966927683702e-25
Position 202: 4.477453530448484e-25
Position 194: 2.0074376737502682e-25
Position 542: 9.652439911001989e-26
Position 110: 5.645560193007172e-27
Position 204: 2.2013991415467507e-27
