Gene = dib
Position 628: 3.221202741183321e-05
Position 1732: 2.7752173214028906e-05
Position 489: 2.2305866426258122e-05
Position 518: 1.4843202138502642e-05
Position 62: 1.3432260293806999e-05
Position 2112: 1.2172589487479263e-05
Position 2154: 1.21574561025411e-05
Position 343: 1.0349642391818525e-05
Position 384: 1.0325137890674497e-05
Position 258: 9.849090784175013e-06
Position 2141: 5.9040898456429355e-06
Position 880: 5.354166689234099e-06
Position 2082: 4.694322335479995e-06
Position 463: 4.372536151457001e-06
Position 328: 3.57116850782328e-06
Position 1172: 3.152147068910941e-06
Position 50: 2.4567555588513882e-06
Position 1405: 2.0413896140310767e-06
Position 89: 1.5876520689899942e-06
Position 1559: 1.3449065416126891e-06
Position 439: 8.874554842643085e-07
Position 1241: 8.662763827236541e-07
Position 276: 7.670376558103527e-07
Position 1734: 6.054921850873313e-07
Position 1858: 4.5827409022923867e-07
Position 1182: 4.093352124213264e-07
Position 1856: 1.7653365493213864e-07
Position 737: 9.931994947270329e-08
Position 696: 9.905719773965114e-08
Position 711: 9.129626623782472e-08
Position 772: 1.4867751650291158e-08
Position 1967: 1.4370810515579757e-08
Position 944: 8.077080580274028e-12
Position 1745: 7.103777305304756e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.9901585075852943
Position 1682: 0.9256482843705446
Position 737: 0.8418340392522113
Position 1939: 0.38704693659191863
Position 1124: 0.2071244630425494
Position 1963: 0.13266588495147572
Position 1898: 0.10077891517503687
Position 1919: 0.03756343042137723
Position 2096: 0.016405771537081334
Position 772: 0.012254538816867225
Position 2120: 0.008508378623891802
Position 2226: 0.007727347003277968
Position 863: 0.006608665195625653
Position 1038: 0.004733028502841889
Position 787: 0.004639696898513144
Position 269: 0.003836270655564618
Position 2007: 0.0037077951757309735
Position 1382: 0.0034383817126910814
Position 2196: 0.003011962374465027
Position 258: 0.0027244304458693136
Position 2032: 0.0022579801006167915
Position 1985: 0.0021120922904024936
Position 1416: 0.0018002827952198445
Position 296: 0.0015573344495644933
Position 1144: 0.001426170901933209
Position 2099: 0.0014135690061800213
Position 1641: 0.0013917904398143674
Position 1474: 0.0011689649093979486
Position 2238: 0.0009221764868376139
Position 644: 0.0008220563932378112
Position 335: 0.0007796407019820488
Position 703: 0.0007643885975811561
Position 2169: 0.0007551441314907928
Position 684: 0.0005435939413963263
Position 196: 0.00040610186623597273
Position 303: 0.0003687221947684746
Position 215: 0.0003554570192675526
Position 1595: 0.0003350522636017122
Position 1220: 0.00031417078144223954
Position 1061: 0.0003111432359680731
Position 687: 0.0002447421041042508
Position 2134: 0.0001970113139432796
Position 1993: 0.00017392063916117268
Position 1995: 0.00016721185432472352
Position 446: 0.00016220849598703977
Position 711: 0.00013555000119163144
Position 207: 0.00010937205803793349
Position 1711: 9.690749612756943e-05
Position 537: 7.602453472412541e-05
Position 696: 6.286386648740145e-05
Position 1426: 5.644689899304573e-05
Position 1443: 5.490502989531568e-05
Position 2045: 5.229526558776314e-05
Position 1770: 4.987998539240832e-05
Position 498: 4.480726027995029e-05
Position 340: 4.369508060861875e-05
Position 221: 4.302007863756501e-05
Position 1795: 3.935118283529868e-05
Position 846: 3.0071470865655942e-05
Position 801: 2.5922919554883654e-05
Position 1249: 2.543701258259484e-05
Position 794: 2.194841944658625e-05
Position 1138: 2.122277722887022e-05
Position 526: 1.7921320956474773e-05
Position 455: 1.7836745385909303e-05
Position 922: 1.7049848378675307e-05
Position 320: 1.6756613304465197e-05
Position 371: 1.4767745408700633e-05
Position 918: 1.471730429341791e-05
Position 761: 1.3590456306229442e-05
Position 2049: 1.2081823630605992e-05
Position 1189: 1.136731778628196e-05
Position 113: 1.1227587199613914e-05
Position 986: 1.0218108549155803e-05
Position 575: 9.874102933244613e-06
Position 1452: 7.692934356957175e-06
Position 343: 7.080737000914746e-06
Position 903: 6.610508073234783e-06
Position 1739: 5.069033496628874e-06
Position 515: 4.681124973165398e-06
Position 583: 3.3244090439127506e-06
Position 605: 2.890925236357006e-06
Position 1572: 1.9910608139406728e-06
Position 458: 1.8624261085166302e-06
Position 89: 1.1350756381764775e-06
Position 1727: 8.39201016145718e-07
Position 1440: 6.241918399233826e-07
Position 1488: 5.350634537403218e-07
Position 104: 4.0996538876489464e-07
Position 473: 4.040134359320818e-07
Position 85: 3.569900393872668e-07
Position 518: 2.9689153940194983e-07
Position 373: 2.5014476361472025e-07
Position 123: 1.6973451456745094e-07
Position 868: 1.6589026768616386e-08
Position 475: 4.959357888368251e-11
Position 463: 4.1286633852406586e-11
Position 227: 2.4644196063538958e-11
Position 507: 2.0913100948980907e-11
