Gene = Pc
Position 858: 1.7198227465235066e-06
Position 1007: 1.7171785204320493e-06
Position 3690: 1.6497683164733988e-06
Position 416: 1.6449652329368292e-06
Position 3982: 1.5228218132588506e-06
Position 1019: 1.4305290462617461e-06
Position 872: 1.4135552794530281e-06
Position 182: 1.3744564850432691e-06
Position 3665: 1.3713187523574544e-06
Position 173: 1.3492531910119875e-06
Position 3962: 8.571852740148939e-07
Position 92: 8.518521619886051e-07
Position 3506: 6.777037691705045e-07
Position 2679: 4.4720540664480203e-07
Position 801: 4.037250253915439e-07
Position 223: 3.8881074332738283e-07
Position 136: 1.3728061983598964e-07
Position 1111: 8.731536818875069e-08
Position 2825: 1.0821938576592661e-08
Position 549: 5.731803666149959e-09
Position 567: 1.279407652890033e-09
Position 579: 1.1976112381268639e-09
Position 220: 2.8834043333419163e-11
Position 142: 7.196080317444145e-13
Position 122: 2.474260814758443e-13
Position 196: 6.377143756142364e-16
Position 132: 1.1033750094659357e-16
Position 228: 1.0939006259061026e-17
Position 233: 4.355887756002652e-21
