Gene = lama
Position 254: 0.004090360281325686
Position 2345: 0.0034733470408700048
Position 11181: 0.002728637967666735
Position 1152: 0.0026851828851558756
Position 1972: 0.0026257939784279658
Position 426: 0.002572242101190465
Position 10808: 0.0024239460981183834
Position 11211: 0.002382439630989547
Position 2383: 0.0023533769117384876
Position 1977: 0.002068343446211213
Position 12192: 0.0018665473396096708
Position 1193: 0.0017615555471270723
Position 858: 0.0016063746236158645
Position 4243: 0.0015711473228672958
Position 11613: 0.0015055617766766747
Position 289: 0.001415254942597665
Position 11063: 0.0013254110581831253
Position 928: 0.0012054336118752448
Position 12235: 0.0012035493310957126
Position 1360: 0.0011912992584272146
Position 991: 0.0011777499393502311
Position 1454: 0.0010888805224897374
Position 10805: 0.0010691210701772233
Position 1228: 0.0009226117175137541
Position 1895: 0.0007663833310185937
Position 4578: 0.0007380432373590206
Position 164: 0.0007064240734892148
Position 10484: 0.0007035731819331716
Position 351: 0.0006600749912191545
Position 10202: 0.0005886247153599166
Position 1755: 0.0005664861517172662
Position 2080: 0.0005535960792692246
Position 567: 0.0004942650427096464
Position 2380: 0.00048260090918459574
Position 893: 0.00046882382011516414
Position 11095: 0.0004651042305864656
Position 1490: 0.00044954255141045293
Position 10798: 0.0004011024425299408
Position 2031: 0.0003600586914086438
Position 1545: 0.00034576712858656845
Position 11413: 0.00031560944899136276
Position 667: 0.0002959837580131682
Position 11144: 0.00029051233052553244
Position 3118: 0.00027121938461638654
Position 11644: 0.00025726751670524016
Position 3113: 0.0001820870041217382
Position 1196: 0.00016692342617017543
Position 10387: 0.00016191965589822734
Position 11246: 0.00016151467327796512
Position 2918: 0.00014852901503685056
Position 12033: 0.00014813543305976112
Position 784: 0.00011071512210606204
Position 12278: 9.728642925653153e-05
Position 974: 9.583363077828861e-05
Position 10167: 9.356157864112272e-05
Position 855: 8.826195456347716e-05
Position 11324: 8.036851002136372e-05
Position 2448: 7.817080193417872e-05
Position 366: 6.353518163291149e-05
Position 296: 6.323969373879141e-05
Position 10988: 5.303447489679876e-05
Position 11072: 5.0908569169831106e-05
Position 389: 4.957043127254448e-05
Position 416: 4.548545736863907e-05
Position 10696: 4.342937723232553e-05
Position 340: 3.531127455891021e-05
Position 900: 3.429761852333734e-05
Position 172: 3.403824224154848e-05
Position 2179: 3.0177250436037477e-05
Position 1398: 2.867012409457387e-05
Position 1211: 2.5286067537019388e-05
Position 201: 2.391042440557446e-05
Position 741: 2.3038822133265754e-05
Position 9296: 2.2119861808057974e-05
Position 3066: 1.5333098804498695e-05
Position 1909: 1.2929924693606776e-05
Position 2288: 1.2782344055698505e-05
Position 324: 9.386201981872652e-06
Position 1313: 8.649025932236886e-06
Position 10598: 3.948679529784861e-06
Position 3097: 3.409098416652966e-06
Position 1549: 2.253642496698775e-06
Position 8629: 2.0260813743994124e-06
Position 1775: 2.0252200451950737e-06
Position 10463: 1.6322125505449418e-06
Position 1363: 1.3896628495861741e-06
Position 174: 1.0833217658686422e-06
Position 10421: 9.316482995776091e-07
Position 660: 8.602225377546476e-07
Position 10427: 6.109751448210162e-07
Position 10360: 5.66569477661797e-07
Position 1648: 4.828569689241089e-07
Position 10634: 2.0192266074736556e-07
Position 10349: 1.833935563239879e-07
Position 10367: 1.6431111801993735e-07
Position 10715: 9.204387722563419e-08
Position 2821: 6.574523023951054e-08
Position 10607: 3.951104376832441e-08
Position 2470: 3.766808873344843e-08
Position 303: 3.180389938758117e-08
Position 229: 2.5413855801407026e-08
Position 370: 2.4409404033722493e-08
Position 581: 1.1132082773843025e-08
Position 10619: 1.1080668423867665e-08
Position 10724: 1.021839803173159e-08
Position 10727: 8.011883173661337e-09
Position 10639: 7.986750697770782e-09
Position 10490: 7.664553691728863e-09
Position 10544: 1.590357215357178e-09
Position 223: 1.0889123435970025e-09
Position 235: 1.0216019729386507e-09
Position 195: 7.076869767374043e-10
Position 53: 4.8447651073042645e-11
Position 208: 1.6848531981431447e-11
Position 77: 6.136886722081692e-12
Position 109: 3.665551301014062e-12
Position 373: 3.1650548561675714e-12
Position 57: 1.653032389766592e-12
Position 105: 1.3547440701782752e-12
Position 87: 8.644330424902593e-13
Position 94: 2.3371747818383374e-15
