Gene = trc
Position 255: 2.608016968009645e-05
Position 3090: 2.182169571425474e-05
Position 1259: 2.1202193395366312e-05
Position 2686: 2.0352318508787186e-05
Position 613: 1.9454395658609968e-05
Position 406: 1.924152141119136e-05
Position 2015: 1.828311076711062e-05
Position 2234: 1.758871649161509e-05
Position 2452: 1.4791840574315893e-05
Position 751: 1.2728248498562814e-05
Position 2093: 1.262055107198248e-05
Position 1968: 1.0580905152617047e-05
Position 610: 1.0232533624656532e-05
Position 261: 1.0076644116502014e-05
Position 222: 8.028777337271142e-06
Position 530: 6.848222627488828e-06
Position 607: 6.0244252769308825e-06
Position 192: 5.13496302758273e-06
Position 794: 5.0060158374634665e-06
Position 1270: 4.162071631060282e-06
Position 334: 3.6661773155372507e-06
Position 997: 3.3640848852170465e-06
Position 376: 3.274454272700521e-06
Position 318: 3.1225331434220424e-06
Position 349: 2.616568474886009e-06
Position 442: 2.462655218502145e-06
Position 769: 2.446334153383696e-06
Position 463: 2.178139238980197e-06
Position 2051: 2.0676976591070525e-06
Position 503: 1.4207995595159468e-06
Position 439: 1.37683594059944e-06
Position 1628: 1.173433476477161e-06
Position 295: 1.1710794874282303e-06
Position 1868: 1.0910737330987798e-06
Position 225: 7.828259003604012e-07
Position 2072: 6.688017663606877e-07
Position 436: 6.578383988849336e-07
Position 687: 4.6066050713158115e-07
Position 427: 3.8614073003796623e-07
Position 676: 3.5249833236134727e-07
Position 280: 3.393884213164438e-07
Position 694: 3.225731961805829e-07
Position 484: 2.3228424541471208e-07
Position 167: 2.2033329146768102e-07
Position 664: 2.1730656804778057e-07
Position 412: 1.0930927760965129e-07
Position 418: 1.0883437032966435e-07
Position 382: 1.0514487981990006e-07
Position 1359: 8.892455063534141e-08
Position 2098: 2.8975499830624572e-08
Position 779: 2.5202986754634603e-08
Position 1385: 1.4940876844433236e-08
Position 1619: 4.013623621948127e-09
Position 1370: 2.0808465434706056e-09
Position 184: 3.068139764750454e-10
Position 232: 2.9325201519471695e-10
Position 370: 2.5247161479069716e-10
Position 219: 8.303337848488718e-12
Position 155: 3.923840071106975e-12
Position 307: 1.1217330585922787e-12
Position 289: 9.847487816311783e-13
