Gene = RhoGDI
Position 325: 3.2498965134560217e-06
Position 82: 3.085172376759702e-06
Position 2612: 2.697174656412348e-06
Position 170: 1.4277305671222528e-06
Position 210: 9.268761392727723e-07
Position 68: 7.196388076269607e-07
Position 844: 5.883492246874348e-07
Position 901: 4.3411094854197574e-07
Position 381: 2.079237632954994e-07
Position 72: 1.363200650237987e-07
Position 3183: 6.794323141531308e-08
