Gene = CarT
Position 884: 4.286336925675821e-06
Position 441: 3.4521636954703424e-06
Position 519: 1.9894960388195543e-06
Position 80: 1.709919682321439e-07
Position 496: 5.6483727356115865e-08
Position 410: 2.6190506081361982e-08
Position 110: 1.4996785141914573e-08
Position 435: 5.105748401158175e-09
Position 98: 6.507964339987352e-10
Position 137: 2.8383489049700106e-12
