Gene = l(2)34Fd
Position 305: 1.3963599398433527e-06
Position 476: 1.2357877205889848e-06
Position 327: 1.0559412692579366e-06
Position 50: 1.0469794209062922e-06
Position 197: 8.65053438293722e-07
Position 254: 7.435573815930382e-07
Position 11: 3.0861320983213555e-07
Position 56: 2.888882448687791e-07
Position 211: 1.293943732203189e-07
Position 235: 5.35716545660812e-08
Position 9: 3.28638497065664e-08
Position 478: 3.241216604834187e-08
Position 1354: 8.400775110268767e-09
Position 1186: 4.767199612182518e-09
Position 1666: 3.2232793919695344e-09
Position 1489: 2.6719475850609772e-09
Position 642: 2.55077264581245e-09
Position 637: 2.284497033965933e-09
Position 1291: 2.194891825352822e-09
Position 1125: 1.6106339845617727e-09
Position 500: 1.4322628481543353e-09
Position 1279: 9.379778689256085e-10
Position 1052: 7.863577119903349e-10
Position 844: 5.744908139184822e-10
Position 1282: 4.602395233685304e-10
Position 855: 3.4322889012259637e-10
Position 1016: 2.811706584123021e-10
Position 1649: 2.7229770261981027e-10
Position 1746: 2.0333865218243113e-10
Position 174: 4.369581368161167e-11
Position 699: 2.1385567828151797e-11
Position 1492: 6.564203960763965e-12
Position 78: 2.82385759197753e-12
Position 1207: 7.104770370169728e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9961301662962377
Position 666: 0.9817584282954455
Position 211: 0.9415250943018049
Position 847: 0.025113037827394324
Position 1649: 0.021091435640265086
Position 728: 0.008494481075146922
Position 1038: 0.006072307381802011
Position 690: 0.0025232232365540804
Position 2280: 0.0019994293306401334
Position 456: 0.0019883467908081384
Position 1617: 0.0017951636121879204
Position 340: 0.0010596746406427633
Position 254: 0.0008332304905920623
Position 1174: 0.0008253875557318498
Position 1466: 0.0007934206831394922
Position 2208: 0.0005811664230132474
Position 241: 0.0005544487144970505
Position 271: 0.0005408628919967311
Position 1791: 0.0005318952868461339
Position 1052: 0.00049362522340195
Position 1014: 0.0004501320686075349
Position 2084: 0.0003375896054799029
Position 1525: 0.00028615906549933715
Position 286: 0.0002826062500897346
Position 1225: 0.0002515340145629393
Position 468: 0.00019604486695988475
Position 1308: 0.00017141195964434874
Position 534: 0.00015809203329609215
Position 2164: 0.00015146583927832488
Position 1659: 0.0001488944200082091
Position 748: 0.00012957313503412902
Position 2304: 0.00012872434918790777
Position 969: 0.0001286722079454591
Position 757: 0.00011728330228293089
Position 699: 0.0001163710040508832
Position 775: 0.00011400166576441827
Position 415: 9.658037615924031e-05
Position 1594: 9.258252079691875e-05
Position 1485: 8.767947382998549e-05
Position 1179: 7.51923890027788e-05
Position 1746: 7.123532177644766e-05
Position 315: 6.769519255420324e-05
Position 1905: 6.7492374720252e-05
Position 822: 6.240458446128196e-05
Position 799: 5.486156529664266e-05
Position 433: 5.265584009554498e-05
Position 1726: 4.48174733133092e-05
Position 2004: 4.038202287649555e-05
Position 1361: 3.951577018021505e-05
Position 1480: 3.8761534415155104e-05
Position 2091: 3.868792614580207e-05
Position 1318: 3.70968208100231e-05
Position 1734: 2.8810276680813497e-05
Position 654: 2.7284170095548047e-05
Position 103: 2.7025838186622787e-05
Position 2301: 2.501566318681475e-05
Position 117: 2.2421860288548187e-05
Position 1530: 1.9842303959187753e-05
Position 987: 1.8606570584744516e-05
Position 2310: 1.761290727862365e-05
Position 870: 1.6834283103377372e-05
Position 472: 1.6314127980248005e-05
Position 379: 1.4880695961509925e-05
Position 802: 1.3186239495944566e-05
Position 1374: 1.3030878435507527e-05
Position 1633: 1.2918075742366259e-05
Position 1584: 1.2830285987596137e-05
Position 232: 1.2488308098213705e-05
Position 922: 1.2477179250213178e-05
Position 1673: 1.1949819870879585e-05
Position 1992: 1.1206121943650689e-05
Position 1797: 9.974850574826955e-06
Position 2331: 8.874090269799692e-06
Position 185: 6.948966238066127e-06
Position 855: 6.6923444389833535e-06
Position 1603: 6.617015571617785e-06
Position 1967: 6.605104870421343e-06
Position 2293: 6.4471681984764585e-06
Position 1860: 5.978133109371184e-06
Position 2328: 5.784067602218647e-06
Position 367: 5.006959382410712e-06
Position 505: 4.527563897699178e-06
Position 1089: 4.266782390429496e-06
Position 1923: 3.583877275253149e-06
Position 87: 3.4635136801067728e-06
Position 2316: 3.377261675459048e-06
Position 790: 3.313391207244834e-06
Position 1809: 3.2937009468748844e-06
Position 1656: 3.2935344631095735e-06
Position 2307: 3.2410955393026332e-06
Position 568: 2.7107454076603314e-06
Position 1806: 2.255095220873049e-06
Position 1698: 1.6880568433953632e-06
Position 277: 1.3152749518558834e-06
Position 759: 1.1484143398371552e-06
Position 540: 1.091597222781883e-06
Position 448: 1.017671524676481e-06
Position 267: 8.845179365553968e-07
Position 642: 7.104772587591044e-07
Position 582: 4.0720219036803274e-07
Position 577: 3.6890867437470704e-07
Position 151: 2.1513345548581035e-07
Position 182: 2.069884019967477e-07
Position 197: 1.6831949038120772e-07
Position 388: 1.6446882620988753e-07
Position 327: 1.4284085815610461e-07
Position 141: 1.2202603762068736e-07
Position 161: 1.029393002583128e-07
Position 69: 2.1284765359403044e-08
Position 612: 2.036437297140927e-08
Position 1489: 9.831813057233429e-09
Position 131: 3.713467225881903e-10
Position 165: 2.3927337777202838e-17
Position 158: 7.005899878354367e-18
