Gene = Reph
Position 220: 5.076353561110724e-07
Position 3935: 4.1545382687147126e-07
Position 210: 3.849464289377307e-07
Position 479: 3.4026815746552836e-07
Position 467: 3.3431855476227686e-07
Position 273: 2.968238642538954e-07
Position 4013: 2.69618813298661e-07
Position 4204: 2.3148992682596497e-07
Position 550: 1.880097185835945e-07
Position 190: 1.6031932330931378e-07
Position 4137: 1.058133185777575e-07
Position 3760: 4.9426505272819314e-08
Position 4768: 9.499220723753218e-09
Position 4880: 9.227770182887975e-09
Position 605: 5.1722365627756044e-09
Position 3852: 1.1916733648071905e-09
Position 114: 6.016558144946523e-11
Position 266: 5.22581965871577e-12
Position 255: 4.406093316571101e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3423: 0.9897547030635716
Position 3979: 0.9574134782761679
Position 5043: 0.8765400347440774
Position 3587: 0.8649632744808822
Position 704: 0.37321323488291974
Position 1977: 0.3384906334087665
Position 3637: 0.08098660852758413
Position 1198: 0.057692665634964675
Position 4386: 0.036692075107381
Position 1247: 0.03550389046894641
Position 285: 0.024805616674361684
Position 3611: 0.023566574297739014
Position 5664: 0.014530566331498667
Position 4146: 0.014467055590952519
Position 3634: 0.012450080870465209
Position 758: 0.00962644695592193
Position 4547: 0.008332527107579259
Position 5049: 0.007728386716144126
Position 1955: 0.007676437592143853
Position 5870: 0.007179671593775741
Position 3391: 0.006809125054333243
Position 3673: 0.005598387392675991
Position 2758: 0.005402516459405983
Position 2683: 0.005267213360980026
Position 1050: 0.004988672703448894
Position 1036: 0.004883713008488095
Position 1748: 0.004685400551782184
Position 5839: 0.0045526112744368056
Position 4892: 0.00439163667365626
Position 4482: 0.004339824286188568
Position 6069: 0.003033918622403362
Position 3678: 0.0030112515014408697
Position 2881: 0.0026178657506339235
Position 5878: 0.002142479151388908
Position 3721: 0.002133448481927243
Position 4701: 0.0020458529663791936
Position 4821: 0.0019648519350926896
Position 2094: 0.0019370218720923084
Position 4763: 0.0017396486023829715
Position 6402: 0.0017279090037695512
Position 4824: 0.0015401748608581218
Position 862: 0.001538704306537654
Position 240: 0.0013429349830352464
Position 2462: 0.0013022891808298761
Position 4664: 0.001172393561310763
Position 1264: 0.000993727130419199
Position 789: 0.000938868130298584
Position 4562: 0.0009231835428109337
Position 5977: 0.0007789434334579534
Position 576: 0.0007648905594871631
Position 1070: 0.000708521781355171
Position 128: 0.0006960546954525475
Position 1087: 0.0006448949014039863
Position 5541: 0.0005955038482698827
Position 4514: 0.0004939444248528086
Position 492: 0.0004910367236567614
Position 6133: 0.0004468364755473435
Position 433: 0.0004099400745072878
Position 613: 0.0004097300768687436
Position 5972: 0.0003474671169544797
Position 5513: 0.0003277606144116359
Position 3858: 0.00031081997586678944
Position 4506: 0.0002766499127423611
Position 1058: 0.0002607168415942403
Position 371: 0.0002495217651699142
Position 807: 0.00024746197047067835
Position 5672: 0.0002432760411018021
Position 1356: 0.00022304997060400053
Position 538: 0.0002140840148043175
Position 5453: 0.00021125275398212382
Position 6277: 0.00019652539553644007
Position 293: 0.00019541503098163487
Position 5376: 0.00017279958405572052
Position 839: 0.00014909794575840445
Position 579: 0.00013725950643649418
Position 346: 0.00013203204169270582
Position 563: 0.0001100718685399645
Position 5146: 0.00010710306697077639
Position 146: 9.553324308652279e-05
Position 4915: 9.484371548619771e-05
Position 4909: 9.376611437146881e-05
Position 359: 9.374985196826638e-05
Position 266: 8.606633935701258e-05
Position 5421: 8.597219981180523e-05
Position 526: 8.55727544871886e-05
Position 1110: 6.69804504696453e-05
Position 4633: 6.58682076211248e-05
Position 4229: 6.416542151521938e-05
Position 4360: 5.71052437475463e-05
Position 588: 5.339747390009372e-05
Position 299: 2.477105856216941e-05
Position 911: 2.0290804858661398e-05
Position 377: 1.8258368071298138e-05
Position 379: 1.2544966224936228e-05
Position 251: 1.2090152480431696e-05
Position 5396: 7.92298380415915e-06
Position 5399: 7.7792155490142e-06
Position 3903: 5.739392968708069e-06
Position 373: 4.951326061090734e-06
Position 475: 3.866575487832443e-06
Position 550: 3.7393479767174787e-06
Position 500: 2.9371560106612273e-06
Position 4494: 2.52299425020581e-06
Position 253: 2.190728306181937e-06
Position 4062: 1.745616352308909e-06
Position 450: 1.3964505627592197e-06
Position 4354: 1.2041940634632133e-06
Position 273: 9.380534636234762e-07
Position 4398: 3.156510824672778e-07
Position 383: 2.607045064541081e-07
Position 649: 5.732680442147888e-08
Position 4051: 1.0401031145479643e-09
