Gene = RhoGAP71E
Position 15224: 6.722354948470003e-05
Position 11762: 6.58564804214093e-05
Position 339: 6.0989573558169615e-05
Position 12440: 5.873341110157039e-05
Position 12301: 5.864230223968707e-05
Position 12048: 4.867469222720699e-05
Position 2844: 4.864363148037075e-05
Position 423: 4.710973619224191e-05
Position 971: 4.3085372367370653e-05
Position 11751: 4.1715642751089626e-05
Position 12016: 3.512321235005767e-05
Position 37: 1.9060823003015354e-05
Position 11947: 1.828225088655937e-05
Position 524: 1.8155467267222587e-05
Position 342: 1.6669381774448856e-05
Position 13710: 1.6270086814029183e-05
Position 12588: 1.561452291809134e-05
Position 13747: 1.4146813778785484e-05
Position 12308: 1.2689766701077648e-05
Position 1362: 1.0810096906362588e-05
Position 1000: 1.0796229772173711e-05
Position 12705: 9.068057148321232e-06
Position 11982: 8.312249832329847e-06
Position 12453: 7.794068308392053e-06
Position 12242: 6.952700091512233e-06
Position 1524: 6.722152293366813e-06
Position 5158: 4.453860861309028e-06
Position 289: 4.286220353887956e-06
Position 2620: 4.282912290125667e-06
Position 196: 3.5189079709871515e-06
Position 12037: 2.872028054108825e-06
Position 12493: 2.7784843426847744e-06
Position 11743: 2.7101615615401585e-06
Position 124: 2.5356649668848715e-06
Position 13899: 2.029073222850313e-06
Position 12171: 1.8861271510118906e-06
Position 1440: 1.696165047919574e-06
Position 11915: 1.4935994809579714e-06
Position 1263: 1.0592904886108344e-06
Position 11902: 9.989370663279494e-07
Position 13393: 9.433541193784045e-07
Position 11710: 9.287025727362083e-07
Position 11863: 5.676535479984793e-07
Position 1029: 5.276831991233019e-07
Position 13692: 3.6828823289419327e-07
Position 13256: 3.3078261859512585e-07
Position 1894: 2.6239509255990953e-07
Position 12159: 2.594192470277748e-07
Position 12082: 1.9168274667581534e-07
Position 12051: 4.431610031817568e-08
Position 26: 4.369606898209143e-08
Position 159: 1.4379611254358888e-08
Position 12424: 1.3669678886775772e-08
Position 245: 1.1949372367154045e-08
Position 12573: 1.6800017455608975e-09
Position 12617: 6.213300973274708e-10
Position 678: 5.370945922340225e-10
Position 13722: 2.3189544749843203e-10
Position 13179: 1.9801895066214196e-10
Position 13643: 1.9078963351156495e-10
Position 1254: 1.552055869752235e-10
Position 891: 6.144257093505919e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11555: 0.9983293911776695
Position 11827: 0.9976874474801187
Position 12372: 0.8991158351844588
Position 19383: 0.4179963624501303
Position 18754: 0.16522501671158987
Position 519: 0.16124538165374408
Position 12606: 0.10614395449957158
Position 20134: 0.10261833554227083
Position 17798: 0.08567704027693837
Position 12774: 0.08225038875492685
Position 966: 0.08048293805856734
Position 1694: 0.06189367797989339
Position 12198: 0.04020472678967145
Position 10085: 0.028253536882918838
Position 18731: 0.027629030405167954
Position 17823: 0.022585815230006856
Position 15320: 0.02223133938486338
Position 19314: 0.01900312166075981
Position 15141: 0.01587986785629148
Position 6082: 0.015579470146320627
Position 498: 0.01437079574033873
Position 19142: 0.014199636416586114
Position 19447: 0.012553519733720746
Position 19521: 0.011945775186154313
Position 476: 0.011273346727728992
Position 17587: 0.011266864203251032
Position 19230: 0.010038382545345307
Position 933: 0.008900662983386626
Position 12680: 0.0077657677614394295
Position 462: 0.007617056358533768
Position 17940: 0.007486618808325132
Position 19715: 0.007403557544319742
Position 18595: 0.0068493885984875335
Position 13163: 0.006782082939104149
Position 798: 0.006706252472408877
Position 19034: 0.006699425175860679
Position 16196: 0.006626441639206018
Position 18571: 0.006599309902419956
Position 4418: 0.00627621188444466
Position 13804: 0.0058872795767636946
Position 124: 0.005324981267443801
Position 12296: 0.00499963605412212
Position 18707: 0.0047018689222361205
Position 648: 0.004290786236182675
Position 15144: 0.004166562744375272
Position 1016: 0.00403074265258312
Position 16532: 0.0037420344565664326
Position 6350: 0.003604344722656962
Position 8407: 0.0035484335379534463
Position 12301: 0.0034141590147973343
Position 7805: 0.003277636997587649
Position 17053: 0.003047877013754673
Position 12125: 0.002889562840672366
Position 695: 0.002500318981409345
Position 6380: 0.0023421451796202812
Position 13166: 0.002298895838013329
Position 11848: 0.001971239712393804
Position 12817: 0.001952029047736794
Position 18786: 0.0018263109103281534
Position 12239: 0.0018167806387029868
Position 6595: 0.0015738030837832932
Position 13127: 0.0015016953806817194
Position 15440: 0.0014803558961734976
Position 888: 0.0014743346298337133
Position 18498: 0.0014284670794331804
Position 3396: 0.0014127734206679536
Position 543: 0.0012697276816920995
Position 16976: 0.0012669450709495921
Position 1067: 0.0012350437575001012
Position 3314: 0.0009880549636239206
Position 12254: 0.0009327758498683045
Position 524: 0.0009221728342015894
Position 14044: 0.0008553086495656319
Position 13265: 0.0008504145825504481
Position 6428: 0.0008153171771960481
Position 3096: 0.0008071699519475608
Position 12637: 0.000801060917005842
Position 16653: 0.0007998103426252587
Position 14416: 0.0007537637494127196
Position 11477: 0.000737411489746814
Position 5318: 0.0007103357897647606
Position 1673: 0.0006803304256887586
Position 11586: 0.0006751118532233304
Position 601: 0.0006289087322838279
Position 17883: 0.0006035959473719413
Position 1360: 0.0006029904218507265
Position 635: 0.00059725531217118
Position 17261: 0.0005951277306506631
Position 4941: 0.0005776507889884302
Position 2918: 0.0005273842471701324
Position 15975: 0.000495193154011865
Position 822: 0.00043182532122223224
Position 3084: 0.00042448274805712504
Position 12314: 0.00041194359253656496
Position 6286: 0.0003993109679914207
Position 1564: 0.00037322699004823376
Position 1942: 0.00035678672934543945
Position 1267: 0.0003541930503012648
Position 2830: 0.000351471366382044
Position 2681: 0.0003437399138868757
Position 13433: 0.00034122139693490384
Position 6875: 0.00032665920216604907
Position 12104: 0.0003182648994360165
Position 6046: 0.0003060812681003863
Position 13097: 0.00029655350771380786
Position 17164: 0.0002774931974118052
Position 13124: 0.00027273276170677294
Position 13525: 0.0002653498784351084
Position 11839: 0.0002307980023835648
Position 652: 0.0002300042779408547
Position 13480: 0.0002135826510742328
Position 12782: 0.00021202028497027475
Position 15753: 0.00020298052650096312
Position 15331: 0.0001884009223201308
Position 15328: 0.00017059778594715597
Position 16096: 0.0001656675348640848
Position 1311: 0.0001611876717077886
Position 13739: 0.00016015577968576358
Position 14086: 0.00015858916797326114
Position 12202: 0.00015486919587425925
Position 2764: 0.00015119706402088432
Position 2472: 0.00014938158292851663
Position 716: 0.00014667699241186676
Position 13169: 0.00014085584481556942
Position 10816: 0.00013656356962932833
Position 13483: 0.00010591761318176494
Position 15651: 9.454203558133598e-05
Position 703: 9.156335144084331e-05
Position 763: 9.114256212502208e-05
Position 12478: 8.705379352532769e-05
Position 14249: 8.206971133594589e-05
Position 12903: 7.296155218793566e-05
Position 15475: 6.281580921599642e-05
Position 14184: 6.182516530822743e-05
Position 14793: 6.13699675258573e-05
Position 11921: 5.8923968901533384e-05
Position 14526: 4.5702895167453364e-05
Position 13784: 4.1462112022159795e-05
Position 12171: 2.804728170618626e-05
Position 189: 2.5773702371245778e-05
Position 176: 2.4129059787834062e-05
Position 11863: 1.6316250344095457e-05
Position 12109: 1.4023051111894645e-05
Position 12702: 1.345299975714629e-05
Position 1483: 1.056074263563956e-05
Position 12398: 9.772521028911597e-06
Position 9407: 9.764212946269281e-06
Position 14274: 9.66352389801879e-06
Position 14426: 9.628748984656185e-06
Position 2813: 9.60543374040485e-06
Position 142: 8.570536846738289e-06
Position 2775: 8.173037892185301e-06
Position 13718: 7.786304715181208e-06
Position 2195: 7.77767306240594e-06
Position 12129: 7.739663852088145e-06
Position 2936: 5.876903130299138e-06
Position 206: 5.672766739956394e-06
Position 12785: 4.9682363048168215e-06
Position 12579: 4.797948388393499e-06
Position 1777: 4.711270920509132e-06
Position 12395: 4.709267288865142e-06
Position 13746: 4.687678541104372e-06
Position 11935: 4.15553963915295e-06
Position 1233: 3.9943052146113245e-06
Position 13294: 3.720660920367724e-06
Position 260: 3.704031541972436e-06
Position 1910: 3.4785137630557465e-06
Position 12389: 3.3252328859853175e-06
Position 12649: 3.089037377663587e-06
Position 1393: 3.059263337407585e-06
Position 4385: 2.679025195403258e-06
Position 4472: 2.0919065331674806e-06
Position 5081: 2.068406886139045e-06
Position 12699: 1.771538610005236e-06
Position 13277: 1.6757723456097323e-06
Position 13139: 1.6639836815792624e-06
Position 1041: 1.6335819327471254e-06
Position 362: 1.595543823295778e-06
Position 12841: 1.5805268266220132e-06
Position 2277: 1.4471484700495908e-06
Position 265: 1.4340603021396066e-06
Position 2856: 1.4248797066269649e-06
Position 1111: 1.1965234871505106e-06
Position 289: 1.1697337830418244e-06
Position 1316: 1.1400599859483314e-06
Position 210: 1.1304267838726191e-06
Position 336: 1.0156316743590712e-06
Position 656: 8.385399208972699e-07
Position 12410: 8.260937766020183e-07
Position 945: 8.119972997148611e-07
Position 948: 7.747389185719177e-07
Position 567: 6.78210694992427e-07
Position 4828: 6.481387561123205e-07
Position 257: 6.369804771133946e-07
Position 891: 6.212294115819328e-07
Position 1029: 5.553080321903001e-07
Position 12823: 5.183891759905921e-07
Position 13250: 5.079117295975172e-07
Position 12959: 5.044934622383477e-07
Position 11941: 4.943084462071864e-07
Position 273: 4.831381862604818e-07
Position 1274: 4.5984136337443037e-07
Position 1720: 4.294621707458824e-07
Position 215: 3.5940361849940464e-07
Position 333: 3.338727326864559e-07
Position 13025: 3.033598070074911e-07
Position 2062: 1.6587143302539802e-07
Position 226: 1.616236775478322e-07
Position 12468: 1.5770233890698303e-07
Position 376: 1.2979467345139755e-07
Position 11989: 8.691771806182474e-08
Position 339: 7.727523806495825e-08
Position 11965: 6.623398599662695e-08
Position 235: 3.4948009812951626e-08
Position 312: 2.8151747792662966e-08
Position 309: 2.6619649116002105e-08
Position 297: 1.7237399951977453e-08
Position 13073: 6.932761376043318e-09
Position 232: 3.6184352596013003e-09
Position 12034: 2.822872809630362e-09
Position 12051: 1.579701828597795e-09
Position 281: 1.320100695844269e-09
Position 11902: 1.3010865079044567e-09
Position 12016: 7.82552192016337e-10
Position 242: 7.574233227452459e-10
Position 317: 5.812837959404057e-10
Position 301: 3.6249266941685794e-10
Position 82: 1.7741528351289682e-10
Position 314: 2.254036483431748e-11
Position 420: 6.6451439053085494e-12
