Gene = ringer
Position 3563: 0.0058302588249745735
Position 261: 0.005631707831365182
Position 1727: 0.0055885631570004105
Position 4349: 0.0054271915676510595
Position 2915: 0.005107045625086072
Position 2749: 0.004232704851268231
Position 4406: 0.003634213195881977
Position 2810: 0.002853695313079178
Position 1951: 0.0028370602776964368
Position 690: 0.002579612091807269
Position 284: 0.0025451818107616823
Position 264: 0.002512327038678126
Position 878: 0.0022551007130506995
Position 1588: 0.00220106153053996
Position 497: 0.0021853105303214593
Position 1633: 0.001971231989007743
Position 661: 0.001270167287395706
Position 1942: 0.001007982163052354
Position 4609: 0.0009700307120921489
Position 4579: 0.0007847363755575089
Position 620: 0.0006351216916996727
Position 3659: 0.0006147825998083976
Position 1089: 0.0004417763172568824
Position 378: 0.00043406652148952717
Position 1482: 0.0004168426182734141
Position 3341: 0.00037670996385538724
Position 216: 0.00035987524558435136
Position 279: 0.0003387741571523399
Position 458: 0.00031656891827718035
Position 1235: 0.0003036002025460213
Position 4470: 0.0002747468767779865
Position 4243: 0.00025449362012810274
Position 3962: 0.0002415396355771593
Position 1437: 0.0002370354922811072
Position 3998: 0.0002011608777608338
Position 4542: 0.00018648974390461073
Position 101: 0.00018515003442800054
Position 1288: 0.000183167611048446
Position 232: 0.0001572327571521547
Position 4549: 0.00015311995055197498
Position 584: 0.00014232019154652154
Position 1035: 0.00013131383727091344
Position 2017: 0.00010148865298649805
Position 1487: 8.055903653043628e-05
Position 3069: 6.451405522508343e-05
Position 1073: 6.0454409519426414e-05
Position 1132: 5.1238504813595825e-05
Position 163: 4.842228542200897e-05
Position 1406: 4.307397461085919e-05
Position 258: 3.373993163859009e-05
Position 281: 3.307879841510043e-05
Position 571: 3.0490077872207026e-05
Position 533: 2.092138602150794e-05
Position 366: 1.891713270582779e-05
Position 2027: 1.7834261727857634e-05
Position 449: 1.4268275684994213e-05
Position 504: 1.3496260035562967e-05
Position 3863: 7.300827183684996e-06
Position 3965: 4.558282571872262e-06
Position 522: 4.184850572707874e-06
Position 4076: 2.7753131236064898e-06
Position 3951: 2.274763147211248e-06
Position 60: 2.0627141555757956e-06
Position 794: 1.1984727731444988e-06
Position 134: 1.056884360736334e-06
Position 3850: 6.115090882879166e-07
Position 4070: 3.5030034989535565e-07
Position 1608: 2.0677998826336233e-07
Position 3948: 1.5012697934976572e-07
Position 4150: 8.050092586552687e-08
Position 1599: 6.25470614223187e-08
Position 4126: 6.116588068211555e-08
Position 46: 1.8943584271347147e-08
Position 227: 4.5584490739644146e-11
Position 150: 1.9854524038067998e-11
Position 338: 6.145827183859797e-12
