Gene = Cip4
Position 13285: 3.538274257624659e-05
Position 110: 3.4919468677236874e-05
Position 306: 3.468687742010399e-05
Position 72: 2.8792744466075522e-05
Position 150: 2.7520166888391487e-05
Position 11701: 2.5155863092468262e-05
Position 36751: 2.4670514154235957e-05
Position 113: 2.098017435914391e-05
Position 39826: 1.6201209152649924e-05
Position 2288: 1.5718130910664864e-05
Position 40301: 1.177169653241171e-05
Position 4666: 1.1331746347897104e-05
Position 10738: 1.0994566509979391e-05
Position 4537: 1.0899182976185946e-05
Position 8136: 1.0696338357643225e-05
Position 138: 1.0397767243010194e-05
Position 3732: 9.45108470690701e-06
Position 1573: 9.273133597865514e-06
Position 5852: 9.124305205069811e-06
Position 2318: 7.566933179302808e-06
Position 39785: 6.814552342620873e-06
Position 37086: 6.53570220672103e-06
Position 39200: 6.385165898321978e-06
Position 36778: 5.890569761744629e-06
Position 899: 4.844209561850074e-06
Position 1973: 4.21066147239224e-06
Position 18: 3.985696652406247e-06
Position 4241: 3.897465247735402e-06
Position 11443: 3.8189888525581574e-06
Position 3178: 3.5198041307015344e-06
Position 10: 3.016676583497276e-06
Position 13386: 2.627819442912982e-06
Position 2768: 2.3355842518100984e-06
Position 4237: 2.2726505819306898e-06
Position 4271: 2.036313849996294e-06
Position 127: 2.026667888999907e-06
Position 2154: 1.8501331917144406e-06
Position 152: 1.8469389478778971e-06
Position 2516: 1.8089380705747976e-06
Position 8458: 1.78068551322794e-06
Position 843: 1.6807956243242644e-06
Position 903: 1.547008517139779e-06
Position 36691: 1.514766458887782e-06
Position 8797: 1.242261366025547e-06
Position 384: 1.0666178205831484e-06
Position 922: 9.354472389520025e-07
Position 40162: 9.066772431955466e-07
Position 420: 8.914965668861136e-07
Position 36766: 8.605341961961836e-07
Position 1410: 8.552041301416012e-07
Position 36588: 5.371586834034718e-07
Position 8894: 5.249397729790193e-07
Position 1189: 5.199504718751576e-07
Position 5674: 5.016059556432166e-07
Position 36744: 4.92846765195334e-07
Position 40007: 4.023618487929925e-07
Position 39767: 4.0188651515020156e-07
Position 36828: 3.8819787377130906e-07
Position 36771: 3.798889172658877e-07
Position 36943: 2.9360541412391127e-07
Position 3722: 2.3645854681310653e-07
Position 37002: 1.658900022467073e-07
Position 37240: 1.4269419587260216e-07
Position 37227: 1.2973182579348002e-07
Position 36731: 9.021294669847583e-08
Position 37063: 7.732667334111787e-08
Position 37175: 1.7502873399635317e-08
Position 3641: 1.1689896729809924e-08
Position 2158: 1.0571032470417271e-08
Position 1056: 4.138827440205118e-09
Position 1147: 1.7668313819471016e-09
Position 36225: 1.647567776409054e-09
Position 1121: 4.709090329952442e-10
Position 1171: 3.880686680816807e-10
Position 1124: 1.6527901611083245e-10
Position 1197: 1.5580626756819858e-10
Position 39535: 1.0765869025907156e-10
Position 1180: 4.9859881605453465e-11
Position 1080: 2.2722351792044927e-11
Position 36980: 1.1666843891603104e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 36931: 0.9999360189533681
Position 36184: 0.9981927526849447
Position 39881: 0.9916598620695831
Position 36399: 0.9903286469865639
Position 25919: 0.9901211390097313
Position 27782: 0.9806660286808229
Position 39105: 0.9803470618064258
Position 28659: 0.5733295076851654
Position 27972: 0.4018430688703607
Position 38676: 0.3364187314847329
Position 28957: 0.296120205465977
Position 39654: 0.2711525337809102
Position 38691: 0.2680888371839142
Position 716: 0.16426275419670608
Position 39520: 0.1593976636769836
Position 37511: 0.1472171016907057
Position 12915: 0.12402517346472991
Position 15863: 0.09890261994428971
Position 37181: 0.08847374537249467
Position 39538: 0.08674031557660225
Position 28029: 0.08286503594635024
Position 34263: 0.07992917139478796
Position 39651: 0.07880983274621634
Position 38594: 0.06487566945545802
Position 37171: 0.06235227763136977
Position 37950: 0.057676378978877674
Position 38074: 0.057507665149416694
Position 38017: 0.05664513194350744
Position 37522: 0.05026373860199459
Position 39704: 0.04922352126965461
Position 37368: 0.043689005280947095
Position 37623: 0.04168394003137077
Position 40350: 0.04135899650937232
Position 40652: 0.030854327806121358
Position 41040: 0.030276021938415477
Position 38312: 0.028438975395784046
Position 37945: 0.02600381622024308
Position 39325: 0.023782442858319697
Position 38043: 0.022604896866396326
Position 37218: 0.020192762397327625
Position 37663: 0.0194255436275094
Position 37262: 0.018353319023236468
Position 41465: 0.01764739300807115
Position 420: 0.01710013528531979
Position 39120: 0.016313443953466924
Position 28051: 0.010329297534122222
Position 38406: 0.009566796637870701
Position 36708: 0.009390098869697284
Position 26190: 0.00917600900091772
Position 34932: 0.008143482005889805
Position 38556: 0.006135405965141096
Position 37291: 0.005684110770327858
Position 37857: 0.005640914135300426
Position 15825: 0.005556517883931346
Position 40523: 0.004431988834611763
Position 39888: 0.0043680737209604355
Position 538: 0.004336199638732009
Position 40457: 0.004321417584098743
Position 36410: 0.0030994774763634836
Position 28467: 0.0030726380600527015
Position 28790: 0.0030572354046773413
Position 41284: 0.0025477550205675317
Position 36447: 0.0024667312979187884
Position 29210: 0.0022995037357574966
Position 974: 0.0022093765782149367
Position 36429: 0.002091371489518944
Position 38184: 0.0020575065272524138
Position 40370: 0.0020353563496483336
Position 39442: 0.0018001023464693188
Position 37227: 0.0015395665890646085
Position 40628: 0.0015389437693314667
Position 37960: 0.001411413093694778
Position 40319: 0.0013995516863494258
Position 28343: 0.001329685565533625
Position 35824: 0.0012193086730099584
Position 39710: 0.0011508111765052152
Position 37482: 0.0011445941383546733
Position 36432: 0.001069227689889594
Position 24435: 0.0009712369504959763
Position 26368: 0.0009548796937008082
Position 843: 0.0007670046582649962
Position 40483: 0.0007517604210406176
Position 36663: 0.0006710515725367267
Position 41534: 0.0006157316179368514
Position 757: 0.0006037041900942952
Position 29496: 0.0004429661531866178
Position 37911: 0.00040836461007476765
Position 13469: 0.00037993542431917
Position 40325: 0.00036314124102902046
Position 40198: 0.0003574364872100122
Position 39892: 0.00035115053414175735
Position 370: 0.00034093425705868867
Position 36660: 0.000306539629310898
Position 34727: 0.00030367447951891305
Position 36642: 0.00029990033763530326
Position 37319: 0.0002979353067379528
Position 27471: 0.0002852237368287132
Position 39253: 0.0002848950435286926
Position 40170: 0.00024717396270311444
Position 40780: 0.00023652919150918137
Position 36711: 0.00021661846746389834
Position 39456: 0.00021437814137132305
Position 36636: 0.00020368296954578887
Position 37051: 0.0001875019790941024
Position 37325: 0.00017923103236002746
Position 36740: 0.0001322376977267186
Position 28065: 0.00012862691922313352
Position 5132: 0.00010571026449079331
Position 36551: 8.554052757635223e-05
Position 36645: 8.019648790373407e-05
Position 4665: 7.345207513432155e-05
Position 27897: 6.363305982368547e-05
Position 13932: 5.715059123285128e-05
Position 37220: 5.224473057995094e-05
Position 3786: 5.195734587780131e-05
Position 11919: 4.835296038865606e-05
Position 37299: 4.1004142756840965e-05
Position 37276: 3.913454284691461e-05
Position 13273: 3.894218052528432e-05
Position 39919: 3.734902331664486e-05
Position 34790: 3.418916121483375e-05
Position 4407: 3.328809290128061e-05
Position 13705: 3.1186922688339385e-05
Position 15822: 3.109234066881239e-05
Position 11516: 2.9959268204516155e-05
Position 11573: 2.9429968133465257e-05
Position 37466: 2.8589428427059414e-05
Position 4744: 2.4201117209473207e-05
Position 11799: 2.1482924405961668e-05
Position 5184: 2.0025148688978483e-05
Position 10557: 1.909928704852364e-05
Position 1143: 1.669130574472584e-05
Position 36958: 1.6410852798859674e-05
Position 4767: 1.5110894625208173e-05
Position 4081: 1.078684238822227e-05
Position 4607: 1.0427831114470187e-05
Position 4811: 9.943553553033111e-06
Position 1208: 9.633672876445245e-06
Position 4413: 9.060996397138139e-06
Position 37007: 8.67838343299182e-06
Position 1232: 8.674598050058044e-06
Position 7924: 8.631849216688316e-06
Position 36507: 7.765476508176729e-06
Position 3444: 7.572599996524341e-06
Position 4885: 5.851442780026079e-06
Position 36624: 4.365535002215375e-06
Position 10579: 3.875936171251245e-06
Position 36618: 3.7988903271430193e-06
Position 40105: 3.1578194398188322e-06
Position 28752: 3.1529609048917e-06
Position 5608: 2.9391066264786224e-06
Position 1506: 2.7650665715707384e-06
Position 28706: 2.390268828906197e-06
Position 2054: 2.0899215686363826e-06
Position 1270: 2.002234467990727e-06
Position 1531: 1.8264019966854204e-06
Position 8684: 1.7672011390045672e-06
Position 7518: 1.6530047166314638e-06
Position 5772: 1.623822815953178e-06
Position 13243: 1.5450892588788827e-06
Position 37111: 1.5259062079121482e-06
Position 7994: 1.331277499911824e-06
Position 3042: 1.238045456929189e-06
Position 3498: 1.0476618935300983e-06
Position 2181: 9.602493777467845e-07
Position 8136: 8.608924376395681e-07
Position 2392: 8.012901868141735e-07
Position 28977: 7.149822119929083e-07
Position 13224: 7.051975928035467e-07
Position 5634: 6.545304533459251e-07
Position 5141: 6.348450697923401e-07
Position 29031: 6.087038527939099e-07
Position 3005: 5.476907156730169e-07
Position 373: 4.949476185258979e-07
Position 187: 4.5487708268214884e-07
Position 4948: 3.935356897602391e-07
Position 2822: 3.574391941008348e-07
Position 28125: 3.562627885496648e-07
Position 3297: 3.07659535004807e-07
Position 3390: 3.0545324496919187e-07
Position 2761: 3.0246779384147e-07
Position 790: 2.5829080067813845e-07
Position 288: 2.32549769377604e-07
Position 1730: 2.071025941848044e-07
Position 36986: 1.1244885855731051e-07
Position 37021: 1.0114957565839032e-08
Position 493: 6.895106104512673e-09
Position 258: 4.6227996485034525e-09
Position 1237: 4.619126494392796e-09
Position 1363: 4.390753303379483e-09
Position 222: 4.211079031647495e-09
Position 3086: 3.350298443934686e-09
Position 3102: 3.270114267878645e-09
Position 1977: 3.1516633216497213e-09
Position 2731: 2.1971624701857884e-09
Position 2649: 2.0842960440832614e-09
Position 2660: 1.971176226813592e-09
Position 2383: 1.948468502622109e-09
Position 2420: 1.9187445592777456e-09
Position 486: 1.844018266805328e-09
Position 192: 1.1872833015302836e-09
Position 2572: 9.5036198748445e-10
Position 1171: 5.64795362968654e-10
Position 254: 4.6093423003488355e-10
Position 1643: 2.821699109812324e-10
Position 219: 2.401901694551616e-10
Position 993: 2.1913783876793691e-10
