Gene = chb
Position 1450: 5.903253285982895e-05
Position 2541: 5.902687135229775e-05
Position 260: 5.726650289048041e-05
Position 7137: 5.4936155617168596e-05
Position 6344: 5.307051375064967e-05
Position 5657: 5.0296710033394365e-05
Position 3378: 4.983190211966295e-05
Position 3131: 4.5745987741251404e-05
Position 288: 4.161299524903107e-05
Position 1207: 3.9887522492778724e-05
Position 6535: 3.84655285994325e-05
Position 2672: 3.427886558155312e-05
Position 2680: 3.330054472163502e-05
Position 6350: 3.0927678880723796e-05
Position 414: 3.0039809851356035e-05
Position 5895: 2.97279390343045e-05
Position 6276: 2.9419520621784145e-05
Position 5524: 2.827084729406817e-05
Position 2511: 2.802185192063458e-05
Position 964: 2.7467767855750703e-05
Position 6188: 2.581534314874307e-05
Position 5991: 1.917880016622392e-05
Position 970: 1.8501923487658324e-05
Position 423: 1.831543529865018e-05
Position 5796: 1.7354602614386238e-05
Position 5471: 1.1875033718227679e-05
Position 1832: 1.1592882180453906e-05
Position 709: 1.1265134707253552e-05
Position 1870: 1.0961015735979157e-05
Position 5641: 8.71658984343501e-06
Position 1409: 8.492342752381428e-06
Position 3301: 2.686739228148182e-06
Position 2110: 2.6601132454609624e-06
Position 3916: 1.1611208580931576e-06
Position 509: 4.192391396880535e-07
Position 1534: 3.5825119110880615e-07
Position 429: 2.4128447588452584e-07
Position 775: 2.3766909432781901e-07
Position 1741: 2.0475445348543123e-07
Position 1941: 2.036283753785108e-07
Position 1480: 1.9168497964297068e-07
Position 5321: 1.1354758877923998e-07
Position 1050: 7.555572066134519e-08
Position 1791: 5.471884807971997e-08
Position 335: 4.4999152751990206e-08
Position 476: 4.3873315922985455e-08
Position 1744: 4.380851642859371e-08
Position 973: 3.6947923820287246e-08
Position 1873: 3.396976582284734e-08
Position 1115: 3.155509976993576e-08
Position 154: 7.620062839647973e-09
Position 178: 2.4749151134804967e-12
Position 71: 7.473568866082419e-13
Position 161: 3.985226397536147e-13
Position 85: 2.0353648921601612e-13
Position 99: 1.2691112597437085e-13
Position 103: 7.000402318961264e-16
Position 191: 1.3938236205175247e-16
Position 87: 1.196013623890281e-16
