Gene = CIAPIN1
Position 1129: 0.037666461363805685
Position 1882: 0.01788494553255316
Position 1672: 0.011833984655609425
Position 2124: 0.010631705662679455
Position 1324: 0.00996014359859413
Position 994: 0.00865293536806852
Position 1907: 0.007566133937996381
Position 1397: 0.007479080914383379
Position 1948: 0.0066616353961746035
Position 1193: 0.005934300621468366
Position 1368: 0.004071544285409293
Position 2028: 0.0038917903773478075
Position 1748: 0.0034541267817950866
Position 1558: 0.0028994643809229694
Position 1726: 0.002841861548889166
Position 2483: 0.0022076423300686427
Position 1033: 0.0013135745945083294
Position 522: 0.001211278221319585
Position 360: 0.0011234953507251778
Position 1959: 0.001043027548312044
Position 446: 0.001032214236717417
Position 280: 0.0009982293328704844
Position 265: 0.0009539920447716611
Position 938: 0.000870038316343836
Position 2407: 0.0007585070314813975
Position 1114: 0.0007558935949035429
Position 1494: 0.0007368683622306091
Position 1295: 0.0006271629221722945
Position 1400: 0.0005977628588427148
Position 502: 0.0005918655379566518
Position 2516: 0.0005565311626284825
Position 1612: 0.0005387400515786356
Position 1770: 0.0004972294942045521
Position 2492: 0.0004943840113018348
Position 570: 0.0004347454435440548
Position 371: 0.00037558990388407914
Position 1775: 0.00034016352953139295
Position 1300: 0.0002693159718973158
Position 291: 0.00018240991648040765
Position 597: 0.00018145978862808433
Position 567: 0.00017054850558593027
Position 765: 0.00016993910279802693
Position 72: 0.00014731524617565294
Position 1995: 0.00013729274858387359
Position 633: 0.00012251755921204743
Position 456: 0.00012104502227683343
Position 636: 9.412699831597694e-05
Position 547: 8.955711237150816e-05
Position 2448: 8.832832112498112e-05
Position 100: 8.661338023533758e-05
Position 351: 6.68574368177842e-05
Position 950: 6.131074712571166e-05
Position 692: 6.011686958317678e-05
Position 602: 5.698759780298118e-05
Position 459: 5.68581673200591e-05
Position 269: 5.423058152170827e-05
Position 538: 4.3176095963830755e-05
Position 91: 3.586629756435968e-05
Position 1709: 3.402280687882795e-05
Position 578: 3.3669535489249655e-05
Position 583: 3.128283114007534e-05
Position 630: 2.38300733919752e-05
Position 551: 1.3138887800821013e-05
Position 663: 8.396130181072963e-06
Position 465: 7.053542443843345e-06
Position 492: 6.922788285105507e-06
Position 135: 4.800377692742914e-06
Position 277: 3.001400801540237e-06
Position 615: 1.5559829770586994e-06
Position 660: 9.924034408811627e-07
Position 519: 8.787128643300068e-07
Position 1042: 2.9509536154702144e-07
Position 797: 7.054190428760998e-08
Position 151: 5.398038836555531e-08
Position 947: 5.3451885192729325e-08
Position 837: 2.5927496376844347e-08
Position 63: 6.089897945683314e-09
Position 169: 3.611200462457752e-09
Position 226: 4.955602395988507e-10
Position 160: 6.766149761176163e-12
