Gene = Saf6
Position 798: 1.5068284213618396e-05
Position 1235: 1.5061611310814864e-05
Position 1425: 1.341323873105178e-05
Position 54: 1.081577286484102e-05
Position 1374: 8.160556404156882e-06
Position 1026: 8.143369457349483e-06
Position 1379: 7.82725515091003e-06
Position 1042: 7.709424117408113e-06
Position 1121: 7.252105674685607e-06
Position 585: 5.081954926428051e-06
Position 468: 3.2941553446543913e-06
Position 1137: 1.2587561882681332e-06
Position 452: 1.2471294688782864e-06
Position 513: 1.0398593313776858e-06
Position 208: 7.065459843216208e-07
Position 494: 6.970937324458697e-07
Position 176: 4.322340469080135e-07
Position 865: 3.8509996580969924e-07
Position 160: 3.45458949658907e-07
Position 658: 3.250404051227285e-07
Position 1001: 2.708014211857531e-07
Position 969: 2.375845390945069e-07
Position 303: 2.0831593686220318e-07
Position 196: 2.057469841480907e-07
Position 223: 1.729347276149642e-07
Position 917: 1.4062893200553634e-07
Position 449: 1.3397085777703347e-07
Position 180: 9.921623492954773e-08
Position 1145: 9.821403866291543e-08
Position 914: 8.207420788115913e-08
Position 187: 7.846197253635423e-08
Position 835: 5.129530798804071e-08
Position 643: 3.78121654915117e-08
Position 980: 2.6311700597333416e-08
Position 151: 2.0187888364656825e-08
Position 411: 9.762913132373042e-09
Position 997: 5.766209871779438e-10
Position 762: 4.1900125703465235e-10
Position 908: 2.00292773049919e-10
Position 896: 1.835107874637351e-10
Position 282: 2.195978732866848e-16
