Gene = CYLD
Position 383: 4.158902273911798e-06
Position 3612: 3.866431271271456e-06
Position 3201: 3.7555191202372465e-06
Position 2712: 3.6695385353218335e-06
Position 2147: 3.33957923937385e-06
Position 2779: 3.199026606417419e-06
Position 2766: 2.6469012845395757e-06
Position 2069: 2.592676152644062e-06
Position 2739: 1.7774062888136758e-06
Position 2760: 1.6458400069204557e-06
Position 819: 1.6458011259915661e-06
Position 3124: 9.37498090438958e-07
Position 3044: 8.229418353915489e-07
Position 2591: 4.346474903744892e-07
Position 3060: 3.421306297060573e-07
Position 1006: 1.9916649706018548e-07
Position 3384: 1.7162026271384178e-07
Position 1331: 1.496143455756724e-07
Position 1505: 1.3221989894311362e-07
Position 3145: 6.652870033101875e-08
Position 3292: 5.4152042624645977e-08
Position 3491: 1.1503850301576286e-08
Position 3325: 5.626526194427562e-09
Position 3603: 1.9468123268843664e-09
Position 3489: 1.8497590166942955e-09
Position 2577: 1.2863865469792858e-09
Position 2593: 4.5002696283834656e-10
Position 2021: 5.47274064643374e-11
Position 2111: 5.710674926472047e-12
Position 1985: 5.219184006194188e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3281: 0.9958660778970749
Position 3478: 0.9924365318254229
Position 2987: 0.988363502984023
Position 2240: 0.9777826925094572
Position 2690: 0.9761037101357601
Position 1910: 0.972226996909982
Position 2476: 0.966050885953594
Position 857: 0.9609942787653859
Position 1448: 0.913692751807442
Position 626: 0.42258959678288477
Position 1122: 0.06823162559098256
Position 1048: 0.05540116615930648
Position 1129: 0.050216237765441325
Position 3781: 0.04362692798411084
Position 3736: 0.038267040376821784
Position 1520: 0.03201393533584531
Position 1166: 0.030232911716479932
Position 878: 0.020459230118267543
Position 670: 0.018697505426023157
Position 2707: 0.016840389518133537
Position 493: 0.013977315920650286
Position 230: 0.009571802185244303
Position 1270: 0.00935192435670603
Position 1227: 0.0074548256466162735
Position 633: 0.007163755599341335
Position 667: 0.005750654560444209
Position 1249: 0.005393165179392799
Position 1365: 0.005294815762596233
Position 2342: 0.004829087945658945
Position 2288: 0.004725232467833553
Position 1782: 0.003799266566223697
Position 701: 0.0035796809267363314
Position 165: 0.003555450436796088
Position 2281: 0.002825770320525921
Position 1099: 0.0028088921870892325
Position 1488: 0.0026205157773013755
Position 3292: 0.002579396919158886
Position 1874: 0.0024006308844659804
Position 292: 0.002021283492211979
Position 2992: 0.0017504673930751355
Position 1292: 0.0012743289797245044
Position 373: 0.001175292880032035
Position 1175: 0.001156099891674887
Position 2720: 0.0011013087296385712
Position 3035: 0.0009899887164597843
Position 2504: 0.0009698922076956095
Position 1644: 0.000957415376188014
Position 1253: 0.0006211304667090511
Position 1104: 0.0005982133514074587
Position 1985: 0.0005643941386027488
Position 1243: 0.0005613476580680273
Position 1267: 0.0005070812983967085
Position 3500: 0.00048023130379010827
Position 2615: 0.0004598930014576595
Position 836: 0.0004409611275400811
Position 1407: 0.00042389001501527424
Position 676: 0.00034601104855057775
Position 510: 0.0003291201318834507
Position 194: 0.0003262594837116418
Position 533: 0.00030855313305218427
Position 3314: 0.0003008785291650347
Position 2320: 0.00029268561839514823
Position 1583: 0.00025333400450553654
Position 1133: 0.0002402940466332463
Position 2591: 0.00023084047769536236
Position 1027: 0.00019925515954585254
Position 3930: 0.00019260036837984181
Position 3576: 0.0001802615424278539
Position 2327: 0.0001673292266751579
Position 1239: 0.00015759980697898122
Position 2111: 0.00015636913026527633
Position 1605: 0.0001534506317999014
Position 3706: 0.0001458560777775628
Position 3744: 0.00012049993114100036
Position 2193: 0.00011943716885349214
Position 2444: 0.00011120060466548911
Position 3792: 0.00010848916505881506
Position 3588: 0.00010018688648658141
Position 3345: 9.369132818813866e-05
Position 1220: 9.220105379520148e-05
Position 1346: 8.579786428461655e-05
Position 1458: 8.249597142841456e-05
Position 2180: 8.015104053129231e-05
Position 2364: 7.714454759548672e-05
Position 334: 7.026248927606359e-05
Position 3082: 6.622804617397362e-05
Position 3191: 6.071117797458988e-05
Position 3617: 5.7144662028851776e-05
Position 2461: 5.671900643995799e-05
Position 424: 5.3549187339002504e-05
Position 323: 5.296708889662239e-05
Position 1964: 5.018491236737884e-05
Position 919: 5.016400186556299e-05
Position 3110: 4.9310193407161055e-05
Position 3497: 4.056143261618674e-05
Position 3175: 3.8617250358877076e-05
Position 2524: 3.4035545939587186e-05
Position 3910: 3.095900882019732e-05
Position 3352: 2.0676588464231235e-05
Position 2517: 2.0050622334786822e-05
Position 684: 1.9786422265027096e-05
Position 3905: 1.7264556342106514e-05
Position 172: 1.691015310216161e-05
Position 452: 1.6526279360280464e-05
Position 3155: 1.4265947265165176e-05
Position 3003: 1.227144365179999e-05
Position 2805: 1.1062088382440804e-05
Position 2449: 8.432958053625252e-06
Position 785: 8.213939905560775e-06
Position 2351: 7.99678258339349e-06
Position 2711: 7.981582370294352e-06
Position 2421: 6.866774804875219e-06
Position 2533: 5.136042992036668e-06
Position 3847: 4.734594138166199e-06
Position 3508: 3.028765924280539e-06
Position 2735: 2.8701251577610938e-06
Position 3633: 2.5705221862253527e-06
Position 3032: 2.435149558299728e-06
Position 3808: 2.2899742603810796e-06
Position 3805: 2.0952028112892266e-06
Position 3226: 1.6288834937256488e-06
Position 2869: 1.0961484338736647e-06
Position 237: 1.0839914650268543e-06
Position 3411: 1.1569966145043137e-07
Position 983: 6.805388574551013e-08
