Gene = Mcr
Position 4054: 0.00012208056404003665
Position 3480: 0.00012104578576266494
Position 632: 0.00011569617741557066
Position 3711: 0.00011082814707797247
Position 7997: 0.00010849995592890169
Position 5372: 0.00010449925275877648
Position 4102: 9.589542450668141e-05
Position 3985: 9.532203032863428e-05
Position 8625: 9.093309723487856e-05
Position 360: 8.751659031796756e-05
Position 8087: 8.162533260102431e-05
Position 230: 8.112020067632137e-05
Position 4699: 8.057892616788415e-05
Position 4406: 7.85559304062014e-05
Position 3621: 7.749805516706166e-05
Position 429: 7.542348991771748e-05
Position 8199: 7.384987478049386e-05
Position 3607: 7.344838883247932e-05
Position 4585: 6.65345875231191e-05
Position 5427: 6.597495576645562e-05
Position 8479: 6.467638991645199e-05
Position 1211: 6.418799821367394e-05
Position 7701: 6.266251143571527e-05
Position 7897: 6.205706184959351e-05
Position 4801: 6.094140769855655e-05
Position 354: 5.875250349161356e-05
Position 3768: 5.801663452420084e-05
Position 4078: 5.6857448090694725e-05
Position 4075: 5.631809413061222e-05
Position 5875: 5.270017734974786e-05
Position 267: 4.839247632898708e-05
Position 994: 4.507635561674398e-05
Position 7983: 4.4291178430292493e-05
Position 3632: 4.005511662668451e-05
Position 238: 3.9122216150703756e-05
Position 33: 3.607360299585081e-05
Position 1094: 3.594413630367123e-05
Position 18: 3.4988098336787245e-05
Position 7517: 3.2102181449626766e-05
Position 7313: 3.195733660434026e-05
Position 7324: 3.1757653505929954e-05
Position 7480: 2.8242395896996865e-05
Position 269: 2.2752118644909508e-05
Position 5577: 2.0692967745609777e-05
Position 4014: 1.9631109429761407e-05
Position 259: 1.935122243314206e-05
Position 3718: 1.818040598251218e-05
Position 92: 1.6763937855281305e-05
Position 855: 1.624608265538691e-05
Position 4056: 1.59689942394209e-05
Position 8139: 1.5922486990608288e-05
Position 3430: 1.4628663635199079e-05
Position 3867: 1.3243399942000242e-05
Position 284: 1.3239116924423604e-05
Position 7869: 1.3237573600212374e-05
Position 4944: 1.2647971471375389e-05
Position 484: 1.235993846877098e-05
Position 80: 1.1617379267254595e-05
Position 8254: 1.1585135853966482e-05
Position 388: 1.0072888990390406e-05
Position 281: 9.456530246082963e-06
Position 7306: 9.380667755454289e-06
Position 176: 9.185319971951615e-06
Position 3635: 9.094838253973746e-06
Position 57: 8.96711733343932e-06
Position 474: 7.806313265075258e-06
Position 278: 6.128398381616669e-06
Position 7290: 4.352830832548485e-06
Position 557: 3.9696061169050986e-06
Position 164: 3.9657170801813075e-06
Position 1122: 3.0356328922089483e-06
Position 124: 2.583746658947776e-06
Position 950: 2.3232873472096735e-06
Position 301: 2.307166625892e-06
Position 228: 2.226149445692763e-06
Position 4034: 2.102020363641131e-06
Position 630: 2.0228665929111183e-06
Position 545: 1.8456130329362594e-06
Position 7356: 1.6651896851584762e-06
Position 1075: 1.6176553705091592e-06
Position 4: 1.5889883003441142e-06
Position 109: 1.3868018092833597e-06
Position 272: 1.3570958589291014e-06
Position 395: 1.3200283970591981e-06
Position 287: 1.1791411956823578e-06
Position 7221: 1.1472623984486018e-06
Position 8119: 7.255618632646482e-07
Position 8093: 6.187249528652496e-07
Position 7343: 5.868867854294758e-07
Position 8242: 5.810228708688332e-07
Position 8323: 4.728586961960653e-07
Position 8108: 3.601112354064328e-07
Position 7200: 2.4723990633386096e-07
Position 7891: 1.3467485446138092e-07
Position 7420: 7.878073079947469e-08
Position 8136: 7.58521362517809e-08
Position 1369: 7.558390055405585e-08
Position 8569: 6.485232530959485e-08
Position 2405: 6.256889603132973e-08
Position 1612: 6.20505300560764e-08
Position 2438: 5.9031660391919597e-08
Position 1345: 4.89041553775153e-08
Position 8211: 4.281679897303995e-08
Position 8187: 3.878419438981053e-08
Position 1550: 3.0754564649596595e-08
Position 7876: 2.1773635787310715e-08
Position 1328: 1.9067239498274124e-08
Position 112: 1.6754742757045752e-08
Position 3501: 7.293117379066777e-09
Position 7608: 6.9759691150666465e-09
Position 8267: 4.114797783360027e-09
Position 7942: 3.685475702854326e-09
Position 7667: 1.9499204091209186e-09
Position 8142: 1.6498334274974995e-09
Position 7663: 1.5500866705409472e-09
Position 7195: 9.698515794259765e-10
Position 8150: 7.408974118947091e-10
Position 3345: 6.112159645458788e-11
Position 7644: 5.896500147695028e-11
Position 7685: 4.76862654776068e-11
Position 7936: 2.419345697541313e-11
Position 7674: 1.4394347205166126e-12
Position 7642: 1.697784592433488e-13
Position 7598: 1.6397237446454057e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7814: 0.9985953228453769
Position 3314: 0.9965669368601427
Position 7622: 0.9957956473216725
Position 7379: 0.9870715237532599
Position 7125: 0.9777107949136722
Position 2258: 0.30136839017163913
Position 2369: 0.29743890023078334
Position 896: 0.27468973721979506
Position 2834: 0.09414473062211261
Position 2583: 0.09258381812382423
Position 5890: 0.07871984797409656
Position 2862: 0.07326564274683282
Position 2601: 0.056279480501270324
Position 5564: 0.050200536885533456
Position 2839: 0.04762797209303611
Position 8703: 0.02968701457707581
Position 4609: 0.029496414956051365
Position 2812: 0.029032357256340856
Position 7132: 0.020964945261739868
Position 3076: 0.020800354140685342
Position 2117: 0.010760257497907743
Position 3120: 0.010710249393161071
Position 854: 0.010540190999779946
Position 4726: 0.010400656832547659
Position 2533: 0.010233026490315374
Position 7404: 0.010056879833483075
Position 1858: 0.00686937422520547
Position 3101: 0.006149463007092923
Position 399: 0.005737019743984731
Position 1142: 0.00537217728618181
Position 2754: 0.004160741113353563
Position 419: 0.0037551828311722193
Position 1208: 0.0037430758271501594
Position 8672: 0.003302969840946983
Position 1721: 0.003119247447298793
Position 2889: 0.0030010934174594934
Position 2306: 0.0029167878798700255
Position 8456: 0.0026293170984473726
Position 521: 0.0025341088235329066
Position 1816: 0.002469566954702874
Position 7959: 0.0024621979213704237
Position 1893: 0.00221285729984555
Position 8122: 0.0018124861800354435
Position 1122: 0.0016713569472370064
Position 1724: 0.0015325734419650685
Position 8142: 0.0013724675356089617
Position 2473: 0.0011998000363538015
Position 7188: 0.0010309450393980386
Position 2066: 0.0009342215211571724
Position 8329: 0.0008350570815601473
Position 500: 0.0008146655952505341
Position 1643: 0.0007974015001915946
Position 1699: 0.0007663638987947478
Position 8211: 0.0006956757923182001
Position 1601: 0.0006900321674921377
Position 8264: 0.0006863259377345542
Position 835: 0.0006203442253775902
Position 1211: 0.0005492744233720851
Position 164: 0.0005187971154796158
Position 3696: 0.00046572197993185256
Position 8326: 0.0003998010553917591
Position 873: 0.000373652054366391
Position 8625: 0.00036620831034921456
Position 1746: 0.0003499372137621757
Position 4383: 0.00030724774396486174
Position 4853: 0.00030297471891913404
Position 7411: 0.0003021035273624444
Position 1482: 0.0002935301396213153
Position 4572: 0.0002911086592168552
Position 7152: 0.0002883852328237815
Position 8717: 0.0002871198567273294
Position 2122: 0.0002787207429067938
Position 143: 0.00025604927854415004
Position 2093: 0.00021332548524517702
Position 1655: 0.00020776697919381947
Position 8221: 0.00016483194984563744
Position 1085: 0.0001606039866414255
Position 8759: 0.00015484896124932796
Position 384: 0.00013918498547966262
Position 8392: 0.00013730338235606217
Position 1553: 0.00013152833107211255
Position 908: 0.00012672873668130032
Position 1012: 0.0001155134410232469
Position 1606: 0.00011059384206924685
Position 7873: 0.00010393139429497448
Position 8463: 9.859322890548483e-05
Position 4101: 8.895265408403365e-05
Position 1846: 8.787957362395077e-05
Position 7884: 7.651408923430677e-05
Position 4188: 7.208699957417425e-05
Position 8493: 6.166175199433803e-05
Position 8307: 6.0319664490095783e-05
Position 7458: 5.946982602058361e-05
Position 8026: 5.728616465463683e-05
Position 3773: 5.520583833177169e-05
Position 8569: 5.237851828373892e-05
Position 8340: 5.0424508926940755e-05
Position 699: 4.069414315499599e-05
Position 8267: 3.6872292757202705e-05
Position 7461: 3.584302607312229e-05
Position 7559: 3.421892811852623e-05
Position 7363: 2.855309183927366e-05
Position 8584: 2.7460242437555587e-05
Position 7398: 1.8991233089696736e-05
Position 373: 1.645707711231578e-05
Position 8857: 1.4598117378098824e-05
Position 7674: 1.374992590166812e-05
Position 255: 7.4832140627361065e-06
Position 8808: 5.631525870041447e-06
Position 92: 4.3342427105167545e-06
Position 8785: 3.3314247161128077e-06
Position 259: 1.81161917517054e-06
Position 7634: 1.6746409991320476e-06
Position 152: 9.84248568097827e-07
Position 7487: 6.731459602627333e-07
Position 975: 5.185569224624055e-07
Position 80: 4.0368542852292794e-07
Position 321: 3.1404554662627416e-07
Position 388: 2.3287358451910718e-07
Position 3397: 2.281302420369764e-07
Position 945: 5.393697458466147e-08
Position 3363: 3.492396541783592e-08
Position 7661: 8.961071645859918e-09
Position 179: 1.9882857125904237e-09
Position 147: 1.5859478959311782e-09
Position 7891: 9.10470316547789e-11
Position 7765: 4.615585645703437e-11
