Gene = jp
Position 16541: 0.0031299382338938206
Position 18387: 0.0029990500546092516
Position 11858: 0.0028427822725898147
Position 1461: 0.0024201271818997385
Position 16472: 0.0019325525741093125
Position 12402: 0.0017021305661475844
Position 12962: 0.0016059573530312254
Position 15778: 0.0014883194117801693
Position 15669: 0.0011557935671378467
Position 12772: 0.00111623940282312
Position 11544: 0.0011158885608605412
Position 12700: 0.000924782665696474
Position 16054: 0.0008922196855146398
Position 609: 0.0008645835340746688
Position 12049: 0.0008326993006771546
Position 11480: 0.0007520716376150418
Position 12713: 0.0006535714125630966
Position 603: 0.0006013626671919048
Position 12076: 0.0005840623241255577
Position 12755: 0.0005368716780625262
Position 11402: 0.00047955988948382466
Position 1488: 0.00039128899618895847
Position 16579: 0.0003894160565697221
Position 1085: 0.00034284738510065305
Position 11952: 0.00033797950168358023
Position 12978: 0.00028055117815819743
Position 12684: 0.00025392466218509424
Position 341: 0.0002495020762512606
Position 1642: 0.00024703317020310803
Position 1916: 0.00023810262209356334
Position 13808: 0.00022801487106576885
Position 11335: 0.00021693762183969624
Position 2701: 0.00021362565794171072
Position 16067: 0.0002132188172494062
Position 10936: 0.0002086820825358392
Position 76: 0.000208361262143209
Position 15799: 0.0002052220155428237
Position 15534: 0.0001892210927029898
Position 13657: 0.00018237146555578389
Position 185: 0.0001821470992045316
Position 12416: 0.000178810914129298
Position 12662: 0.00017711705979947496
Position 11806: 0.00016774184905551953
Position 12182: 0.00016621913030670212
Position 15222: 0.0001618797635327647
Position 18174: 0.00016134544464989424
Position 2411: 0.00015751642673513476
Position 13259: 0.00015176667776889055
Position 12147: 0.00015135746679421864
Position 70: 0.00014218772595679592
Position 12494: 0.00014098596251101912
Position 11538: 0.00013790416141925115
Position 13962: 0.00012811280826425096
Position 13361: 0.0001164392579126416
Position 11471: 0.00010941542207556208
Position 221: 0.00010252765646453212
Position 15154: 9.955349508731113e-05
Position 1218: 9.242822326628223e-05
Position 198: 9.125597947694456e-05
Position 854: 8.840063086315e-05
Position 16522: 8.719877343697316e-05
Position 13224: 8.459484676322088e-05
Position 13239: 7.14584909651979e-05
Position 12952: 6.917359484849292e-05
Position 768: 6.581129031283555e-05
Position 13860: 6.564830252168254e-05
Position 1969: 5.976410713710506e-05
Position 16490: 5.664133071444553e-05
Position 17832: 5.253848080700731e-05
Position 12753: 5.116798079967267e-05
Position 16582: 4.5521339523908845e-05
Position 11102: 4.349855981051494e-05
Position 13350: 4.062155587030021e-05
Position 13995: 3.697742808703269e-05
Position 17717: 3.580169153728087e-05
Position 118: 3.48840825753784e-05
Position 12637: 3.399364107308881e-05
Position 275: 3.2908669457007784e-05
Position 11549: 3.218253241666799e-05
Position 11573: 3.19943434947579e-05
Position 872: 3.184418847905954e-05
Position 17221: 3.105784611222639e-05
Position 175: 3.066357284522901e-05
Position 13167: 3.0030507992136527e-05
Position 12368: 2.9551474757967398e-05
Position 16623: 2.9512276182717986e-05
Position 16593: 2.927842596334549e-05
Position 16733: 2.908075788811627e-05
Position 12954: 2.262681342562618e-05
Position 11607: 2.1278320507810076e-05
Position 11676: 1.9952539898962758e-05
Position 553: 1.9658121042626653e-05
Position 11934: 1.9566380008555512e-05
Position 12390: 1.9565236615603982e-05
Position 10524: 1.717554836169995e-05
Position 102: 1.5173995316129915e-05
Position 17803: 1.5126639900965812e-05
Position 11342: 1.3704566755962756e-05
Position 16672: 1.3371184065607092e-05
Position 15092: 1.3207017258820191e-05
Position 551: 1.261081727779385e-05
Position 13267: 9.057075448802967e-06
Position 579: 8.951972528776696e-06
Position 15376: 6.4332400435342755e-06
Position 52: 4.5439439565419355e-06
Position 14547: 4.1726604703109744e-06
Position 15038: 3.1757990041812802e-06
Position 11269: 3.054129523066594e-06
Position 243: 3.0027090474170595e-06
Position 11794: 2.542338597391788e-06
Position 12930: 2.2855658886891173e-06
Position 16577: 1.5716723291247764e-06
Position 4449: 1.2947270530961876e-06
Position 504: 1.0636958492276646e-06
Position 12860: 9.96624887716059e-07
Position 68: 9.046658976359095e-07
Position 617: 8.336135152641144e-07
Position 1111: 7.460957898517497e-07
Position 16439: 6.664171627803238e-07
Position 165: 6.636089444984934e-07
Position 63: 6.453123607274941e-07
Position 829: 5.505680074912165e-07
Position 5851: 4.957843985904249e-07
Position 3154: 4.7571808399688664e-07
Position 479: 4.6338758400084443e-07
Position 14977: 3.420181170278168e-07
Position 14477: 3.391735674045021e-07
Position 371: 2.702142311818071e-07
Position 4: 2.4725482607473846e-07
Position 11646: 2.3411395010493743e-07
Position 11512: 2.2642463182463486e-07
Position 12842: 2.0712046174264018e-07
Position 27: 1.9210257433415032e-07
Position 898: 1.5661745949165766e-07
Position 1705: 1.5359240977667415e-07
Position 901: 1.5222904132780243e-07
Position 12608: 1.504235715702853e-07
Position 728: 1.3440482611889536e-07
Position 11897: 1.2214710759827243e-07
Position 15672: 1.1284268112645708e-07
Position 15676: 1.0896285288420394e-07
Position 12165: 1.0641518676129179e-07
Position 436: 1.0278508134040971e-07
Position 420: 5.0533040518765606e-08
Position 418: 3.5749034774760624e-08
Position 13137: 3.381973166092038e-08
Position 13126: 2.3151890616969504e-08
Position 11438: 2.2942484023405585e-08
Position 13625: 1.371936079146689e-08
Position 14: 1.2435096162426587e-08
Position 11373: 1.2149377696480537e-08
Position 13083: 3.996330721741611e-09
Position 919: 3.167242762136371e-09
Position 13129: 2.7916352206952704e-09
Position 11680: 2.2069558769297565e-09
Position 11568: 2.1404853757699526e-09
Position 11825: 2.0411551017339043e-09
Position 13833: 1.1048667995133346e-09
Position 13086: 9.035036478807892e-10
Position 11742: 8.704967489696188e-10
Position 13236: 8.58044331580845e-10
Position 20: 8.173664567724771e-10
Position 13106: 3.4660718883979554e-10
Position 406: 3.127048860990142e-10
Position 2320: 1.4504536579267233e-10
Position 13291: 7.244918646073035e-11
Position 11622: 7.033022448378973e-11
Position 13197: 2.687745277466573e-11
Position 11966: 3.781778411200413e-12
Position 425: 9.092586967282381e-13
Position 13208: 5.823997341734703e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13021: 0.999954492353058
Position 11251: 0.9994127388049305
Position 17084: 0.9621718589069759
Position 10351: 0.9378541724097732
Position 16345: 0.9362829663739021
Position 12481: 0.8724799806847944
Position 12810: 0.865910497580359
Position 13223: 0.7502909332759846
Position 14181: 0.2594838156534102
Position 15205: 0.22863019919036123
Position 18037: 0.19989064381178098
Position 18612: 0.13627791381607726
Position 18321: 0.12213670274043312
Position 18641: 0.11027019879249243
Position 9982: 0.10142557484485269
Position 17722: 0.06354361451741465
Position 15539: 0.050736885739717366
Position 15578: 0.04145014823636626
Position 15275: 0.03947780630323496
Position 12878: 0.03677895487601461
Position 2968: 0.03617254451372323
Position 416: 0.03346962093860048
Position 18368: 0.033097987808493
Position 14862: 0.03127986228954512
Position 14928: 0.02950495960467882
Position 18003: 0.027933001413753072
Position 15847: 0.025844177221178693
Position 17105: 0.0258406954547388
Position 1526: 0.02463778925085243
Position 16156: 0.024586502047543198
Position 11765: 0.02455580117546891
Position 18062: 0.02302074090916176
Position 12258: 0.022075616849141035
Position 16399: 0.021792408508682505
Position 12596: 0.019520453405397115
Position 12819: 0.01887308744822989
Position 17532: 0.01813350767193489
Position 17493: 0.016463433429538894
Position 12831: 0.013476910860536588
Position 17728: 0.012010318288342718
Position 11852: 0.011719784923896411
Position 258: 0.01127655713897298
Position 4291: 0.010602146942675908
Position 3909: 0.009800175696399065
Position 15440: 0.0096770897814234
Position 17859: 0.007193453112178958
Position 16372: 0.006958325182729206
Position 18695: 0.006950253970149284
Position 14187: 0.006267479370570438
Position 15869: 0.00605638886985677
Position 440: 0.0059100730614984115
Position 1310: 0.005157804723479363
Position 15117: 0.005005895075009813
Position 12218: 0.004964097723232843
Position 2130: 0.004888364501781787
Position 12209: 0.004644050279276122
Position 1560: 0.0046427771880631725
Position 11895: 0.004533019524715415
Position 12199: 0.0043876695148925785
Position 3586: 0.004167490029839028
Position 12352: 0.0036856080861924147
Position 13872: 0.0036314544214682658
Position 17597: 0.003583841136920559
Position 15160: 0.0034707098139186683
Position 671: 0.0034277155806776622
Position 14040: 0.0033117990694504908
Position 12453: 0.002997593879180961
Position 18138: 0.0029972466445783567
Position 5471: 0.002853181176979649
Position 4333: 0.002752795177609329
Position 1824: 0.0027054301393137064
Position 754: 0.0026432601083589335
Position 17559: 0.002507918391487763
Position 17448: 0.0024931992737463465
Position 12165: 0.002481310190661415
Position 17415: 0.002379968093595022
Position 17649: 0.0022003603909948525
Position 15154: 0.0021143601618703886
Position 4294: 0.002038368480493814
Position 13680: 0.001996856741497319
Position 17850: 0.0018503900056532283
Position 13890: 0.0018327790811104644
Position 14106: 0.0018149466434807257
Position 13569: 0.001761526135531393
Position 13791: 0.0015370578628677372
Position 3275: 0.0015223305445020794
Position 4759: 0.00141778206905999
Position 17394: 0.0014155463727065015
Position 939: 0.0014021996126617018
Position 1624: 0.0013712493506104503
Position 14202: 0.0013456965054379948
Position 1031: 0.0011661383250243765
Position 17373: 0.0011182003372865916
Position 13331: 0.00111781634527838
Position 11977: 0.0010711226092997353
Position 12008: 0.0010313442333569744
Position 341: 0.0010089731005168362
Position 1289: 0.0008955817262869367
Position 18173: 0.0008920589397798107
Position 15092: 0.0008519357710930333
Position 17488: 0.0008503397238348563
Position 5417: 0.0008382698924978943
Position 12504: 0.0008365378076630409
Position 12492: 0.000794441886664576
Position 11825: 0.0007739586796874432
Position 13788: 0.0007166686249088506
Position 16927: 0.0007090641050813724
Position 16683: 0.0007051698661835414
Position 14164: 0.0006760966598773771
Position 12147: 0.0006405436191397785
Position 9407: 0.0006164034261101588
Position 14355: 0.0005633352425455398
Position 1563: 0.0005323161758920024
Position 11207: 0.000524366811626564
Position 13755: 0.0004964855092318839
Position 12855: 0.0004449100850233282
Position 12576: 0.0004040064891308355
Position 12375: 0.0003993102227420283
Position 4669: 0.0003898619306101788
Position 13230: 0.0003670199314090523
Position 3609: 0.00035085081436483055
Position 1661: 0.00034181382536175307
Position 14046: 0.0003307477298514881
Position 17460: 0.0003160660865895199
Position 12836: 0.0002707681529764852
Position 425: 0.0002699257241632017
Position 812: 0.00026328467331604796
Position 16540: 0.0002485816270001098
Position 12340: 0.00024130690398924722
Position 13254: 0.00023029841024145865
Position 14103: 0.00022860373210298288
Position 12269: 0.00022473869735379948
Position 765: 0.00022433564838758712
Position 13208: 0.00022350381522143523
Position 528: 0.0001899400946532959
Position 1690: 0.00017456413149105225
Position 14514: 0.00017057953470989143
Position 13727: 0.00014381790238227602
Position 13761: 0.00012554849033445645
Position 13971: 0.00011482345609269763
Position 8587: 0.000112761991415114
Position 15234: 0.00010465416364504946
Position 11735: 0.00010428523284121427
Position 13236: 0.00010305642055911428
Position 17102: 0.0001028445680321492
Position 12763: 9.187194640536471e-05
Position 12498: 9.094565900089168e-05
Position 15333: 8.924153542866163e-05
Position 13434: 8.890312279414948e-05
Position 14367: 8.749890052273694e-05
Position 12884: 8.570233494282913e-05
Position 17537: 8.226102930848449e-05
Position 13410: 6.835756411871429e-05
Position 15896: 5.899906170976361e-05
Position 13607: 5.873493007526311e-05
Position 13974: 5.2871494720543776e-05
Position 14049: 5.224780311999427e-05
Position 16129: 5.217510168379502e-05
Position 11883: 5.005270601510214e-05
Position 17391: 4.876817527181192e-05
Position 15781: 4.5795231486251904e-05
Position 2067: 4.548825605710814e-05
Position 14112: 4.485383448716593e-05
Position 11557: 4.073735237932692e-05
Position 16533: 3.9345838833560945e-05
Position 12293: 3.705503997503562e-05
Position 12828: 3.6926680478349116e-05
Position 15881: 3.52778876480057e-05
Position 17171: 3.4738620063417134e-05
Position 13959: 3.1077165594980566e-05
Position 16109: 2.7761513449344562e-05
Position 15981: 2.712984543627137e-05
Position 13048: 2.500683026733074e-05
Position 17406: 2.3664700690264917e-05
Position 15902: 2.3487679966750058e-05
Position 15703: 2.3341382256011047e-05
Position 2157: 2.271362589074596e-05
Position 13596: 1.976323246820351e-05
Position 11279: 1.9015489085138193e-05
Position 423: 1.5521982061500886e-05
Position 15602: 1.5347005008176603e-05
Position 11188: 1.4612683667231422e-05
Position 3950: 1.2105772633742147e-05
Position 13824: 1.1968770893526929e-05
Position 11190: 1.1673595054451663e-05
Position 16730: 1.153695913085336e-05
Position 13547: 1.0398411543763965e-05
Position 13636: 1.0393665163520035e-05
Position 13405: 8.642844136344024e-06
Position 456: 7.2287336995648e-06
Position 13070: 7.090188036081955e-06
Position 11952: 7.082113042786019e-06
Position 165: 5.955595356065184e-06
Position 887: 5.846141043727356e-06
Position 1315: 5.0503073450269175e-06
Position 11312: 5.034041995508542e-06
Position 13692: 5.02377364865114e-06
Position 1415: 3.7204636872060186e-06
Position 1069: 3.312445481498964e-06
Position 318: 3.1836764136313817e-06
Position 507: 3.0618768918857974e-06
Position 821: 2.9597533220800686e-06
Position 13422: 2.7801071492711275e-06
Position 464: 2.6979469388260124e-06
Position 12080: 2.5775127682805433e-06
Position 12083: 2.5017678351489764e-06
Position 11273: 2.344070009978181e-06
Position 11324: 2.132820049907988e-06
Position 13150: 1.989935673680457e-06
Position 16709: 1.9015144067709794e-06
Position 16759: 1.828641576053213e-06
Position 185: 1.779380303234858e-06
Position 16693: 1.687616570695076e-06
Position 13061: 1.5280637591625958e-06
Position 175: 1.30840187622766e-06
Position 693: 1.0531638279389397e-06
Position 11402: 1.0086155358243194e-06
Position 268: 2.2648464938721032e-07
Position 1005: 2.0408274492558198e-07
Position 198: 1.403560059705269e-07
Position 234: 1.3922816284320112e-07
Position 16882: 1.1418623472428882e-07
Position 297: 1.0133405895876079e-07
Position 11856: 9.409807863914624e-08
Position 16943: 7.362117816590697e-08
Position 17254: 6.957973963070968e-08
Position 192: 5.586477717900151e-08
Position 16816: 2.563341116052827e-08
Position 16732: 2.4430680135667106e-08
Position 11432: 2.3650414803483158e-08
Position 12029: 1.8986018668851256e-08
Position 313: 9.943087091855254e-09
Position 11662: 8.66972812076046e-09
Position 11176: 5.896048364074192e-09
Position 102: 2.660930548064976e-09
Position 418: 1.8884639985747417e-09
Position 210: 1.1222667004938416e-09
Position 221: 6.533416381577846e-10
Position 275: 5.213314720000841e-10
Position 214: 3.037946517801932e-10
Position 205: 2.817636898760861e-10
Position 13163: 7.827122817139508e-11
Position 49: 2.0010885741155594e-11
Position 68: 1.0957257267051498e-12
Position 13037: 1.5390419303827996e-14
