Gene = c(2)M
Position 658: 7.12969214500037e-06
Position 648: 6.343741185763079e-06
Position 609: 5.6517818154430665e-06
Position 1321: 4.642074254003433e-06
Position 633: 4.08204952891792e-06
Position 1361: 3.4364724082647197e-06
Position 142: 8.723905889381087e-07
Position 983: 8.203009954318699e-07
Position 1010: 6.659928131575148e-07
Position 422: 9.450654352765476e-08
Position 446: 1.3252309618626036e-08
Position 472: 1.0335368163184521e-08
Position 208: 4.09311139433891e-09
Position 110: 3.576167501409253e-09
Position 92: 1.7942950247314953e-09
Position 466: 5.0910232602235533e-11
Position 155: 2.047292387184941e-11
Position 189: 1.9764831829098588e-11
