Gene = Sgs1
Position 2690: 0.0021910511575753675
Position 2018: 0.0021762335563222037
Position 457: 0.0021498793646509656
Position 3314: 0.002149132806432049
Position 3074: 0.002140929136833066
Position 2642: 0.00208729107077832
Position 2930: 0.0020613150261361325
Position 2786: 0.002004395887437797
Position 2594: 0.001988444678294111
Position 2546: 0.001894279285716397
Position 2834: 0.0018765471695336362
Position 3218: 0.0018385036507018561
Position 2882: 0.0018257511694548673
Position 2498: 0.001804573218186104
Position 1538: 0.0017977355530690194
Position 3026: 0.0017749677090989299
Position 2450: 0.0017191152985463658
Position 2402: 0.001707593838921431
Position 3787: 0.0016894104609031753
Position 1250: 0.0016621505470182068
Position 721: 0.0016069038840236143
Position 2354: 0.0015601487235703396
Position 2306: 0.0015442646129837187
Position 1298: 0.0014279296966597684
Position 2210: 0.0014249547432472211
Position 2258: 0.0014158817862398906
Position 1922: 0.0014157499228269167
Position 1874: 0.001389545512960159
Position 2162: 0.0013542593808011816
Position 1202: 0.0013383975699873718
Position 2114: 0.0012848284769879353
Position 2066: 0.0012192444994754458
Position 1490: 0.0012144098612719588
Position 3146: 0.0012027491060945179
Position 386: 0.0011905365644328614
Position 794: 0.001164363897741711
Position 559: 0.001161008331456129
Position 3798: 0.001061336362126405
Position 1970: 0.0010273469602044543
Position 3771: 0.0009991081490140742
Position 1682: 0.0009570541469735014
Position 1058: 0.0009505391122671692
Position 3530: 0.0009262235966225195
Position 110: 0.0008947814247951961
Position 962: 0.0008641778126709045
Position 671: 0.0008567796744537044
Position 914: 0.0008516956788970776
Position 866: 0.000848096704229006
Position 1802: 0.0008335127398105725
Position 1634: 0.0008003402230422694
Position 3730: 0.000794741561199785
Position 1394: 0.0007898912870080037
Position 1586: 0.0007524749111445053
Position 3386: 0.0007501717810576032
Position 1010: 0.0007491381352401205
Position 329: 0.0007183551860716448
Position 272: 0.0007117732086618513
Position 1154: 0.0007088716199544876
Position 1106: 0.0006428729405505104
Position 1730: 0.0005755214919723116
Position 3290: 0.0005384351762067206
Position 1442: 0.00047100780591911824
Position 1082: 0.00045953110486689284
Position 3242: 0.00042318808708442725
Position 1274: 0.0003879408145572314
Position 3482: 0.00038368109744519235
Position 1706: 0.00035927141616028254
Position 1226: 0.0003578704655395599
Position 3434: 0.0003535140499156884
Position 3194: 0.0003436409599541454
Position 160: 0.0003393568634647181
Position 1046: 0.0003083243512059905
Position 1370: 0.0002917751792276589
Position 2762: 0.00029085514733756166
Position 2858: 0.00028153308271917953
Position 2714: 0.0002770813222815934
Position 1514: 0.000274268242523932
Position 2666: 0.0002639597746854206
Position 610: 0.00025688731828708605
Position 2810: 0.00025347681223547813
Position 2618: 0.0002514596150987314
Position 2570: 0.00023955141688145672
Position 2522: 0.00022820714693045984
Position 2474: 0.00021740009968679308
Position 1562: 0.00021017194839132746
Position 2426: 0.0002071048342680908
Position 1994: 0.00019943464934881814
Position 842: 0.00019809184827866886
Position 2378: 0.00019729711457818462
Position 2330: 0.00018795385225285564
Position 2282: 0.00017905305230751155
Position 1898: 0.00017691310149091355
Position 3002: 0.0001711912728776599
Position 2234: 0.00017057376135874757
Position 2186: 0.0001624960182979851
Position 2138: 0.00015480080730097888
Position 2090: 0.0001474700130626669
Position 104: 0.00014518130134522027
Position 311: 0.00013745266818026544
Position 2042: 0.00013702100173982053
Position 1130: 0.00013661099764069774
Position 2954: 0.00013539545896457854
Position 419: 0.00011391770161403652
Position 250: 0.00010207313348335018
Position 197: 9.636692962439972e-05
Position 410: 7.832035064289795e-05
Position 1850: 7.7236653812746e-05
Position 1946: 7.70902022103042e-05
Position 986: 7.487277608439384e-05
Position 187: 6.220285098653822e-05
Position 518: 5.478437494739082e-05
Position 685: 4.554737389787558e-05
Position 1610: 4.387243701554187e-05
Position 1418: 4.218421430498925e-05
Position 422: 1.7207343059395968e-05
Position 396: 7.045852792194017e-08
Position 296: 5.7714424001158635e-08
Position 223: 1.7817713197970108e-08
Position 67: 1.2097083386171854e-10
Position 201: 2.177763389814999e-11
Position 204: 2.1175151077347554e-13
Position 128: 6.942380451002395e-15
