Gene = hid
Position 635: 6.3173903147011096e-09
Position 525: 3.911527060761301e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12086: 0.9789200510874124
Position 15549: 0.9669663427450831
Position 13268: 0.9602530751488899
Position 4339: 0.17033427880889512
Position 947: 0.13814375316497543
Position 17096: 0.09863149000351391
Position 13792: 0.05719910781392339
Position 15957: 0.03785226400081871
Position 16181: 0.031120047037677696
Position 13713: 0.02666394058952878
Position 13230: 0.01701811808885386
Position 925: 0.016350727796850123
Position 3582: 0.016054456202272343
Position 3165: 0.015905348833343793
Position 1201: 0.015609156965019716
Position 2784: 0.01346026486355856
Position 2565: 0.012333534715723588
Position 15133: 0.011818665401169897
Position 1329: 0.011316587627008887
Position 418: 0.009962226909334286
Position 16617: 0.009592842765221477
Position 10106: 0.0086498474337028
Position 386: 0.008015264306432394
Position 16533: 0.0073352429371107055
Position 8825: 0.007065893946710871
Position 3261: 0.006671742388315531
Position 1956: 0.0062315144364005655
Position 5063: 0.006181043326847826
Position 8637: 0.0057275371080284685
Position 16444: 0.005595285630285057
Position 8495: 0.005517359013177513
Position 13242: 0.0052877403655649255
Position 3112: 0.004713318282863958
Position 14896: 0.004658677795245831
Position 2727: 0.004468975713221852
Position 2370: 0.004010883998838071
Position 1528: 0.00377103198682239
Position 912: 0.003564235678768563
Position 1079: 0.0034391516777471393
Position 2975: 0.003393115603496174
Position 9904: 0.003353752395232525
Position 1237: 0.00335229201585486
Position 16681: 0.003168790615235246
Position 9863: 0.003136750056843025
Position 1560: 0.002971152129591465
Position 12103: 0.002870854293277131
Position 1973: 0.002804321771080826
Position 17591: 0.0026235820504349095
Position 15941: 0.002468916686673463
Position 17551: 0.0023798867499442967
Position 15707: 0.002301083468687156
Position 15753: 0.002268036856314365
Position 1990: 0.0021919104938712196
Position 1428: 0.002099575378229556
Position 15558: 0.0020342114740580673
Position 176: 0.0018413736012776996
Position 15795: 0.0017462011238841932
Position 2343: 0.0017450462011271116
Position 369: 0.0013393448896291689
Position 13775: 0.0013339483555378003
Position 11895: 0.0011624309728780807
Position 8533: 0.0011032098460229188
Position 405: 0.0010499299843684789
Position 415: 0.0010274793160015008
Position 100: 0.0009731916248467886
Position 4321: 0.0009578781207260681
Position 17744: 0.0008504488012580139
Position 1334: 0.000807676534724151
Position 4409: 0.0007705413575216414
Position 17340: 0.0007658138439851046
Position 13113: 0.0007331023200934604
Position 16748: 0.0006945981011273227
Position 11659: 0.0006789204748433581
Position 16783: 0.0005668398887550186
Position 16271: 0.0005271424938155911
Position 14324: 0.0005206288894331701
Position 16335: 0.0005200532247797058
Position 17279: 0.0004831793439944586
Position 1571: 0.00045134622614632333
Position 157: 0.0004426401837348041
Position 3280: 0.00043578323567484403
Position 1457: 0.00043394957371278793
Position 14148: 0.0004033320949073553
Position 14348: 0.0003975967270288793
Position 17139: 0.0003944402738976593
Position 16044: 0.00037485384874546554
Position 1014: 0.0003591616930450622
Position 15918: 0.0003239009626335274
Position 15713: 0.0003222755585471079
Position 4344: 0.0003209530311560488
Position 12669: 0.0003139537425272574
Position 16268: 0.00030974249855567955
Position 16332: 0.0002980366892928703
Position 16388: 0.0002846542090491675
Position 2679: 0.0002806091780456948
Position 13272: 0.0002740524947752891
Position 13210: 0.00022497479485929556
Position 12934: 0.00021736378034708346
Position 13949: 0.00020845724218676131
Position 15491: 0.00018167874842366262
Position 12924: 0.00016849704778689573
Position 14318: 0.00015056091171379728
Position 12804: 0.00014767998808173533
Position 1922: 0.00014157811787382773
Position 13904: 0.00013339169329152964
Position 14438: 0.0001296189361752479
Position 2941: 0.00012606198739039114
Position 2979: 0.00012602402328302186
Position 1355: 0.00012477759589248842
Position 1291: 0.00012457154563897242
Position 13841: 0.00012097696670177686
Position 15023: 8.376011352608832e-05
Position 13653: 8.31378203705168e-05
Position 15807: 7.861517274476514e-05
Position 14747: 7.40962759057124e-05
Position 14079: 6.421095257212224e-05
Position 12675: 5.900848882665391e-05
Position 1170: 5.2923467497367805e-05
Position 14840: 4.8593948542420716e-05
Position 13796: 4.695809438112096e-05
Position 2685: 4.420772577812901e-05
Position 15311: 4.141931182715341e-05
Position 1000: 3.7941524303214e-05
Position 1219: 3.611917795593094e-05
Position 1003: 3.5764583595405405e-05
Position 13744: 3.35315603454105e-05
Position 15054: 3.289612717759956e-05
Position 192: 2.8053890716880553e-05
Position 13816: 2.7642088926399932e-05
Position 1388: 2.538174288159377e-05
Position 3026: 2.2042962051529078e-05
Position 13672: 1.889338693504965e-05
Position 461: 1.729276079627269e-05
Position 1340: 1.517833362865578e-05
Position 1280: 1.3713080014604279e-05
Position 14428: 1.1756422723238082e-05
Position 3588: 1.0228627273813815e-05
Position 13959: 7.090580489345099e-06
Position 272: 6.955523989841666e-06
Position 1887: 6.7604777375069305e-06
Position 960: 5.418420893761019e-06
Position 349: 5.224997180822668e-06
Position 625: 5.0801357550330725e-06
Position 12738: 4.970618805029304e-06
Position 545: 4.366421499284507e-06
Position 77: 4.253147291777342e-06
Position 1395: 3.7150020477385224e-06
Position 438: 3.3755305632837642e-06
Position 210: 3.1789604400071393e-06
Position 885: 2.730183082485708e-06
Position 1579: 2.649546197219494e-06
Position 1474: 2.570380066703042e-06
Position 1103: 1.7415462594723102e-06
Position 764: 1.1106257992960366e-06
Position 1994: 1.0782745283140665e-06
Position 213: 9.301122639341192e-07
Position 296: 8.580999362857676e-07
Position 1106: 8.047208304593068e-07
Position 106: 7.864444038183252e-07
Position 322: 6.374437512865431e-07
Position 718: 3.86884283806644e-07
Position 1591: 3.310864312481417e-07
Position 1117: 3.0731492129980363e-07
Position 445: 2.820267102360999e-07
Position 435: 2.403724976946414e-07
Position 456: 1.4486681470799777e-07
Position 423: 1.2898969189600872e-07
Position 776: 9.998813689076565e-08
Position 490: 5.984911951344664e-08
Position 254: 4.605093468597173e-08
Position 277: 3.865231831456463e-08
Position 111: 2.7867042300975027e-08
Position 564: 2.537527672748473e-08
Position 798: 2.3904342819977957e-08
Position 465: 1.2242435133744025e-08
Position 715: 9.41697574704015e-09
Position 826: 6.776631396602081e-09
Position 237: 4.339386279985512e-09
Position 494: 4.158850470877159e-09
Position 498: 2.9409778734231415e-09
Position 469: 2.7691080506747986e-09
Position 6060: 4.475850311320853e-10
