Gene = B4
Position 6802: 0.006440721199514696
Position 6925: 0.005929126647343643
Position 18927: 0.005896361487518323
Position 2480: 0.004373964828072959
Position 5535: 0.004337198174691456
Position 9178: 0.004144474990115177
Position 606: 0.004041519635402988
Position 43411: 0.003825611415638124
Position 2722: 0.0035526657010148065
Position 3703: 0.003272657375466451
Position 40899: 0.0029462811481455096
Position 1052: 0.002881167857979575
Position 2305: 0.002859358357024051
Position 8482: 0.0028573042326720155
Position 4606: 0.002590480170900072
Position 2312: 0.00222118108006643
Position 6118: 0.002065112632662027
Position 5332: 0.0016779269544141186
Position 682: 0.0016683362356141164
Position 43456: 0.0016203385796324569
Position 6220: 0.0015691923017832794
Position 1803: 0.001290805928928667
Position 6053: 0.0012672421300797426
Position 18662: 0.0011843720214587846
Position 7936: 0.0009180050200855548
Position 184: 0.0009018071304019137
Position 992: 0.0007867677206307957
Position 41856: 0.0006741405365725459
Position 196: 0.0006604466098313624
Position 4988: 0.0006465843371887053
Position 8135: 0.0005787763007995058
Position 10327: 0.0005287083072513278
Position 743: 0.0005206486703876423
Position 43054: 0.000497537813703731
Position 6342: 0.0004262150478871421
Position 1234: 0.00039311494098615
Position 42907: 0.0003854176230954811
Position 2661: 0.00038376806144239483
Position 18596: 0.00037450271078327303
Position 41475: 0.00036162901176824234
Position 7306: 0.0003604504423650536
Position 8437: 0.00035978034641021375
Position 42783: 0.00032157442694927187
Position 2598: 0.0003079822413442305
Position 40985: 0.0003032659778757485
Position 1192: 0.0002815314609745277
Position 40863: 0.0002814703654570602
Position 6496: 0.0002756923055401166
Position 6131: 0.00026521383047747665
Position 41356: 0.00025031188001279974
Position 3819: 0.00024226442728214566
Position 41819: 0.00023044623842788245
Position 3654: 0.00021354642563081437
Position 1162: 0.00021339341219464594
Position 285: 0.000192649094807003
Position 3205: 0.00019006461428593848
Position 3112: 0.00018267118707038278
Position 2655: 0.0001806808526453412
Position 641: 0.00015879463952211755
Position 2690: 0.0001510860307706625
Position 3170: 0.00012517733982345507
Position 2910: 0.00011904960179211517
Position 7527: 0.00010868670880645694
Position 2767: 6.41593868083401e-05
Position 8422: 4.616737462409218e-05
Position 2458: 3.486082121542914e-05
Position 2932: 1.0883514749605973e-05
Position 1029: 1.080442768997675e-05
Position 1032: 1.051191270009938e-05
Position 1049: 8.649783847547364e-06
Position 237: 6.442354640285008e-06
Position 834: 5.724715907386958e-06
Position 3454: 5.119846680063762e-06
Position 2621: 4.872768424866062e-06
Position 8210: 3.8015303936515106e-06
Position 630: 3.8007747016658383e-06
Position 2555: 3.278653101408546e-06
Position 1550: 3.1880176080843096e-06
Position 517: 2.428488786248726e-06
Position 7285: 1.502019018969006e-06
Position 1020: 1.4956184814469498e-06
Position 2670: 1.44207820936729e-06
Position 252: 9.331623026106053e-07
Position 7265: 8.018167332887717e-07
Position 240: 7.083446776003517e-07
Position 1394: 6.133733656258896e-07
Position 223: 5.695076394838311e-07
Position 477: 1.7264300112155738e-07
Position 458: 1.526749936579049e-07
Position 261: 1.3564213550289794e-07
Position 455: 1.3285293945894346e-07
Position 362: 1.251221601826561e-07
Position 127: 7.914298343425818e-08
Position 7311: 7.731455589464283e-08
Position 6288: 3.629748837741507e-08
Position 290: 1.759279146705947e-08
Position 6029: 2.1874419014964464e-10
Position 28910: 3.277482793903621e-11
Position 256: 2.8421156217454065e-12
Position 26929: 2.0437240939782274e-12
Position 25871: 7.873624950222423e-13
Position 24170: 8.201674570229571e-14
Position 23767: 3.9210016108314037e-14
Position 22010: 2.489003435572362e-14
Position 19906: 1.3518799350484263e-14
Position 20100: 5.231382583881291e-15
Position 19942: 1.7003998971737764e-15
Position 19982: 4.142395176735716e-16
Position 20066: 3.7777130722944357e-16
Position 19044: 2.2918871367096567e-16
Position 17885: 1.531085378903062e-16
Position 19886: 1.292579988441121e-16
Position 15761: 1.094118711761243e-16
Position 17671: 8.928333093190654e-17
Position 14814: 8.232148118856546e-17
Position 16279: 6.910917076514961e-17
Position 17041: 4.2990586122651573e-17
Position 16889: 3.4093912156062754e-17
Position 16930: 2.9530137429282647e-17
Position 16616: 2.2115968952759542e-17
Position 16658: 2.0694758525216852e-17
Position 17637: 1.7325443379240493e-17
Position 15882: 1.4670032343803658e-17
Position 16964: 1.0235740854628745e-17
Position 16761: 3.933837015735499e-18
Position 15003: 3.7950476329657744e-18
Position 14751: 3.383695598474728e-18
Position 14518: 1.1670834708376701e-20
Position 14510: 6.72161268700219e-21
