Gene = ics
Position 769: 0.0005352501721746345
Position 873: 0.0004997746007495143
Position 1985: 0.00044823960973895753
Position 1362: 0.00038119455774977243
Position 1149: 0.0003666144569178892
Position 1084: 0.00033011287282778224
Position 774: 0.00031615700903253754
Position 311: 0.00031247335237468126
Position 2828: 0.0003056520896273865
Position 1375: 0.00029157586661851135
Position 1341: 0.0002787664358862801
Position 1704: 0.00025038700110261
Position 525: 0.000201609948357789
Position 1301: 0.00020153340521641812
Position 2084: 0.00018016306720645267
Position 2590: 0.0001581597986494605
Position 2452: 0.00014176816718239536
Position 2994: 0.0001222950064474731
Position 1902: 0.0001170055546223032
Position 2005: 0.00011672032523683481
Position 2614: 9.868896284859602e-05
Position 1731: 9.60792994028806e-05
Position 1169: 9.189973951883978e-05
Position 384: 8.52328527563442e-05
Position 101: 7.99848558721e-05
Position 1386: 7.908426663127368e-05
Position 2169: 5.0043385536855826e-05
Position 420: 4.678366912761473e-05
Position 1859: 3.9964435488835374e-05
Position 90: 3.972730072412253e-05
Position 2272: 3.923335848876403e-05
Position 2703: 3.717686936217998e-05
Position 614: 2.9894567424650288e-05
Position 415: 2.7043900616097004e-05
Position 2091: 2.656769107944593e-05
Position 2603: 2.6140836518622072e-05
Position 498: 2.5609049804482592e-05
Position 608: 2.1733619946001117e-05
Position 335: 2.0523595240691674e-05
Position 1757: 1.9692320391112316e-05
Position 2476: 1.709200544456924e-05
Position 2858: 1.7026364454781132e-05
Position 2896: 1.6887556597536906e-05
Position 2647: 1.6645554143328464e-05
Position 1178: 1.663672380777e-05
Position 108: 1.4626322095255207e-05
Position 2178: 1.3729816194443791e-05
Position 3136: 1.2382514891755911e-05
Position 3121: 1.0697690866588946e-05
Position 534: 1.0629515902461555e-05
Position 2064: 1.0517914431414163e-05
Position 283: 9.802767847820874e-06
Position 1222: 6.565251063087387e-06
Position 191: 5.655658944219617e-06
Position 1549: 4.602669315652407e-06
Position 2086: 3.7990864581068977e-06
Position 1728: 2.156522284739932e-06
Position 2019: 2.054633618554689e-06
Position 1793: 1.7709566584302398e-06
Position 2913: 8.550055536814994e-07
Position 2872: 6.201026887070423e-07
Position 2910: 5.860863116260789e-07
Position 2868: 2.373508830025333e-07
Position 200: 1.9769481925822956e-07
Position 262: 1.630237981438387e-07
Position 567: 4.201111761650859e-08
Position 573: 3.105705197933542e-08
Position 269: 2.8513631967237786e-08
Position 540: 5.88508556117568e-09
Position 179: 2.066945663664682e-11
Position 181: 1.7567054264326747e-11
Position 264: 4.231529506490289e-14
