Gene = ND-39
Position 3838: 0.024562558914166147
Position 3140: 0.021471121343427973
Position 592: 0.018739159346564303
Position 3063: 0.012700513389424082
Position 3890: 0.012210716709038208
Position 2634: 0.008680836466924914
Position 1672: 0.004358315635155552
Position 3152: 0.0018068556018479755
Position 895: 0.0016984211861625486
Position 60: 0.0016503787732286572
Position 665: 0.0016085114321819694
Position 3226: 0.0014055066311454865
Position 2617: 0.0013782435681344047
Position 1368: 0.0012499608537188073
Position 2886: 0.0012192629793063702
Position 2791: 0.0011549977044571643
Position 2652: 0.0011409061012776097
Position 188: 0.0010651212848774448
Position 2065: 0.0010423335185167457
Position 1608: 0.001033564844574201
Position 185: 0.0009109985248060191
Position 4525: 0.0008986186137077015
Position 2366: 0.0008655808041608314
Position 1048: 0.0007192720995481422
Position 1658: 0.0006878259737687241
Position 1682: 0.0006021359556312508
Position 1312: 0.0005726799563903174
Position 1984: 0.0005484413925598939
Position 779: 0.0005098763875775822
Position 2047: 0.0004491786941351026
Position 3345: 0.00037759686284196076
Position 76: 0.0002640987372864993
Position 1385: 0.00020202794998274006
Position 2563: 0.00019037414103484831
Position 1076: 0.00017799502955669408
Position 3179: 0.00017464280915284626
Position 1331: 0.00016116317072812278
Position 484: 0.0001446423579560613
Position 254: 0.00012901207104492387
Position 898: 0.00012649294840004396
Position 686: 6.885497184440832e-05
Position 4777: 6.835018636945782e-05
Position 2490: 5.5580419862050434e-05
Position 858: 5.3499446332989594e-05
Position 2385: 4.2200872512170385e-05
Position 397: 3.8934348430080215e-05
Position 1704: 2.5672550703499052e-05
Position 4944: 2.560549152615945e-05
Position 4780: 2.4818512380007795e-05
Position 1124: 2.4167556551942977e-05
Position 511: 1.8557737271957463e-05
Position 4774: 1.8498813782288695e-05
Position 524: 1.7458559798541257e-05
Position 4567: 1.674065162276114e-05
Position 4831: 1.2433668016572442e-05
Position 2104: 8.80245835440593e-06
Position 940: 7.688124821996516e-06
Position 826: 5.34695716659165e-06
Position 4959: 5.287973228093178e-06
Position 315: 4.774576307144983e-06
Position 1766: 4.342681668709918e-06
Position 2209: 3.8017625265261214e-06
Position 371: 2.4910765844155852e-06
Position 4573: 2.3207351383636963e-06
Position 2092: 1.9542823641719524e-06
Position 4576: 1.741410246670405e-06
Position 1835: 1.3982405267533317e-06
Position 4631: 1.2058328447875076e-06
Position 4644: 8.447438997482743e-07
Position 4981: 8.250082736193066e-07
Position 4976: 6.688535307551442e-07
Position 4636: 5.638784879603595e-07
Position 4717: 3.0839622975636195e-07
Position 4744: 1.815058606847074e-07
Position 1119: 9.968191802846074e-08
Position 1145: 9.811828344284195e-08
Position 133: 8.246978706406816e-08
Position 803: 6.651740834265943e-08
Position 1004: 6.29568648653619e-08
Position 1688: 5.4730102075248164e-08
Position 490: 5.470550042343542e-08
Position 1109: 4.728429364798757e-08
Position 739: 4.580521664112789e-08
Position 4988: 3.05361005388237e-08
Position 942: 2.863485800171534e-08
Position 526: 2.1297595439573707e-08
Position 1026: 9.395676380896646e-09
Position 493: 4.4405889299076915e-09
Position 726: 4.38446713731958e-09
Position 327: 2.6478077803793796e-09
Position 784: 1.4211383778549273e-09
Position 606: 1.0158603703700554e-09
Position 752: 3.9892776922055374e-10
Position 329: 1.8668783250090648e-10
Position 137: 1.4297455238530785e-10
Position 145: 1.0719928844217604e-10
