Gene = scat
Position 3184: 0.00048322960887233136
Position 1228: 0.0004400334952144227
Position 1131: 0.0004275100385047871
Position 1020: 0.0004238906411233849
Position 625: 0.00040927324649235353
Position 2301: 0.00040512210684636477
Position 1410: 0.0003932674320755727
Position 1706: 0.00037910232489275113
Position 2667: 0.00037132990492552877
Position 2912: 0.00036521171897394434
Position 589: 0.00034030153628890553
Position 2583: 0.00031613567198534795
Position 1878: 0.0003154380376561513
Position 2419: 0.0003046857848208884
Position 369: 0.000274322576536407
Position 2350: 0.00023532442761600828
Position 385: 0.0002350962110072661
Position 2308: 0.00016104236758641359
Position 629: 0.00015406385227851395
Position 2238: 0.00014607713871288243
Position 1779: 0.00014167698489240047
Position 719: 0.00011296912475125723
Position 528: 0.00010915534723483982
Position 1703: 0.00010478184086581469
Position 1676: 9.940938146473261e-05
Position 772: 8.765923018637255e-05
Position 1464: 7.928235670893832e-05
Position 389: 6.939413102594612e-05
Position 403: 5.648400035006831e-05
Position 1536: 5.396563004410617e-05
Position 69: 1.1133032404944378e-05
Position 125: 4.947214867641812e-06
Position 484: 7.471014349308505e-07
Position 78: 6.946174998889789e-07
Position 1005: 4.98410150487342e-07
Position 478: 3.6881872779134967e-07
Position 81: 3.1491336961704206e-07
Position 300: 2.8292317457929623e-07
Position 680: 2.4456594362677153e-07
Position 436: 1.7968409581300285e-07
Position 443: 1.1881626171811992e-07
Position 696: 2.8100985881682607e-08
Position 210: 6.508383925890443e-09
Position 130: 6.495887894577106e-09
Position 426: 5.285575143757865e-09
Position 423: 1.9028524898051465e-09
Position 549: 1.235260640901025e-09
Position 251: 1.2232247787786007e-09
Position 497: 1.1345874316156194e-09
Position 200: 7.52716531998406e-10
Position 87: 7.390631070416155e-10
Position 192: 3.4388842779712836e-10
Position 141: 2.662933243427795e-10
Position 467: 1.7710512470696382e-10
Position 214: 1.6452483435106264e-10
Position 132: 1.5424402838219875e-10
Position 445: 2.3669889770845808e-11
Position 151: 1.652927649267006e-12
Position 196: 1.2396290266782232e-14
Position 194: 1.0060472161515218e-14
Position 167: 4.819467778237886e-17
Position 205: 8.808369799446515e-22
