Gene = pigeon
Position 2722: 6.650333285190448e-05
Position 1133: 6.498155268526449e-05
Position 2204: 6.056901756692103e-05
Position 1365: 5.28550248471149e-05
Position 1468: 5.265003778509081e-05
Position 2676: 4.438564313500026e-05
Position 484: 4.353130914895704e-05
Position 1273: 4.2801062173311955e-05
Position 2212: 3.6054256026505326e-05
Position 2188: 3.31055280139043e-05
Position 1956: 3.2555245128079967e-05
Position 3092: 2.4228281705073984e-05
Position 191: 2.279016334835541e-05
Position 308: 2.216858014717004e-05
Position 3759: 2.1544289634473027e-05
Position 2007: 1.9630648356093497e-05
Position 3183: 1.910185927018977e-05
Position 2626: 1.8603044369813207e-05
Position 998: 1.5338389640748565e-05
Position 3298: 1.4664757918189384e-05
Position 3755: 1.407875413682222e-05
Position 1522: 1.3814526961485475e-05
Position 3606: 1.359372675867492e-05
Position 2087: 1.3186203167543296e-05
Position 158: 1.1972780662902017e-05
Position 195: 1.1794564623700373e-05
Position 1360: 1.0795535892241831e-05
Position 1197: 1.0784964133790053e-05
Position 381: 9.35397386748887e-06
Position 1228: 9.167690495262805e-06
Position 1180: 9.165256890943011e-06
Position 1270: 9.116339750800632e-06
Position 3303: 7.369874154942448e-06
Position 2105: 6.804637023239658e-06
Position 3316: 6.41699871373146e-06
Position 3791: 6.3416781697636295e-06
Position 3344: 6.263569494110872e-06
Position 2708: 6.035163823885752e-06
Position 2535: 5.499691847201646e-06
Position 2695: 4.4749608663176395e-06
Position 3809: 4.284291814427977e-06
Position 3313: 4.054900117863803e-06
Position 947: 3.800471415544075e-06
Position 2720: 3.3995136785451073e-06
Position 552: 3.017499738069184e-06
Position 1005: 2.644794781573936e-06
Position 3159: 2.6386042120427642e-06
Position 3576: 2.3269237837226166e-06
Position 3732: 2.2154447950295686e-06
Position 3704: 2.1933482419497473e-06
Position 60: 2.129518967311625e-06
Position 3679: 1.911730394837592e-06
Position 3685: 1.8986084026148003e-06
Position 1173: 1.830781427380333e-06
Position 462: 1.8305220903343582e-06
Position 1011: 1.7034320511204138e-06
Position 403: 1.6786470086587972e-06
Position 45: 1.639210497707748e-06
Position 2388: 1.5413914554898576e-06
Position 3162: 1.4984266566366296e-06
Position 619: 1.491071240518794e-06
Position 874: 1.4516826189595569e-06
Position 1212: 1.3731648135747656e-06
Position 559: 1.3611374702770377e-06
Position 1111: 1.3222955419535976e-06
Position 2364: 1.2271150276878046e-06
Position 3824: 1.2190089568514468e-06
Position 14: 8.279926864705232e-07
Position 2821: 7.120732248766098e-07
Position 423: 6.246510136404294e-07
Position 2653: 6.184312823238066e-07
Position 405: 6.18328935640281e-07
Position 3781: 3.9295821724606814e-07
Position 123: 3.464483248478539e-07
Position 539: 2.749124711408663e-07
Position 54: 2.4370307876440704e-07
Position 630: 2.0445389735642422e-07
Position 1527: 1.4322249914622766e-07
Position 1738: 1.1102973939604091e-07
Position 1123: 9.366167578185726e-08
Position 416: 8.764065261148323e-08
Position 1313: 7.738932771582254e-08
Position 686: 6.399087523064843e-08
Position 1378: 4.9745850842296e-08
Position 1362: 4.164805801421072e-08
Position 545: 3.176615358157444e-08
Position 459: 2.7856917808450487e-08
Position 1013: 1.969225079636937e-08
Position 1428: 9.282428950131979e-09
Position 824: 8.821731565013291e-09
Position 263: 6.6044716607366875e-09
Position 3107: 1.6755105247240866e-09
Position 3634: 1.3516594390237003e-09
Position 3466: 7.789645291938537e-10
Position 3210: 3.413916921101551e-10
Position 221: 3.098003605129211e-10
Position 2978: 2.1220697552077728e-10
Position 2373: 1.3726466744950909e-10
Position 1299: 4.943697437605932e-11
Position 2612: 4.203734293659347e-11
Position 1016: 3.72805889595385e-11
Position 699: 3.6704650792090605e-11
Position 1282: 2.438953528082534e-11
Position 1294: 2.2581834546998105e-11
Position 2581: 1.9468945954807172e-11
Position 2799: 5.426731676978287e-12
Position 696: 4.613330708581876e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1035: 0.9980508336655235
Position 675: 0.9899120953996429
Position 3402: 0.9891087019768293
Position 2832: 0.9871882395182536
Position 2255: 0.9672954733479547
Position 2547: 0.953937170671598
Position 207: 0.8739268032583052
Position 3138: 0.8051407685462361
Position 1896: 0.09690710783048154
Position 527: 0.06189935190463525
Position 2572: 0.03490692437693704
Position 212: 0.03187709380315046
Position 1899: 0.029409742829409228
Position 245: 0.012859174404297687
Position 3363: 0.010253745144128839
Position 3241: 0.010104571383311337
Position 2897: 0.007812494490714335
Position 686: 0.006105006496239244
Position 2074: 0.0023005170595904846
Position 239: 0.002121160769591218
Position 452: 0.00211918452660591
Position 3263: 0.0020349330297706066
Position 2894: 0.0018697176186426472
Position 1062: 0.0013788683792493733
Position 1464: 0.00115750306976048
Position 2351: 0.001087454588364852
Position 2399: 0.0010452257615567245
Position 3704: 0.000979069726576618
Position 2596: 0.0009042387754273443
Position 854: 0.0009017950311990805
Position 472: 0.0008550696550798414
Position 3667: 0.0008347799271069413
Position 683: 0.0008072044181090145
Position 2841: 0.0007879225469472238
Position 2704: 0.0007691494037766571
Position 3245: 0.0007196059593589881
Position 2288: 0.0007088048565853571
Position 1874: 0.0006118428398826823
Position 539: 0.0005367425592721764
Position 386: 0.00048443578309444245
Position 3624: 0.000440033164305745
Position 3892: 0.00039432160606818457
Position 3229: 0.00037477652506781616
Position 338: 0.0003681849962454699
Position 2018: 0.00035562596064202224
Position 209: 0.0003252626358341819
Position 2129: 0.00032272391323971044
Position 2445: 0.000321014921191956
Position 2300: 0.00021169733001584248
Position 1824: 0.000199484080090641
Position 3851: 0.00018924242270517889
Position 2240: 0.00018733941684120084
Position 1555: 0.0001649024490327329
Position 403: 0.00015508533386995
Position 335: 0.00015479415183453692
Position 2267: 0.00014966559376011692
Position 400: 0.00014569401536066516
Position 2034: 0.00014022501066028104
Position 1574: 8.833933054071858e-05
Position 1435: 8.827445150835771e-05
Position 278: 8.616893974445554e-05
Position 2483: 8.034685215170568e-05
Position 2927: 7.509921253811179e-05
Position 3149: 7.146839856537625e-05
Position 3647: 6.011533193249531e-05
Position 443: 5.368431299248319e-05
Position 1724: 5.3040858389881555e-05
Position 1448: 5.2434889289442696e-05
Position 1753: 5.1594730072549285e-05
Position 691: 4.630570740640513e-05
Position 860: 4.478360916598245e-05
Position 2384: 4.4443759920584055e-05
Position 1801: 4.0121128238343675e-05
Position 2987: 3.9448067531523016e-05
Position 3683: 3.5605236499980206e-05
Position 707: 3.473603217743046e-05
Position 3077: 3.4497947749962046e-05
Position 3417: 3.3250180264174446e-05
Position 2051: 3.225129288811033e-05
Position 1133: 3.1581326782761686e-05
Position 3596: 2.2916243675203962e-05
Position 581: 2.158619687526928e-05
Position 2330: 1.9575432052760696e-05
Position 512: 1.887452031700493e-05
Position 2908: 1.732522560598041e-05
Position 3589: 1.6951972524438447e-05
Position 2990: 1.685275732551002e-05
Position 341: 1.459125391826298e-05
Position 1704: 1.385046446071704e-05
Position 2108: 1.3190127353139506e-05
Position 1595: 1.2873067883094172e-05
Position 1203: 1.2554727659319712e-05
Position 3511: 1.1901438837521965e-05
Position 2327: 1.182136428930877e-05
Position 1995: 1.1345701147528506e-05
Position 2105: 1.125788104286927e-05
Position 2451: 1.0547088403863805e-05
Position 947: 9.075616882256127e-06
Position 1589: 8.835007779837061e-06
Position 305: 8.26353209609294e-06
Position 802: 7.22540532738781e-06
Position 296: 7.049045884924256e-06
Position 2641: 5.334448447693923e-06
Position 1081: 4.940518282984408e-06
Position 2160: 4.929287098130816e-06
Position 704: 4.364974400242964e-06
Position 925: 3.849453764350126e-06
Position 1347: 2.631688157418006e-06
Position 793: 2.5268769332848754e-06
Position 2867: 1.797868819154098e-06
Position 97: 1.7587505268580604e-06
Position 437: 1.300031013161904e-06
Position 2938: 1.27113203030888e-06
Position 475: 9.45627222092465e-07
Position 483: 9.181107790461084e-07
Position 135: 5.758643121706735e-07
Position 467: 3.3125646384365466e-07
Position 2993: 2.5915541429174995e-07
Position 830: 2.2895944016119814e-07
Position 866: 1.8949968034271467e-07
Position 100: 1.712647088199182e-07
Position 812: 1.679814940226488e-07
Position 874: 1.533621418688099e-07
Position 377: 1.2586110899613133e-07
Position 587: 9.986612672019692e-08
Position 302: 9.748623883984632e-08
Position 824: 8.638365995700572e-08
Position 893: 7.975761154303593e-08
Position 557: 7.613698424464733e-08
Position 962: 5.9131932032423986e-08
Position 290: 2.6617238799207713e-08
Position 766: 2.5057753070185043e-08
Position 110: 1.9720951657610472e-08
Position 428: 1.0818423117656866e-08
Position 139: 1.01337505244465e-09
Position 221: 6.241597245612301e-11
Position 149: 6.266876299560738e-15
Position 154: 3.638240365316374e-15
Position 180: 1.9655589009226664e-15
