Gene = SCAR
Position 1837: 0.00040099458403741105
Position 280: 0.00032725812401767653
Position 2162: 0.0002990240000817383
Position 1834: 0.0002895191182554673
Position 77: 0.0002714091942813361
Position 919: 0.0002541131408357528
Position 817: 0.0002176193907371085
Position 5017: 0.00020834461164601068
Position 1672: 0.00017947162533956212
Position 1603: 0.0001719102559389458
Position 5267: 0.00014064015602970403
Position 1489: 0.00012775261054550664
Position 2209: 0.00011357281486412021
Position 980: 0.00011341347614911002
Position 5435: 0.00010249426722124432
Position 4744: 8.154213902810275e-05
Position 446: 7.915445720417203e-05
Position 4740: 6.539404646831392e-05
Position 244: 6.301302432214978e-05
Position 5476: 5.984782131689829e-05
Position 4752: 5.9588754421564464e-05
Position 5186: 5.6551753062097226e-05
Position 5523: 5.564506713324002e-05
Position 528: 4.511308422300667e-05
Position 4914: 3.652479745397286e-05
Position 1492: 3.598718890183991e-05
Position 602: 3.48636449816464e-05
Position 1340: 3.297114464137812e-05
Position 566: 3.070833691069973e-05
Position 1441: 2.7915391077818254e-05
Position 1276: 2.7803830331979322e-05
Position 1983: 2.244737459043884e-05
Position 2589: 1.8952624938369843e-05
Position 2866: 1.7485972617905316e-05
Position 5520: 9.096791155860004e-06
Position 1133: 8.52038550068983e-06
Position 2966: 6.297558829983247e-06
Position 680: 5.270670393363213e-06
Position 3364: 4.274635128265648e-06
Position 170: 4.260106245708282e-06
Position 3287: 4.108450968867748e-06
Position 4746: 1.3023795337786863e-06
Position 4941: 7.931777578117598e-07
Position 4944: 6.246482227980208e-07
Position 220: 5.506869436329865e-08
Position 366: 4.2008397872519215e-08
Position 293: 2.5107736004519554e-08
Position 4958: 2.3498510188757855e-08
Position 372: 2.1230961587321787e-08
Position 4989: 1.0304051395851419e-08
Position 297: 8.863132543596854e-09
Position 201: 4.334412909400784e-09
Position 141: 4.329910847815051e-09
Position 98: 4.009399930493747e-10
Position 185: 5.767398125652759e-11
Position 56: 5.0460447276593785e-12
Position 224: 3.607139501895811e-13
