Gene = ninaC
Position 90: 2.5822513215818843e-05
Position 2822: 2.5078905376307206e-05
Position 1738: 2.294677245797912e-05
Position 5187: 2.1769912485391637e-05
Position 2514: 2.0761353326540568e-05
Position 1415: 1.9804421871155755e-05
Position 5996: 1.948621777776382e-05
Position 2539: 1.7877451788935156e-05
Position 4382: 1.7805471319874184e-05
Position 1495: 1.6157403763173477e-05
Position 991: 1.4874830966335406e-05
Position 3648: 1.3717428590957095e-05
Position 1364: 1.277731784572252e-05
Position 5423: 1.1066529837502149e-05
Position 3960: 1.0195924699637304e-05
Position 5352: 1.018324385058913e-05
Position 4275: 8.742725312636861e-06
Position 6217: 8.725723233365535e-06
Position 63: 7.334782966859841e-06
Position 3929: 6.285715761364189e-06
Position 6005: 5.433495892489494e-06
Position 5174: 5.4179497466264716e-06
Position 451: 5.387932854144749e-06
Position 2292: 5.327095987967076e-06
Position 4192: 5.2465778290738145e-06
Position 4293: 4.825922367168492e-06
Position 2217: 4.696084077314765e-06
Position 2027: 4.290587730806067e-06
Position 2703: 4.1629933220623915e-06
Position 3043: 3.7129139379322785e-06
Position 3598: 3.523652181718801e-06
Position 3859: 3.3661042237272e-06
Position 2015: 3.2474056472437823e-06
Position 5333: 3.2087596892827043e-06
Position 5248: 2.4632706314773455e-06
Position 1287: 2.4463619939334355e-06
Position 1276: 2.124643660596337e-06
Position 3737: 1.6838272421714748e-06
Position 4284: 1.6295933420818353e-06
Position 3824: 1.5207251397623802e-06
Position 6429: 1.4282204409881698e-06
Position 933: 1.413425028796149e-06
Position 4262: 9.807394976068953e-07
Position 3642: 6.56637363471518e-07
Position 3917: 6.488753822106852e-07
Position 3546: 5.980516361084746e-07
Position 1950: 5.67372312030715e-07
Position 4168: 4.599112634739289e-07
Position 3750: 4.443028253221919e-07
Position 4419: 3.3925743431416255e-07
Position 1690: 2.926849572775274e-07
Position 861: 2.4966592840720234e-07
Position 3387: 2.3732381814340833e-07
Position 42: 1.7132085852835468e-07
Position 3336: 1.319357877726231e-07
Position 3890: 1.2935153375001181e-07
Position 5226: 1.181300364506357e-07
Position 1851: 1.1369074502040199e-07
Position 168: 1.0102050567144437e-07
Position 1881: 1.00334384804884e-07
Position 7: 9.083073677877726e-08
Position 713: 6.344711597209626e-08
Position 142: 6.183375585451895e-08
Position 944: 6.044065808647125e-08
Position 3673: 5.907292165260478e-08
Position 923: 5.323516577920227e-08
Position 653: 4.5856819938984856e-08
Position 1843: 4.371840170974773e-08
Position 1789: 3.8369499313747794e-08
Position 3487: 3.462361175700973e-08
Position 1369: 3.3439957758797555e-08
Position 166: 3.035951555642842e-08
Position 3887: 2.957636115605484e-08
Position 3391: 2.892033442970072e-08
Position 1757: 2.856392665283825e-08
Position 1720: 2.7417495567701078e-08
Position 4047: 2.4734881241919424e-08
Position 1367: 1.9197095915049385e-08
Position 704: 1.4954297616132194e-08
Position 878: 1.4649603689914537e-08
Position 1578: 1.407647445809739e-08
Position 978: 1.1613146561698762e-08
Position 2115: 1.0799960540306585e-08
Position 1268: 9.175544180107526e-09
Position 1968: 8.194142235847316e-09
Position 2144: 6.67220417981999e-09
Position 6214: 6.614181737579997e-09
Position 1296: 5.43507200718196e-09
Position 4113: 5.231919337540213e-09
Position 2177: 4.937514207967342e-09
Position 416: 4.217273182212834e-09
Position 6064: 4.08181250719933e-09
Position 774: 3.741488927574072e-09
Position 2542: 2.269369515616708e-09
Position 392: 8.05548256175868e-10
Position 2793: 4.978369314563272e-10
Position 4239: 3.1341925878782384e-10
Position 4559: 2.6181871558120496e-10
Position 5150: 2.0699645515531224e-10
Position 4298: 1.3250566378976943e-10
Position 4010: 1.1822800518852715e-10
Position 1103: 1.0986271697635435e-10
Position 5146: 3.783945293970712e-11
Position 5604: 9.379549086189984e-12
Position 2937: 6.38445546346389e-13
Position 1407: 1.2518202368012656e-13
Position 1546: 1.1676731348955712e-13
Position 4110: 6.476206848311877e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3700: 0.9998597746567413
Position 4258: 0.9988615707244494
Position 2003: 0.9923596359127137
Position 5308: 0.9885795358293977
Position 1081: 0.9877449779504959
Position 4053: 0.9816158143568439
Position 3361: 0.9691772805170854
Position 6104: 0.9485904855369535
Position 4419: 0.936646267203141
Position 5776: 0.9257351362544508
Position 5055: 0.9072175375405926
Position 228: 0.5364702041305504
Position 3144: 0.4361035080785449
Position 1300: 0.35493679821609675
Position 3009: 0.2886481014561243
Position 399: 0.2795312002402855
Position 2684: 0.149391030477735
Position 682: 0.09175205502517024
Position 6134: 0.047996352118515856
Position 5824: 0.03984307547110584
Position 4747: 0.030587771609293875
Position 5789: 0.02733922458857818
Position 128: 0.02470543859806703
Position 4736: 0.015421727035653409
Position 4719: 0.014021130787651175
Position 537: 0.012375986302487346
Position 4487: 0.011684090736472481
Position 2618: 0.008360296921661093
Position 639: 0.007297131775590194
Position 2444: 0.006972167437942691
Position 5516: 0.006732586603890219
Position 3208: 0.006461209113057024
Position 489: 0.006237018143351919
Position 2640: 0.005993244115143398
Position 4135: 0.005933394157675357
Position 2511: 0.005773013612321425
Position 833: 0.004075824672384476
Position 2015: 0.003928087759886196
Position 245: 0.0038824067387521325
Position 4781: 0.0034448111295023293
Position 839: 0.0034053691346082916
Position 509: 0.0033538168634161267
Position 3212: 0.0029980350982766316
Position 4862: 0.0028157653830170426
Position 6366: 0.002652772391979452
Position 688: 0.0026045655982394706
Position 5530: 0.0024354112542489975
Position 4773: 0.0023787335491337164
Position 5849: 0.002127260329567111
Position 5542: 0.0020334777090392454
Position 345: 0.0018788987416900771
Position 512: 0.001782303051167758
Position 2513: 0.0017648168078381941
Position 4430: 0.001675246463988838
Position 553: 0.0016485082133784969
Position 2534: 0.001647472934098987
Position 6319: 0.0015413445451230687
Position 6584: 0.0014451259314354008
Position 4473: 0.0013458142727035306
Position 6370: 0.0012349105261399282
Position 4752: 0.0010403337244176657
Position 2627: 0.0010160626405198618
Position 860: 0.0009918105686750117
Position 5479: 0.000960149487407681
Position 3055: 0.000893505790455604
Position 1555: 0.0008663204583612121
Position 1704: 0.0008526836106032732
Position 2474: 0.0008302842062826599
Position 4959: 0.0007852579022749508
Position 134: 0.0007729754512536915
Position 518: 0.0007647397689777388
Position 2399: 0.0007271874005986658
Position 2027: 0.0007074990687682992
Position 653: 0.0006903216768138694
Position 427: 0.0006807634275233032
Position 2453: 0.0006146123678624467
Position 2081: 0.0005385202924016666
Position 1488: 0.0005275360732990552
Position 5969: 0.0005230479707571316
Position 2798: 0.0005191237393323225
Position 2045: 0.0005133688842346749
Position 495: 0.0004994932541445311
Position 6538: 0.0004542311046756967
Position 1881: 0.0004530918345167594
Position 270: 0.00045123726519952624
Position 6236: 0.0004510617989038502
Position 4102: 0.00042935330927721077
Position 6547: 0.0004283650982952655
Position 335: 0.0003703041673228359
Position 1726: 0.00034744434878022446
Position 800: 0.0003451882825971111
Position 5878: 0.00032689683212790187
Position 6465: 0.0003159495735914279
Position 5062: 0.00028370949403952873
Position 1685: 0.0002633076806236227
Position 1100: 0.00025201855815421654
Position 456: 0.0002442887439893673
Position 5186: 0.00022248027945157426
Position 5966: 0.00020084240738618301
Position 1273: 0.00019901612027516802
Position 785: 0.00019574592055515203
Position 5407: 0.00017232747801855942
Position 5632: 0.00015956841830992583
Position 4274: 0.00015608029909809244
Position 1364: 0.0001534084677917886
Position 624: 0.00014788867418731268
Position 5894: 0.0001460651084858272
Position 1501: 0.00014085725844824358
Position 5629: 0.00012128077557467735
Position 6149: 0.00011536949072333148
Position 2259: 0.0001066664165038896
Position 596: 0.00010486337096155233
Position 1552: 0.00010164972446448359
Position 5159: 0.00010104200404690356
Position 749: 9.946090817701952e-05
Position 1729: 9.334109109783416e-05
Position 696: 8.883762953586925e-05
Position 5551: 8.860643708298012e-05
Position 5458: 8.84404292079394e-05
Position 3717: 8.570216272255357e-05
Position 466: 8.254276804510779e-05
Position 6258: 8.236085720655588e-05
Position 878: 6.882047992725558e-05
Position 6335: 6.513129144682437e-05
Position 5571: 6.44660742727029e-05
Position 2555: 6.098810937825764e-05
Position 1930: 6.0818135380371396e-05
Position 5833: 4.8610377161866636e-05
Position 1103: 4.817396782643495e-05
Position 3399: 4.775911648135468e-05
Position 4382: 4.557597087261332e-05
Position 3284: 4.479200469775192e-05
Position 2762: 4.429293638320755e-05
Position 2459: 3.965752542802755e-05
Position 1321: 3.9312107899744206e-05
Position 5635: 3.812963274883991e-05
Position 6089: 3.7593834184693825e-05
Position 2838: 3.527061416354321e-05
Position 3895: 3.481879994567692e-05
Position 1777: 3.481286841356295e-05
Position 5240: 3.392037041605413e-05
Position 1714: 2.9127943475428467e-05
Position 1578: 2.8321370542914835e-05
Position 4199: 2.7456305614424907e-05
Position 2366: 2.6553155820508607e-05
Position 6382: 2.65284127484956e-05
Position 1762: 2.506011258285575e-05
Position 2502: 2.364106695789989e-05
Position 2575: 2.3301597454950672e-05
Position 3378: 2.3100398903168885e-05
Position 5411: 2.138193614418673e-05
Position 1645: 1.674193296530155e-05
Position 5638: 1.5553132575656435e-05
Position 4930: 1.4658804619900763e-05
Position 611: 1.4203213186878301e-05
Position 5692: 1.4141954554040622e-05
Position 5108: 1.399766467741084e-05
Position 158: 1.3569840163501399e-05
Position 1764: 1.3107203650695677e-05
Position 3737: 1.3062938258461913e-05
Position 6214: 1.2557454602289239e-05
Position 3383: 1.1216512691970018e-05
Position 1927: 9.363486389297052e-06
Position 5716: 7.17482755373652e-06
Position 6403: 6.775703424948456e-06
Position 2905: 6.410392069799422e-06
Position 1942: 6.32378505586087e-06
Position 1459: 6.1895120779645955e-06
Position 1120: 6.007922746943785e-06
Position 4495: 5.896289147480802e-06
Position 3164: 4.7926007254591415e-06
Position 6077: 4.261930707958684e-06
Position 1576: 4.152557261244113e-06
Position 4010: 3.7552051120522805e-06
Position 5393: 3.7188975256955855e-06
Position 4023: 3.2968282373027937e-06
Position 3901: 3.0971457481982937e-06
Position 6015: 3.021121618130458e-06
Position 5437: 2.962888177605536e-06
Position 5989: 2.2994605136546675e-06
Position 5984: 2.0491126810845866e-06
Position 101: 1.84670773731391e-06
Position 4084: 1.7491199790461701e-06
Position 3808: 1.739451588300757e-06
Position 4165: 1.7185979422040177e-06
Position 3943: 1.4638013673640626e-06
Position 140: 1.4012728991464974e-06
Position 4235: 1.354123989895669e-06
Position 3804: 9.11342436194303e-07
Position 3946: 7.552726002251498e-07
Position 2102: 7.507300253828524e-07
Position 4280: 5.457874806643037e-07
Position 2171: 3.42271086747695e-07
Position 3859: 3.1055693803231786e-07
Position 4283: 3.0681180002454685e-07
Position 4268: 2.980137915390049e-07
Position 4320: 2.621827801760637e-07
Position 4547: 2.3655753033740343e-07
Position 4142: 2.3268266709539428e-07
Position 4298: 2.1763547646278384e-07
Position 4239: 2.1608126669125448e-07
Position 4192: 1.4910596846589136e-07
Position 4531: 1.4820289285206202e-07
Position 4230: 1.3554837409815351e-07
Position 4203: 9.606157448796567e-08
Position 4159: 9.510090246156924e-08
Position 2099: 8.600711543968631e-08
Position 163: 6.127203085473822e-08
Position 4501: 4.631885170560745e-08
Position 56: 4.5924256220433784e-08
Position 288: 2.205074861621967e-08
Position 274: 2.193222836734594e-08
Position 3865: 2.1395491694213872e-08
Position 4535: 1.8918366832900932e-08
Position 4337: 1.8837088304909206e-08
Position 176: 1.7818034378868767e-08
Position 3984: 1.781103794104714e-08
Position 1148: 1.6205577083769474e-08
Position 202: 4.355352390315448e-09
Position 192: 3.6114730898947417e-09
Position 90: 3.4607079626051513e-09
Position 4553: 3.2547462218924485e-09
Position 183: 2.3942249982699053e-10
