Gene = Culd
Position 2030: 3.9075979632536076e-05
Position 496: 3.1766106837689534e-05
Position 2041: 3.0349200499629432e-05
Position 657: 2.2560133234573958e-05
Position 40: 1.836370708219936e-05
Position 2039: 1.78135874338162e-05
Position 162: 1.3914040336772485e-05
Position 623: 1.3086407951042003e-05
Position 67: 8.42387002755711e-06
Position 130: 5.328035254423532e-06
Position 328: 3.4243358667711187e-06
Position 441: 1.9511527385428286e-06
Position 580: 1.9040064946996282e-06
Position 3: 1.281819830462731e-06
Position 1919: 1.022348151429152e-06
Position 430: 1.018819407456411e-06
Position 396: 9.369302405332498e-07
Position 2980: 9.202431585798421e-07
Position 659: 8.246205688374763e-07
Position 1165: 5.703123452896057e-07
Position 514: 5.410073052854139e-07
Position 398: 5.080961135229259e-07
Position 753: 5.07503756009124e-07
Position 242: 4.573576941810549e-07
Position 596: 4.2555608427661025e-07
Position 176: 4.216611716995728e-07
Position 423: 3.255037591030893e-07
Position 809: 3.0049182812949146e-07
Position 221: 1.374791640640445e-07
Position 407: 1.1964849430111585e-07
Position 450: 1.0960994594635538e-07
Position 1757: 9.358920638916177e-08
Position 1995: 9.317147904275114e-08
Position 512: 7.41667353284098e-08
Position 366: 3.5530441289093205e-08
Position 8: 1.9432728822993297e-08
Position 6: 1.559171509214785e-09
Position 384: 6.972119003694963e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2112: 0.9818945945417694
Position 1685: 0.9516106026415312
Position 353: 0.9458438577615499
Position 2883: 0.6454301437530048
Position 1348: 0.5822538982130118
Position 747: 0.37227826547868187
Position 3078: 0.30508982533875156
Position 980: 0.2214066041631417
Position 2869: 0.2208115575098315
Position 1295: 0.1530784085751555
Position 2674: 0.12982113994322894
Position 1055: 0.12953618426284702
Position 935: 0.08655158110127446
Position 3273: 0.06923497942968487
Position 3134: 0.05736126513314194
Position 2892: 0.05532619511126613
Position 1238: 0.047295051532782344
Position 957: 0.038059817396906406
Position 1354: 0.03461555031637549
Position 2910: 0.02228027497044486
Position 2347: 0.018903169883873666
Position 1429: 0.016824624074497887
Position 3212: 0.01652797730491007
Position 1380: 0.01404718608956906
Position 374: 0.01177187839603834
Position 1614: 0.010903320751776389
Position 3099: 0.009265566943153255
Position 3933: 0.008340578978280234
Position 782: 0.006581873665568604
Position 1553: 0.005315256402713603
Position 762: 0.004397390936801525
Position 2608: 0.004042064460105823
Position 1121: 0.003923952756529628
Position 2398: 0.0031837646807278135
Position 1885: 0.0029769513986914243
Position 3122: 0.002813529403218358
Position 2447: 0.002724534309637482
Position 481: 0.0025748385621768076
Position 1208: 0.002229693140410452
Position 2697: 0.0021151367528458357
Position 3523: 0.0017648409273266113
Position 2851: 0.0017385627936400414
Position 1304: 0.0016888984067904018
Position 1330: 0.001651984898166392
Position 640: 0.0015480648771902545
Position 2132: 0.0015296346441508824
Position 3889: 0.001272517035075476
Position 1863: 0.0011662565344059182
Position 384: 0.0010597992992627868
Position 3226: 0.0010313660868407075
Position 533: 0.0009168943819023588
Position 3152: 0.0009102335223212557
Position 3458: 0.0008280326491512834
Position 2474: 0.0008242915773937342
Position 3061: 0.0008099045410568776
Position 2206: 0.0007909746971140983
Position 3352: 0.0007271609336004213
Position 412: 0.0006936473847850766
Position 355: 0.0006513255563858029
Position 779: 0.0006327968698187274
Position 2321: 0.0006086614329292223
Position 1215: 0.0006041162602973005
Position 1033: 0.000572985018376364
Position 3501: 0.0005723548179884417
Position 695: 0.0005227548968596952
Position 3479: 0.0005120364654899555
Position 689: 0.0005117081917511869
Position 3283: 0.0004986758417646784
Position 2702: 0.0004793786017374439
Position 573: 0.00045557275347637424
Position 2297: 0.0004512355997588651
Position 3142: 0.00036474747905714883
Position 3397: 0.0003564184405465289
Position 1395: 0.00033648665644441824
Position 1789: 0.0003330960647272881
Position 1402: 0.000288651190993299
Position 3573: 0.0002672355244289962
Position 3428: 0.00026019696065678554
Position 815: 0.0002381295651881582
Position 2301: 0.0002280556464407787
Position 1118: 0.0002123432734215561
Position 717: 0.0001773290032476991
Position 1097: 0.00015856748012400119
Position 2915: 0.00014367317329847714
Position 3673: 0.0001232688709329892
Position 959: 0.00011603650323324926
Position 2617: 0.00011333354584354001
Position 407: 0.00011257386645453847
Position 701: 0.00010694925250520173
Position 2437: 9.727429608873646e-05
Position 1062: 9.533688484526887e-05
Position 1270: 9.450113898091525e-05
Position 1433: 9.206269378241662e-05
Position 508: 5.635108297621948e-05
Position 1102: 5.349153636926245e-05
Position 802: 5.305097748442929e-05
Position 1833: 4.799482981691038e-05
Position 1265: 4.388966597536295e-05
Position 2313: 4.20761173716255e-05
Position 766: 3.946597684788466e-05
Position 2410: 3.312020928300248e-05
Position 317: 3.217669663062953e-05
Position 94: 1.7334221425890448e-05
Position 542: 1.3793678158500825e-05
Position 646: 1.1467396944290069e-05
Position 613: 7.674883552928939e-06
Position 176: 6.507278807567622e-06
Position 2994: 5.652057960684114e-06
Position 809: 4.783811905381047e-06
Position 822: 4.204985418722279e-06
Position 154: 4.163628646554542e-06
Position 593: 3.6885112787887426e-06
Position 708: 3.640669544781115e-06
Position 575: 2.639961263504241e-06
Position 218: 2.1597036116147807e-06
Position 642: 1.6480781165895794e-06
Position 503: 1.3582988920603115e-06
Position 100: 7.188816736703175e-07
Position 179: 6.825544594334722e-07
Position 332: 5.400341083681369e-07
Position 623: 4.1114227223728447e-07
Position 1475: 3.790514404835293e-07
Position 308: 3.539703627755545e-07
Position 437: 3.4329803301507493e-07
Position 290: 3.411298884383449e-07
Position 173: 2.7893432928325894e-07
Position 74: 2.1863450954127736e-07
Position 419: 1.6746778753377872e-07
Position 60: 1.3730422274212946e-07
Position 242: 1.552182797312684e-08
Position 46: 1.0796815912487403e-08
Position 71: 9.772247006465885e-09
Position 247: 8.750472829082108e-09
Position 157: 5.275493508957336e-09
Position 908: 4.8508177145632555e-09
Position 266: 1.1002290856662867e-09
Position 52: 6.275146574986023e-10
Position 253: 2.9397043935198367e-10
Position 292: 8.206843990912913e-13
Position 255: 7.359841531746326e-13
Position 296: 4.337788448787714e-13
Position 159: 2.1288598282274998e-13
