Gene = FucTA
Position 3936: 0.0052947783986089835
Position 3410: 0.004934998363551909
Position 372: 0.004100993617612582
Position 6676: 0.003782263892100157
Position 1440: 0.0036946795977607465
Position 6725: 0.0034563960185445292
Position 619: 0.0031994275826032997
Position 141: 0.002823562840743877
Position 2563: 0.002499461043836839
Position 1156: 0.0024458113772500836
Position 3464: 0.002165826866535865
Position 2572: 0.0018947948281885726
Position 7244: 0.0017287879640932413
Position 1346: 0.0016216253210095419
Position 4385: 0.0016111735129943105
Position 4174: 0.0014592521261957928
Position 1380: 0.0013752616213654587
Position 646: 0.0012584146779470395
Position 770: 0.0011257178929237473
Position 554: 0.0010368849627214402
Position 5266: 0.0009036535876212075
Position 732: 0.000845700991874286
Position 146: 0.0007883588060537491
Position 6563: 0.0007457706847248363
Position 3967: 0.0007431624433399335
Position 430: 0.0006915823703027238
Position 1355: 0.0006457995842385103
Position 4715: 0.000621172036327683
Position 3921: 0.0005934245615913636
Position 3858: 0.0005872971238903626
Position 1409: 0.0005766220458748285
Position 5875: 0.0005543089198668033
Position 828: 0.0005454511616434561
Position 5147: 0.000502460767667908
Position 5526: 0.0004978122556565332
Position 6984: 0.00046946140459619483
Position 3940: 0.00043743658678738586
Position 3001: 0.0004224630304019161
Position 1816: 0.0004100389834288441
Position 6900: 0.0004066763341125131
Position 186: 0.0004046389461881512
Position 6360: 0.00036139175924427853
Position 5746: 0.0003456475411369627
Position 6402: 0.0002722304456921119
Position 1233: 0.00027211391416355035
Position 1124: 0.0002673884510825763
Position 1612: 0.00020239005040778815
Position 6055: 0.00019945110488891923
Position 1019: 0.00016778857901896807
Position 475: 0.00016147644450525508
Position 4153: 0.00011788227758419152
Position 5812: 0.00011243160694793882
Position 5643: 0.00010314793071455418
Position 4021: 0.00010218141898838464
Position 115: 9.984872674037415e-05
Position 5272: 9.649408432543329e-05
Position 5241: 7.991243993521238e-05
Position 462: 6.974218435112299e-05
Position 6020: 6.361305065191464e-05
Position 5968: 4.1442040184420896e-05
Position 879: 3.994704391083505e-05
Position 5108: 3.9131664679724165e-05
Position 5206: 3.891409097293933e-05
Position 5890: 3.835970057851395e-05
Position 1129: 3.6100437661082577e-05
Position 207: 2.6028776556292407e-05
Position 5157: 2.3002536750105423e-05
Position 374: 2.2721007800341564e-05
Position 426: 2.2297689410433096e-05
Position 5296: 2.1020755995967767e-05
Position 5287: 2.001317097054065e-05
Position 6031: 1.5024563486557677e-05
Position 5138: 1.3441718206188893e-05
Position 5646: 1.3307592557329244e-05
Position 5293: 1.243751238002886e-05
Position 5997: 1.2179269313997989e-05
Position 2493: 9.372752964689874e-06
Position 436: 7.3124053280553285e-06
Position 297: 7.165911607528243e-06
Position 5531: 6.692505764081371e-06
Position 5299: 5.607589587922289e-06
Position 5515: 5.248314218881775e-06
Position 313: 4.3714857946628265e-06
Position 203: 3.684905053845325e-06
Position 5602: 3.183430271815258e-06
Position 5824: 2.9134823916835568e-06
Position 5444: 2.200015473422694e-06
Position 5329: 1.205104734995907e-06
Position 595: 8.987661250096604e-07
Position 5124: 7.591581245165491e-07
Position 517: 7.143620822719745e-07
Position 668: 6.926002592907535e-07
Position 5404: 6.331952972766856e-07
Position 798: 3.3114853420880466e-07
Position 213: 1.0394732020407441e-07
Position 5441: 8.822963497717215e-08
Position 5498: 7.087240983744364e-08
Position 171: 3.44873702285132e-08
Position 5678: 3.2478119714934794e-08
Position 5569: 3.1087064189490296e-08
Position 157: 2.3159388244841088e-08
Position 5620: 1.2756999279028408e-08
Position 5680: 7.817438367871253e-09
Position 5785: 6.434236422580125e-09
Position 5706: 1.0314307301460873e-09
Position 221: 3.770110219764217e-10
Position 216: 3.459353793355262e-10
Position 62: 2.425831110961653e-12
