Gene = lt
Position 1924: 0.002033405548968855
Position 626: 0.0019344808827386109
Position 389: 0.0008867522027475359
Position 1434: 0.0008587664246058359
Position 2725: 0.0008126372328931684
Position 651: 0.000781992676965988
Position 1290: 0.0007156672604483261
Position 1508: 0.0006922427621277029
Position 1532: 0.0006905386296393243
Position 6113: 0.0005677729738627726
Position 6553: 0.00043821187098660926
Position 1179: 0.0004265811428459531
Position 1494: 0.00031244354511250383
Position 9266: 0.00031059718150524185
Position 1040: 0.0002799719448097447
Position 1172: 0.00027524287379873555
Position 632: 0.0002503193663664073
Position 5336: 0.00023748171516459237
Position 3907: 0.000182684102619976
Position 425: 0.00018159711139502624
Position 5266: 0.00017246292122585026
Position 447: 0.00016090612192222134
Position 126: 0.00014590499863397538
Position 1015: 0.00013728667981789425
Position 7264: 0.00011835637801968335
Position 5760: 0.00010402112910254079
Position 1573: 9.880951667501346e-05
Position 1271: 8.719358146165801e-05
Position 8123: 7.583390078119847e-05
Position 8000: 6.915013442798478e-05
Position 296: 6.601671168697139e-05
Position 7476: 6.403789864351316e-05
Position 110: 6.302925075067577e-05
Position 4092: 6.284350910174608e-05
Position 491: 5.8017799605507116e-05
Position 7535: 4.633274845384808e-05
Position 5130: 4.4594707528222507e-05
Position 3541: 3.992517016849367e-05
Position 1188: 3.681781814342388e-05
Position 467: 2.77887126124155e-05
Position 6563: 2.77800517903278e-05
Position 6427: 1.9895891079924724e-05
Position 700: 1.7542537782089567e-05
Position 3597: 1.707322179033328e-05
Position 3128: 1.6416245813093154e-05
Position 6477: 1.3286480494406734e-05
Position 5548: 1.2204009957701693e-05
Position 485: 1.1248069429843393e-05
Position 3108: 9.80691278862962e-06
Position 6622: 9.088107727053347e-06
Position 203: 9.070530769335409e-06
Position 3053: 7.695363507306282e-06
Position 6459: 6.882457268582048e-06
Position 1831: 5.318862819032936e-06
Position 3698: 4.555859572107669e-06
Position 679: 4.545182655201525e-06
Position 312: 4.462427979504802e-06
Position 3947: 4.071504511128601e-06
Position 556: 3.9364694050994105e-06
Position 692: 3.844034902937158e-06
Position 1359: 3.662728626509466e-06
Position 1554: 3.595167465871309e-06
Position 505: 2.8225241491919054e-06
Position 4583: 2.5885206214608817e-06
Position 339: 2.4252680268014585e-06
Position 237: 1.949774232655442e-06
Position 5086: 1.6281110061435296e-06
Position 473: 1.110177951736574e-06
Position 3727: 1.0838372577449643e-06
Position 499: 7.841005461861122e-07
Position 3978: 6.720731774248977e-07
Position 3558: 5.464914121006978e-07
Position 2970: 5.3135501987309e-07
Position 52: 5.256217142891516e-07
Position 217: 5.118523989776939e-07
Position 3932: 4.049373248988646e-07
Position 1559: 3.47812116105346e-07
Position 3666: 3.2093541973947365e-07
Position 666: 3.046318140845531e-07
Position 839: 2.064058904360455e-07
Position 970: 1.8575081301833052e-07
Position 845: 1.7811078460285128e-07
Position 814: 1.5682670287391124e-07
Position 824: 1.1909126941867862e-07
Position 1943: 1.1805622468204243e-07
Position 811: 7.950759181994127e-08
Position 930: 7.073166987285977e-08
Position 952: 6.355500784824565e-08
Position 894: 5.714891129521289e-08
Position 1085: 5.2946469810455726e-08
Position 849: 2.5404995270455787e-08
Position 902: 2.2013146519914137e-08
Position 2413: 1.7597962586267714e-08
Position 1069: 5.307715921033957e-09
Position 1052: 1.680021553156276e-09
Position 1153: 1.054268579831026e-09
Position 2077: 1.0246346654612481e-09
Position 1071: 9.533778118849054e-10
Position 213: 4.488182632385102e-11
Position 225: 3.353669945793947e-12
