Gene = Strip
Position 368: 1.372034299343181e-06
Position 638: 1.3256441811294964e-06
Position 177: 1.0869826170425948e-06
Position 820: 8.720778299846852e-07
Position 4532: 7.316878211904141e-07
Position 730: 7.20980101958675e-07
Position 956: 4.625080398900903e-07
Position 531: 3.6175665384683036e-07
Position 856: 3.2806146413886333e-07
Position 246: 2.8186464669802045e-07
Position 562: 2.4495362816409417e-07
Position 42: 2.337358269405558e-07
Position 556: 1.5527128911033407e-07
Position 472: 1.4906364522013317e-07
Position 224: 1.4536050932783893e-07
Position 585: 1.7153730047152682e-08
Position 913: 4.384836867920613e-09
Position 416: 5.684574446535454e-12
Position 192: 5.382733470089786e-12
Position 116: 5.230117260033829e-12
Position 275: 4.490940732024941e-12
Position 475: 3.396411759985676e-12
Position 329: 3.200869623518189e-12
Position 68: 3.136341753436362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4234: 0.9694554180198743
Position 6118: 0.26059800679057565
Position 3269: 0.2572476585040263
Position 6028: 0.235411947561494
Position 4805: 0.22794164768174424
Position 3934: 0.14325865049302505
Position 3882: 0.12862673409423453
Position 2834: 0.11749350316401631
Position 2820: 0.09206868271537288
Position 3536: 0.08944786295619903
Position 2859: 0.07685751113696314
Position 6451: 0.06001597000524917
Position 2856: 0.046490468366518004
Position 3792: 0.0331487892108386
Position 3043: 0.031147117154435737
Position 4784: 0.025068795700781944
Position 5531: 0.02444022924670468
Position 924: 0.01894979250552588
Position 2609: 0.0180899835120613
Position 6780: 0.016958786270530643
Position 6534: 0.0133365147112734
Position 5084: 0.010450142454556725
Position 5462: 0.009887003290156696
Position 6634: 0.009555532560982419
Position 5015: 0.009328319074259715
Position 1984: 0.008245501928233577
Position 4988: 0.004041527329870566
Position 1921: 0.003198354284680167
Position 5072: 0.0031568134824589136
Position 3812: 0.0026086716045612525
Position 5033: 0.002375329747453368
Position 3019: 0.0019451961171342456
Position 1885: 0.0018513121723014254
Position 1867: 0.0017665335668062164
Position 3057: 0.0016980338582862405
Position 2021: 0.0015383587870351875
Position 834: 0.001271132683222096
Position 4818: 0.0010271829306355432
Position 5879: 0.0010053906771708833
Position 1162: 0.0008405917950861012
Position 998: 0.0008249928505655729
Position 2479: 0.0007864310044387315
Position 4997: 0.0007159560729947768
Position 4253: 0.0006514788890473267
Position 1001: 0.0006419520847920039
Position 1181: 0.00040103277578678405
Position 1770: 0.00039600268480996655
Position 6815: 0.0002456181657472799
Position 1188: 0.0002440669409607649
Position 518: 0.00022668506862912215
Position 6769: 0.00017523008545371652
Position 1322: 0.00016911783001370993
Position 6818: 0.00012779452171466868
Position 4631: 0.00012463225916880784
Position 4879: 0.0001192804127745934
Position 1798: 9.00765051120503e-05
Position 867: 8.736677978421192e-05
Position 578: 8.198850064000408e-05
Position 4748: 8.126765743125384e-05
Position 713: 6.620494841582482e-05
Position 4441: 6.552952867289817e-05
Position 2032: 6.537147000302055e-05
Position 729: 5.2453786654556966e-05
Position 967: 5.1753364301276046e-05
Position 1620: 3.730264282498856e-05
Position 4436: 3.654896897256732e-05
Position 2008: 2.7292817765470055e-05
Position 554: 2.4641243152923536e-05
Position 1907: 2.3704199408271056e-05
Position 4277: 2.2469288013976056e-05
Position 364: 1.8006728674311262e-05
Position 4250: 1.4699530221132768e-05
Position 672: 1.1716426345648585e-05
Position 658: 6.405865154378124e-06
Position 590: 5.534068834601062e-06
Position 2209: 4.261628631905272e-06
Position 239: 3.975969042709531e-06
Position 1549: 2.668522941069465e-06
Position 397: 2.614251793156221e-06
Position 2188: 2.407145229677571e-06
Position 1108: 2.0003365283770238e-06
Position 843: 9.228262078107017e-07
Position 4478: 8.152195654026404e-07
Position 410: 4.940322810397471e-07
Position 349: 4.813153141576822e-07
Position 437: 3.5905539977468217e-07
Position 421: 2.65797977401454e-07
Position 1564: 9.862571841779575e-09
Position 1575: 6.242798577207429e-09
Position 853: 5.687633951345645e-09
Position 1378: 4.667317039031956e-09
Position 897: 4.531023876619578e-09
Position 434: 1.1971697204966226e-09
Position 299: 5.574945694592764e-10
Position 681: 2.382883055226126e-10
Position 309: 2.274705061354578e-10
