Gene = kto
Position 6400: 0.0005057684595173847
Position 7059: 0.0004919082255759143
Position 1039: 0.0004779948370890543
Position 661: 0.00046902192373552895
Position 6393: 0.0004258352016554959
Position 500: 0.00042186881366880426
Position 2071: 0.0003997840428523812
Position 6006: 0.00038626719171627055
Position 6202: 0.0003666050295438671
Position 7574: 0.0002882824271026489
Position 6891: 0.00028314743679414597
Position 5362: 0.0002759249348246184
Position 1481: 0.0002565096158035099
Position 6785: 0.00024951188907156794
Position 1091: 0.00023851071266868808
Position 6140: 0.00023624209576137976
Position 7335: 0.00021798718756437378
Position 5418: 0.00020527672339058163
Position 6199: 0.00016168368223261884
Position 1724: 0.00014574033557382144
Position 239: 0.0001374238988924763
Position 853: 0.00012921437429636932
Position 5577: 0.00011379231053244254
Position 8055: 8.852084881367542e-05
Position 6710: 8.541552928958331e-05
Position 6703: 7.953767428293296e-05
Position 5437: 7.657571751183565e-05
Position 5922: 7.48257724693791e-05
Position 7110: 7.074661276341312e-05
Position 5779: 6.936370610738036e-05
Position 5623: 6.756451247893962e-05
Position 6898: 6.624821786967881e-05
Position 7050: 6.60164782110151e-05
Position 1453: 6.426347864335476e-05
Position 7177: 5.9718381262061405e-05
Position 7062: 4.8904682444198345e-05
Position 5893: 4.771982223315958e-05
Position 5769: 4.563619561115665e-05
Position 362: 4.4929721776876795e-05
Position 5825: 4.140797118679882e-05
Position 6418: 3.6318940929483966e-05
Position 111: 3.507204635382333e-05
Position 1020: 3.446745105506095e-05
Position 999: 3.415953048167788e-05
Position 7658: 3.410740872942456e-05
Position 6259: 3.236671030150851e-05
Position 6885: 2.7975619789730144e-05
Position 8186: 2.7948372642402877e-05
Position 3735: 2.7346928786373452e-05
Position 5925: 2.5610831837617512e-05
Position 5835: 2.496883000793671e-05
Position 7928: 2.29203356912197e-05
Position 6846: 2.1618140954554014e-05
Position 3954: 1.7731064194607363e-05
Position 6387: 1.7701662993221997e-05
Position 7877: 1.7569477224775922e-05
Position 3593: 1.681763228001966e-05
Position 5777: 1.5651123344124377e-05
Position 5403: 1.5322705909064865e-05
Position 5997: 1.4897716561038956e-05
Position 3540: 1.43494875445815e-05
Position 6121: 1.3467985745470098e-05
Position 5912: 1.2894920550544672e-05
Position 5830: 1.109096971487911e-05
Position 5678: 5.9244056082094505e-06
Position 87: 5.095553414448781e-06
Position 5662: 4.866782227920118e-06
Position 1280: 4.66740470024516e-06
Position 5907: 4.1275340189010425e-06
Position 5415: 4.064028849340692e-06
Position 7452: 4.061898530788227e-06
Position 487: 3.71068951064138e-06
Position 1768: 3.662822059046124e-06
Position 6118: 3.640846189186416e-06
Position 1476: 2.823599903231728e-06
Position 5941: 2.761240496620786e-06
Position 1899: 2.3606328861673995e-06
Position 840: 2.276260416499176e-06
Position 628: 2.2430378892817194e-06
Position 523: 2.2082742561066837e-06
Position 6896: 2.180561400460579e-06
Position 5827: 2.123103960396592e-06
Position 796: 2.1172239416503737e-06
Position 7460: 1.6466233361393594e-06
Position 6273: 1.596101125322128e-06
Position 7397: 1.4997841396518185e-06
Position 1301: 1.418764122257588e-06
Position 7936: 1.3179548546258244e-06
Position 684: 1.2613230308808217e-06
Position 951: 1.0886929575633756e-06
Position 1309: 1.015629174574821e-06
Position 454: 9.798492981484065e-07
Position 5686: 9.628058541058812e-07
Position 7664: 7.646055188431403e-07
Position 6097: 6.636019891666113e-07
Position 996: 6.300437626062908e-07
Position 5796: 5.98330499297968e-07
Position 1013: 5.926245090560976e-07
Position 1053: 5.923391388119609e-07
Position 5478: 3.7201367132463764e-07
Position 275: 2.669978387118286e-07
Position 31: 1.7380288201569206e-07
Position 105: 1.0603974777358582e-07
Position 692: 9.641033066286703e-08
Position 565: 8.971636321648029e-08
Position 4640: 5.648772645542432e-08
Position 67: 2.5422143226358478e-08
Position 607: 1.0615030189211523e-09
Position 6925: 9.809157302811405e-10
Position 6915: 3.4661481515469467e-10
Position 6767: 1.5997680052444925e-10
Position 6807: 2.5214005882014523e-11
Position 6973: 2.3937719345770855e-12
Position 5840: 3.7486190208835737e-13
Position 746: 2.0863986503053937e-13
Position 5972: 2.230001367585956e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 735: 0.9999495164958815
Position 5249: 0.998876153675203
Position 6950: 0.9982928505378896
Position 5677: 0.9916496949593
Position 6579: 0.9881040640207003
Position 3477: 0.8857657843601331
Position 6063: 0.5948229272806589
Position 6066: 0.4014890690508254
Position 270: 0.14010508356090287
Position 2633: 0.1088205275351889
Position 3514: 0.10868368530036421
Position 8326: 0.08870191251739455
Position 4139: 0.08652329528636978
Position 3317: 0.08283035919804436
Position 432: 0.07181368551560108
Position 4757: 0.06994498081974082
Position 499: 0.0646521623794166
Position 4948: 0.06282425861345801
Position 1181: 0.033575844380535624
Position 1864: 0.029336536632287552
Position 913: 0.02798594716528025
Position 2234: 0.02773489804499731
Position 466: 0.019540583069894715
Position 3022: 0.017959794467723902
Position 4212: 0.01765875585913934
Position 3188: 0.012549652572533347
Position 4371: 0.01235810063592044
Position 4652: 0.01208745167833818
Position 3947: 0.010924793851474088
Position 1527: 0.010896301316539847
Position 2138: 0.009935815332843082
Position 3142: 0.006905342396358756
Position 2882: 0.006593863261192894
Position 4402: 0.005364490401535315
Position 5767: 0.005292981571075705
Position 4074: 0.004601058617474859
Position 5411: 0.0044761661929798476
Position 1502: 0.004244323706073883
Position 8299: 0.0040283941687727365
Position 4156: 0.0037009210866171087
Position 1280: 0.003504588418415248
Position 3623: 0.003308022562982548
Position 3490: 0.0032597412927116523
Position 850: 0.0029750646876069826
Position 437: 0.002530680746257603
Position 3941: 0.0025173835533548712
Position 1374: 0.0023452036994671957
Position 2379: 0.001958376231077053
Position 2779: 0.00160709977277983
Position 6648: 0.0015143267077889905
Position 6591: 0.0011483168697938241
Position 6645: 0.0009991600339848562
Position 5376: 0.0008786746099160962
Position 555: 0.0008423599347029461
Position 6994: 0.0008400691945125739
Position 3985: 0.0008327105178299114
Position 6427: 0.0007991026117687406
Position 493: 0.000773728487221397
Position 7729: 0.0006579589563263067
Position 3805: 0.0006463488901029447
Position 2242: 0.0005820995875770081
Position 5218: 0.0005734470806487951
Position 1614: 0.0005339448960749551
Position 1217: 0.0005266433563900394
Position 1476: 0.000491130440997409
Position 6624: 0.0004888430294924816
Position 1706: 0.0003771795252325077
Position 5840: 0.00034724950275866136
Position 6627: 0.0003060390831441779
Position 463: 0.00027048002837202605
Position 5588: 0.0002491468075460996
Position 469: 0.00024055665036570203
Position 6594: 0.00023501329034678983
Position 6105: 0.00021764682007480727
Position 6496: 0.00020440027225643596
Position 6078: 0.00016357261421027334
Position 7426: 0.0001429626829445981
Position 7252: 0.00014281227548013396
Position 249: 0.00013947682190482415
Position 7381: 0.00013764776386490212
Position 8053: 0.00013242358730094226
Position 7204: 0.00012624462402058831
Position 286: 0.00012593394395743867
Position 5907: 0.00012131945164051619
Position 883: 0.00012075041837128217
Position 7177: 0.00012046327986596183
Position 5609: 0.00011995194520162307
Position 7036: 0.00011446582156173525
Position 6753: 0.00010365044755948688
Position 532: 0.00010099021165553532
Position 853: 9.805580391314198e-05
Position 289: 9.16587560261029e-05
Position 7951: 9.148275064649143e-05
Position 5735: 8.489660464536144e-05
Position 932: 7.68391846208645e-05
Position 7078: 7.610594799696468e-05
Position 3866: 7.42780831576306e-05
Position 6801: 7.405182649369674e-05
Position 6735: 7.236915057340384e-05
Position 7255: 7.042590277878295e-05
Position 5713: 6.981464673476113e-05
Position 7033: 6.953263499189627e-05
Position 5282: 6.809757633335326e-05
Position 3849: 6.61418958608506e-05
Position 6651: 6.35722758590542e-05
Position 6436: 6.349241619326726e-05
Position 7150: 6.033012298013073e-05
Position 6450: 5.997057977922711e-05
Position 6991: 4.425133829888919e-05
Position 6750: 3.489606974817269e-05
Position 6440: 3.1822043819910246e-05
Position 5312: 3.150207246719758e-05
Position 6690: 2.9130444648110148e-05
Position 7594: 2.7748340555071972e-05
Position 571: 2.6853141753571645e-05
Position 580: 2.450286265777562e-05
Position 292: 2.3461265982990378e-05
Position 7117: 2.3424534488719202e-05
Position 7165: 2.263160596435017e-05
Position 7813: 1.9855504824747935e-05
Position 6219: 1.9736466131040856e-05
Position 7775: 1.9430657664752415e-05
Position 6693: 1.899404767249328e-05
Position 6213: 1.6837407903920535e-05
Position 6255: 1.6579222666171385e-05
Position 7105: 1.5749149094661097e-05
Position 7120: 1.5189273333247825e-05
Position 7207: 1.3736019924546596e-05
Position 6222: 1.3718661971907767e-05
Position 6464: 1.3253942451034499e-05
Position 7006: 1.0616667034611566e-05
Position 331: 9.786128718827427e-06
Position 6696: 9.250563366703673e-06
Position 6545: 8.871275814362543e-06
Position 6264: 8.572609877780256e-06
Position 6876: 8.127105538748385e-06
Position 5893: 8.082939821256085e-06
Position 5983: 7.899677515811163e-06
Position 403: 7.615483029778658e-06
Position 5803: 7.559836771866397e-06
Position 5722: 7.557355539222833e-06
Position 6270: 7.4919059495330815e-06
Position 6783: 6.675310693847433e-06
Position 4032: 6.024137297517258e-06
Position 7123: 5.6656352394313855e-06
Position 936: 5.177878878726196e-06
Position 295: 5.0952341860600284e-06
Position 7549: 4.9525449697869245e-06
Position 918: 4.9505952696454435e-06
Position 6285: 4.741707773015814e-06
Position 6654: 4.683528996540545e-06
Position 652: 4.423870615759361e-06
Position 5960: 3.975448980842291e-06
Position 673: 3.2770929118333383e-06
Position 6828: 2.895514509197115e-06
Position 133: 2.768811721319442e-06
Position 6240: 2.520731922047267e-06
Position 328: 2.3711134167233805e-06
Position 334: 2.3650584110032704e-06
Position 7090: 2.114751194309588e-06
Position 379: 1.9653173662804307e-06
Position 325: 1.935112211194435e-06
Position 6273: 1.520320584240513e-06
Position 1087: 1.5049530008958394e-06
Position 5845: 1.277342900326065e-06
Position 6873: 1.1451773957803269e-06
Position 746: 9.989880001558242e-07
Position 6477: 9.262991193209446e-07
Position 775: 8.39605791246217e-07
Position 254: 8.125243153984655e-07
Position 6400: 7.611442525462435e-07
Position 628: 5.465428911513548e-07
Position 537: 4.996495412618496e-07
Position 346: 4.4377731952281244e-07
Position 638: 3.4119094865709454e-07
Position 472: 1.6420039768619032e-07
Position 659: 1.5303889717624675e-07
Position 178: 1.378796722353809e-07
Position 670: 1.274156994698977e-07
Position 79: 6.383716357052412e-08
Position 85: 5.9369102329210896e-08
Position 661: 4.251261472962764e-08
Position 892: 4.129678121574947e-08
Position 145: 1.964873398745222e-08
Position 826: 1.7695401162171076e-09
Position 82: 1.539066127163646e-09
Position 142: 1.23086418114475e-09
Position 6113: 5.794942473339476e-10
Position 97: 4.503632195781593e-10
Position 6174: 4.445102345842713e-10
Position 6249: 2.4171173036703404e-10
Position 157: 1.4133564113988626e-10
Position 149: 1.6494532644246745e-13
Position 258: 6.037380867830239e-14
Position 151: 8.596798800092486e-15
