Gene = sick
Position 8200: 1.0372972224272591e-12
Position 6924: 1.02529938944994e-12
Position 1486: 9.398323350814075e-13
Position 1698: 9.137872146321815e-13
Position 7429: 8.707040806382783e-13
Position 6274: 7.794153491513599e-13
Position 558: 7.785978986232364e-13
Position 5533: 7.343707906128918e-13
Position 2393: 4.711210807624312e-13
Position 424: 4.48896258898147e-13
Position 433: 3.768321396344505e-13
Position 1167: 3.5077690476067875e-13
Position 6847: 2.3291148164208327e-13
Position 6852: 2.2711469122597174e-13
Position 4717: 2.051943139652869e-13
Position 430: 7.861252679782715e-14
Position 5698: 7.048389373361207e-14
Position 4120: 6.106662660353991e-14
Position 4620: 2.4592164736783947e-14
Position 4075: 1.4754484313497553e-14
Position 4500: 1.0814827209865719e-14
Position 3188: 7.501685870279283e-15
Position 2840: 6.498229672768775e-15
Position 2767: 3.590729126244408e-15
Position 2808: 2.1945252483763494e-15
Position 2772: 1.5883391440945918e-15
Position 2819: 1.2107270620781732e-15
Position 2119: 1.2904166746949509e-16
Position 1971: 1.0359191192921707e-16
Position 1577: 9.439184491316608e-17
Position 439: 2.193752784351179e-19
Position 1127: 1.7428412399830964e-19
Position 436: 7.510957838792452e-20
Position 77: 5.641514324188198e-20
Position 334: 3.2316355165839464e-20
Position 92: 1.730469585766312e-20
Position 53: 1.507800118936412e-20
Position 153: 1.3854229329255663e-20
Position 95: 1.20376074245086e-20
Position 146: 6.464337292334951e-21
Position 162: 2.9912468473041533e-21
