Gene = Samuel
Position 3321: 0.002653397877092507
Position 37340: 0.0025613379885258488
Position 181: 0.0022606780042475636
Position 362: 0.0021615974997277534
Position 36440: 0.0020978679756326413
Position 1753: 0.0018286739369174335
Position 372: 0.0017886607379816943
Position 592: 0.0016716066714024824
Position 350: 0.0016711311595593887
Position 37023: 0.0016650894399134557
Position 844: 0.0016372637235827256
Position 1002: 0.0015440315775396612
Position 36548: 0.001537808325842907
Position 2166: 0.0011643029095702215
Position 973: 0.000996037320162052
Position 905: 0.0008302430634886359
Position 287: 0.0005740781757207306
Position 1063: 0.0005122918318522304
Position 1046: 0.0004850671386360723
Position 574: 0.00048123294815005186
Position 643: 0.00037138037466872377
Position 1570: 0.000354062519647628
Position 37493: 0.00026264473102426415
Position 860: 0.00025566513937486053
Position 44161: 0.0001949065139969867
Position 297: 0.00017833363888092383
Position 800: 8.99850477526461e-05
Position 37502: 7.777473863218915e-05
Position 377: 5.837622165416054e-05
Position 46523: 4.214028549499894e-05
Position 270: 2.8856589653824557e-05
Position 811: 2.8271032719218926e-05
Position 45815: 2.774406858742025e-05
Position 45076: 1.5486263143759557e-05
Position 43436: 1.3452798869920115e-05
Position 2975: 1.118869692422143e-05
Position 37236: 7.667239027053534e-06
Position 44183: 7.266532533074568e-06
Position 44132: 6.556518117864723e-06
Position 39982: 2.2738839811071414e-06
Position 39413: 1.2238387220572523e-06
Position 38318: 9.999306279395194e-07
Position 41399: 9.157306564166327e-07
Position 38341: 6.905863083944285e-07
Position 400: 5.236497642365063e-07
Position 38272: 2.403035548013879e-07
Position 220: 2.3485348687598856e-07
Position 157: 2.3193048747809984e-07
Position 302: 2.0456266251759263e-07
Position 403: 2.040250633113879e-07
Position 38508: 1.3086816781985113e-07
Position 42321: 1.1103541236688495e-07
Position 41075: 7.274644972740224e-08
Position 406: 7.065046257177507e-08
Position 72: 5.8168236160183166e-08
Position 40304: 5.692095802494344e-08
Position 89: 3.608529850400197e-08
Position 83: 3.5632007260665565e-08
Position 308: 3.157770860965552e-08
Position 39485: 1.999327899064351e-08
Position 409: 1.0318151761492791e-08
Position 38193: 1.0077525265094633e-08
Position 38580: 9.306883068192556e-09
Position 38240: 8.853575855011642e-09
Position 206: 6.585200234447401e-09
Position 233: 5.9558669919847625e-09
Position 213: 5.5500731676666235e-09
Position 39823: 4.32746736882312e-09
Position 415: 3.0415548469866232e-09
Position 38516: 1.793192693284987e-09
Position 430: 1.0231919352850151e-09
Position 38071: 1.3090624295001914e-10
Position 159: 1.4737941828618906e-13
