Gene = del
Position 555: 1.6112871817762145e-05
Position 1979: 1.50215912048186e-05
Position 487: 1.4810366175482831e-05
Position 178: 1.4370962495071218e-05
Position 1918: 1.2778412533283579e-05
Position 260: 8.850690735657875e-06
Position 1281: 6.5272757569420725e-06
Position 780: 6.494994876065473e-06
Position 502: 6.4494634850159075e-06
Position 249: 3.135617384943485e-06
Position 131: 1.3311366012732875e-06
Position 222: 2.9373902779882973e-07
Position 1008: 1.8240981886948036e-07
Position 1444: 1.7972159949681582e-07
Position 61: 1.5719272608860932e-07
Position 509: 2.8158873984072237e-08
Position 381: 2.640322718916482e-08
Position 392: 2.571617448751753e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 409: 0.9884516251445623
Position 1660: 0.8387981055677287
Position 722: 0.6863869716584466
Position 2957: 0.2610652091312889
Position 2605: 0.21051768001599194
Position 1463: 0.07710891902910472
Position 2146: 0.07644236651515586
Position 2511: 0.05611700219156776
Position 741: 0.05218420338416602
Position 2656: 0.042452315499471906
Position 1349: 0.027012990558765902
Position 3048: 0.02467584902470567
Position 2243: 0.013512327167429027
Position 1402: 0.011304172092687645
Position 1918: 0.011068773955060719
Position 2140: 0.009959543364147642
Position 1178: 0.00869188130430981
Position 2804: 0.008516364400421058
Position 1238: 0.007303635371722498
Position 2333: 0.004260693620913097
Position 918: 0.0038472255018324845
Position 2989: 0.0036767613434473697
Position 91: 0.003534486558372045
Position 927: 0.002539584064217786
Position 2705: 0.0023453261557042516
Position 1405: 0.0020316256971263536
Position 2527: 0.001940751501766934
Position 1093: 0.0018018770451333442
Position 234: 0.0014116171597646798
Position 1751: 0.0012892809641275188
Position 155: 0.0010451696748029781
Position 736: 0.0010010118323899068
Position 1477: 0.0008801600109053075
Position 2339: 0.0008494885415859246
Position 992: 0.0007782886600928139
Position 297: 0.0006765224776152133
Position 206: 0.0005997273687339418
Position 1777: 0.0005912826273163216
Position 643: 0.000573713472622325
Position 2468: 0.0005214743090775442
Position 3069: 0.00041026442112174596
Position 2048: 0.00039306114733058463
Position 80: 0.00036900858394894116
Position 2414: 0.00036532177221421547
Position 2228: 0.0002807993598298278
Position 3063: 0.0002572061947774076
Position 192: 0.00025402343828637646
Position 3383: 0.00023659073407504485
Position 1665: 0.0002148809820479698
Position 1906: 0.00020296389846707235
Position 2697: 0.00019563140998888535
Position 2309: 0.00011076722494319079
Position 500: 8.712549813912835e-05
Position 1078: 5.838451499411283e-05
Position 850: 5.624533542540226e-05
Position 1096: 5.068533725024686e-05
Position 167: 4.4759849408139585e-05
Position 685: 3.325865779974793e-05
Position 341: 2.1343278780229833e-05
Position 1132: 1.7086462002437967e-05
Position 447: 1.5944259810229125e-05
Position 1039: 1.0041090305284207e-05
Position 436: 8.296816338634542e-06
Position 1761: 4.8590657397388636e-06
Position 1724: 3.5590584521698466e-06
Position 766: 2.831269623802189e-06
Position 453: 2.5584196260018272e-06
Position 433: 1.9243656560228005e-06
Position 1017: 1.7486120869748194e-06
Position 587: 1.4121631763193234e-06
Position 578: 1.181083389871319e-06
Position 467: 1.1717659668148677e-06
Position 311: 7.639074895561147e-07
Position 271: 7.451037830011196e-07
Position 756: 7.424315978187013e-07
Position 372: 6.647266814198193e-07
Position 429: 4.625974893709767e-07
Position 1690: 4.509598094869256e-07
Position 276: 4.203285453604286e-07
Position 260: 4.1229381211028565e-07
Position 267: 2.1198853448067824e-07
Position 321: 5.080039847714297e-08
Position 458: 4.678662045852452e-08
Position 565: 3.8644591563266836e-08
Position 57: 2.803998350169063e-08
Position 561: 2.1651183077090773e-08
Position 273: 1.8971333559491154e-08
Position 855: 1.1087702679083363e-08
Position 763: 8.614281823985648e-09
Position 812: 8.186747703079654e-09
Position 212: 3.166165275098598e-09
Position 317: 1.938671676533308e-09
Position 350: 6.326260434329291e-13
