Gene = gry
Position 1809: 3.5288085486333093e-06
Position 67: 3.3372582402509614e-06
Position 2308: 3.1386716009810607e-06
Position 740: 2.688283751104023e-06
Position 1824: 2.677327829272853e-06
Position 2630: 2.6446244797005704e-06
Position 63: 2.367064465549993e-06
Position 1658: 1.976003253762449e-06
Position 257: 1.96081409548039e-06
Position 1896: 1.7636333301716228e-06
Position 2479: 1.5129540542982604e-06
Position 1445: 1.4496413410373827e-06
Position 3436: 1.275863480025746e-06
Position 1769: 9.147301423760909e-07
Position 3583: 8.048783279237297e-07
Position 1590: 6.231267452098464e-07
Position 1587: 5.063524713732402e-07
Position 1396: 4.876087327068375e-07
Position 1551: 4.0285678977338406e-07
Position 4009: 3.4080354363037835e-07
Position 3542: 3.2686666285803027e-07
Position 3198: 1.702492967075659e-07
Position 3540: 1.2249891494510507e-07
Position 290: 1.7148144131602098e-10
Position 326: 3.067768707313519e-11
Position 302: 2.405953072504493e-11
Position 184: 1.1063873109539588e-12
Position 224: 4.3571143546432764e-13
Position 284: 3.6083398301505115e-14
Position 254: 5.438498835100695e-15
Position 204: 2.436154133318825e-16
