Gene = ebi
Position 2164: 1.7120021020746534e-08
Position 326: 1.7094621600708176e-08
Position 1538: 1.0178957651465903e-08
Position 1346: 8.093474475791352e-09
Position 1729: 7.741709273331552e-09
Position 1432: 5.388307892668299e-09
Position 702: 2.352176251346045e-10
Position 1048: 1.1858513043384134e-10
Position 1330: 5.224509736137774e-11
Position 436: 1.002334373734551e-11
Position 871: 5.769830151673386e-14
Position 780: 1.147226295680995e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1721: 0.9943404690815218
Position 444: 0.9916179609905416
Position 3187: 0.22100201518599025
Position 2741: 0.06450170236837655
Position 2939: 0.05584174815523386
Position 1354: 0.053353789083934684
Position 2872: 0.047304905817278836
Position 2099: 0.03899009622789004
Position 3133: 0.032686155941006344
Position 2881: 0.027664268457684882
Position 3010: 0.02755103027423562
Position 2346: 0.027431041480025696
Position 3455: 0.018682364714050017
Position 3167: 0.009890917120320435
Position 548: 0.008256087713193612
Position 2779: 0.00813755818863938
Position 1565: 0.008063653116791865
Position 3098: 0.007775291255951465
Position 2744: 0.007418936345874705
Position 2339: 0.007321791287306053
Position 2401: 0.005727705764562445
Position 1330: 0.005372684810221381
Position 3247: 0.004493773733537034
Position 2638: 0.002862606955343341
Position 1750: 0.0026373324850510966
Position 1427: 0.0021838169488967657
Position 2579: 0.0020664801621928493
Position 2824: 0.0019439229776792584
Position 633: 0.0015509381007853648
Position 2371: 0.0013720372051861476
Position 2758: 0.0011659026278055139
Position 1203: 0.001106129007997802
Position 3203: 0.000859845187279428
Position 1377: 0.0008383111446772438
Position 1483: 0.0008259931817345507
Position 3068: 0.0008125319451648896
Position 1059: 0.0007930868206992391
Position 1135: 0.0007848911689998147
Position 681: 0.0006174246344407401
Position 2141: 0.0005199210244071874
Position 1123: 0.0005067712434104084
Position 1942: 0.0003892992979214188
Position 1318: 0.0003872945778487914
Position 2946: 0.0003344367503445963
Position 2058: 0.0003128194596191599
Position 1996: 0.00025895059879635026
Position 2048: 0.00024793252826063415
Position 2668: 0.0001952358430310912
Position 1092: 0.00016099604447399762
Position 3398: 0.00015543249399337425
Position 551: 0.0001455806271764374
Position 2087: 0.00012868536919467908
Position 1078: 0.00011727043772259063
Position 1120: 0.00011669003216974851
Position 1359: 0.00010577007562685185
Position 1233: 0.0001030665805518938
Position 1295: 0.00010175680212446484
Position 1206: 9.999645314248676e-05
Position 496: 9.25804220179644e-05
Position 267: 9.221299126616947e-05
Position 2352: 9.173358578642002e-05
Position 2183: 7.690153709686824e-05
Position 335: 7.636153164830474e-05
Position 1589: 6.352487511086147e-05
Position 817: 6.226924864889261e-05
Position 848: 5.715267042668556e-05
Position 1838: 5.662623022434674e-05
Position 1272: 5.181362668833094e-05
Position 201: 5.177128168828476e-05
Position 570: 5.053972824770316e-05
Position 2293: 4.866324075079818e-05
Position 765: 4.4722856953685466e-05
Position 921: 4.380649432946471e-05
Position 702: 4.147817066251951e-05
Position 1019: 3.779901235029864e-05
Position 290: 3.520518457052267e-05
Position 293: 3.254209920685164e-05
Position 372: 2.8425285525816176e-05
Position 223: 2.644536596762206e-05
Position 734: 1.693223039641969e-05
Position 404: 1.6262953704815856e-05
Position 972: 1.1922914086097562e-05
Position 1132: 8.626740829373363e-06
Position 2455: 8.336650731221686e-06
Position 120: 8.159549226732105e-06
Position 1153: 7.922325314031789e-06
Position 296: 6.055984155290466e-06
Position 282: 5.3680556276520345e-06
Position 2510: 5.18399252265472e-06
Position 95: 4.230746660429433e-06
Position 479: 3.361258683467784e-06
Position 2348: 3.012189897369292e-06
Position 656: 2.480419982599712e-06
Position 270: 2.2899036655518703e-06
Position 299: 2.064444094313622e-06
Position 1817: 1.8164060465175856e-06
Position 1883: 1.8098728522007068e-06
Position 618: 1.8097946825931865e-06
Position 218: 1.46327352217151e-06
Position 749: 1.3362731320713206e-06
Position 92: 1.0026243358641422e-06
Position 2072: 9.142282799941533e-07
Position 585: 8.953119313857703e-07
Position 302: 8.233204761795107e-07
Position 342: 7.616056801199917e-07
Position 411: 7.371196185898792e-07
Position 375: 5.844990899368143e-07
Position 77: 4.383720820883246e-07
Position 141: 4.155525377288705e-07
Position 2195: 3.772475892287028e-07
Position 130: 1.9545347428808037e-07
Position 106: 1.2693658714134648e-07
Position 305: 9.955845980044e-08
Position 1970: 8.971605570329619e-08
Position 1847: 7.285130739444038e-08
Position 326: 6.71969157777317e-08
Position 147: 6.543230052006119e-08
Position 1950: 5.992656262995897e-08
Position 180: 5.3098316314279516e-08
Position 2384: 4.218580289733018e-08
Position 263: 2.8723205133285747e-08
Position 187: 1.9665278077305574e-08
Position 150: 1.6958016839284912e-08
Position 153: 5.81111576666679e-09
Position 575: 1.4557800660458915e-11
