Gene = fmt
Position 1986: 8.534788691837359e-09
Position 1807: 3.7338112242903935e-09
Position 1852: 3.409091263078723e-09
Position 377: 2.5507911694451104e-09
Position 1809: 1.9389915448919267e-09
Position 1854: 1.9315677009373634e-09
Position 2007: 1.2732942744471195e-09
Position 2621: 1.2221747141247985e-10
Position 521: 3.605820235916574e-11
Position 2629: 7.074581110194939e-12
Position 1209: 5.471118725431854e-12
Position 368: 1.9928206567962794e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.9994359024536765
Position 2587: 0.9993655703486244
Position 1958: 0.9888457193497382
Position 2710: 0.9650595228195177
Position 823: 0.9574249501913721
Position 1209: 0.8925716490617567
Position 1779: 0.892449156635428
Position 569: 0.8890151585415675
Position 3952: 0.6716956494418092
Position 3075: 0.5861251931405912
Position 343: 0.47837245700441794
Position 407: 0.20742293961825223
Position 2125: 0.1822060968725569
Position 6293: 0.08566299686395425
Position 8176: 0.08152079856355061
Position 3337: 0.07543178913005301
Position 4233: 0.0748169815957974
Position 2151: 0.0725402937974162
Position 3973: 0.06367953856187925
Position 6333: 0.05657769374830458
Position 5350: 0.05612771002628147
Position 8116: 0.05212880352126929
Position 3937: 0.0407182352141105
Position 2446: 0.032183855148121124
Position 1267: 0.031421469289204314
Position 1222: 0.028993875198345172
Position 3976: 0.027352311799909313
Position 1321: 0.026727560607544977
Position 1792: 0.017902493555579154
Position 6011: 0.01771609599217444
Position 968: 0.015199741224738921
Position 937: 0.013990575071461746
Position 5757: 0.009185959460445035
Position 7194: 0.008754689243709205
Position 5071: 0.007889615805245598
Position 6276: 0.0071817519826054815
Position 4391: 0.006831412927590302
Position 201: 0.005083944377878876
Position 2790: 0.005006501076082753
Position 3431: 0.004400773332217524
Position 2205: 0.0036096457243163043
Position 2035: 0.0035182081876612868
Position 4523: 0.0034797240987214225
Position 4510: 0.003404305045848035
Position 3092: 0.0030049960364306287
Position 3349: 0.0029900998038006193
Position 3381: 0.0029532039746553566
Position 3080: 0.0027006383903973234
Position 4761: 0.002686348243665917
Position 1100: 0.002645182062297909
Position 798: 0.0025911526238132595
Position 808: 0.0021999068014391314
Position 3370: 0.0019110127873060842
Position 1338: 0.0018670722774196907
Position 5102: 0.0017507449665133826
Position 3878: 0.0017186557279107234
Position 4641: 0.0016851337650099557
Position 2007: 0.0015750505043779588
Position 2103: 0.0014251312084728113
Position 3117: 0.0013238309643297664
Position 5105: 0.0013060223723393703
Position 4557: 0.0012276007353242992
Position 1398: 0.0011709946070032082
Position 3057: 0.0011410784160005953
Position 1037: 0.0010863716905821922
Position 483: 0.0009115600781992812
Position 1347: 0.0007992920004942697
Position 546: 0.0007850136967972884
Position 3527: 0.0007577402292838148
Position 5128: 0.0006738301037972354
Position 2400: 0.0005930495033102736
Position 2821: 0.0005760016627055184
Position 1461: 0.0005624139856147698
Position 2004: 0.0005056811708493925
Position 3524: 0.00047981409451786533
Position 614: 0.0004758239688908575
Position 2824: 0.0004733527679097369
Position 3848: 0.00046687843349912147
Position 1034: 0.00043167080945854657
Position 292: 0.00041983651034563997
Position 3250: 0.0003948620384620002
Position 1426: 0.0003839755063864706
Position 949: 0.000369682679139716
Position 2420: 0.00036858024839692957
Position 4896: 0.0003504818325175571
Position 3150: 0.00033719219053154393
Position 584: 0.0003278641392656471
Position 2906: 0.00031111456976384415
Position 366: 0.0002980713821841788
Position 2260: 0.00025157456327167427
Position 1344: 0.0002401835313336208
Position 4266: 0.0002401504504787107
Position 848: 0.00019660991346626597
Position 2723: 0.00017662985706082336
Position 3019: 0.00016357633796434417
Position 264: 0.00015976180313552495
Position 3411: 0.00015185242791208276
Position 1830: 0.00013816734915288263
Position 2909: 0.00013550780643898744
Position 635: 0.00010771225120007554
Position 1610: 7.662384811757833e-05
Position 602: 6.889183392697336e-05
Position 1509: 6.874354056218607e-05
Position 978: 6.676485234961526e-05
Position 2395: 4.85609845803507e-05
Position 2885: 4.8029935352594976e-05
Position 532: 4.553066659875081e-05
Position 899: 4.409786861501732e-05
Position 3233: 4.3218247458125475e-05
Position 1587: 4.270928614755e-05
Position 2451: 4.22609884336851e-05
Position 711: 3.7578195750283304e-05
Position 345: 3.669449932368293e-05
Position 2215: 3.648330853348633e-05
Position 1480: 3.5701309581927926e-05
Position 1982: 3.1287998606875665e-05
Position 387: 3.117309930854028e-05
Position 2487: 2.781544647942177e-05
Position 458: 2.2079753025571687e-05
Position 1646: 2.1920907836779666e-05
Position 281: 2.1790618723753465e-05
Position 2268: 2.1155155152253366e-05
Position 257: 2.1041518374374215e-05
Position 2305: 2.0536656103266712e-05
Position 617: 2.0515077313692526e-05
Position 382: 2.0444560213309782e-05
Position 2635: 2.0246280898731717e-05
Position 94: 1.8961740828857952e-05
Position 82: 1.8757097446925512e-05
Position 1625: 1.8450988288292655e-05
Position 1350: 1.781188926137047e-05
Position 2347: 1.5011819963214036e-05
Position 359: 1.4782893884395446e-05
Position 137: 1.335649510164904e-05
Position 665: 1.2617795523864478e-05
Position 428: 1.1330076063057613e-05
Position 415: 1.0482625682509916e-05
Position 500: 1.0173226700880069e-05
Position 485: 7.26193913862527e-06
Position 1175: 4.644703108465008e-06
Position 623: 4.476375694747598e-06
Position 1843: 3.3578828534854825e-06
Position 1757: 2.499407574385904e-06
Position 1751: 2.1482203251548194e-06
Position 1592: 1.8352667034154017e-06
Position 108: 1.7454001590377458e-06
Position 632: 1.6011411200264093e-06
Position 1729: 1.4472983222702503e-06
Position 271: 8.823099856651254e-07
Position 2647: 6.064010615747131e-07
Position 1872: 4.955934135315152e-07
Position 497: 4.250004968378336e-07
Position 1650: 3.8652862336904293e-07
Position 113: 3.7041792031127617e-07
Position 1896: 7.138284832094461e-08
Position 50: 6.000148373868307e-08
Position 125: 4.033578212871846e-08
Position 2543: 3.556147775238337e-08
Position 2046: 2.2481869837769653e-08
Position 1878: 1.7880878657231228e-08
Position 276: 1.0629483767421903e-08
Position 2849: 5.998899655790875e-09
Position 1917: 5.462320397996116e-09
Position 2073: 5.391194194581384e-09
Position 214: 7.523695307635648e-11
Position 1974: 1.893567035903206e-11
Position 98: 5.781449178295564e-12
