Gene = Bsg
Position 29676: 0.00045889209634132947
Position 30425: 0.00044841027127833063
Position 28497: 0.00044195459028274157
Position 29096: 0.0003468436384230343
Position 27987: 0.00032950042931798707
Position 24627: 0.0002985500430136077
Position 24611: 0.00028815249407203525
Position 27590: 0.00028126888458719954
Position 28855: 0.0002604745787542802
Position 27770: 0.00020795174460712336
Position 26416: 0.00018629011496930833
Position 28463: 0.0001662176240827893
Position 24196: 0.00016305445064097602
Position 25876: 0.00015689888659167872
Position 24630: 0.00015123243762762818
Position 24686: 0.00013189521914904075
Position 26102: 0.00011512812267386073
Position 28719: 0.00011328888656917519
Position 27708: 0.00010917666235410764
Position 29040: 0.00010744601328708535
Position 29069: 0.00010704116657452659
Position 28275: 0.00010167304548044275
Position 26706: 0.0001015361333538318
Position 27517: 8.857515676369809e-05
Position 27711: 8.453024068435006e-05
Position 26395: 7.80853042277928e-05
Position 24410: 7.021280787377897e-05
Position 28751: 6.981565463837643e-05
Position 25643: 6.256039456796356e-05
Position 27218: 6.160065937846248e-05
Position 28245: 6.0146010531146284e-05
Position 25742: 5.500370321092252e-05
Position 26268: 5.194542215621347e-05
Position 27476: 4.9258227450987794e-05
Position 25787: 3.9081871450607626e-05
Position 27776: 3.791469491164609e-05
Position 27671: 3.674784111419639e-05
Position 27616: 3.277463823379521e-05
Position 27746: 2.7979410434223566e-05
Position 26668: 2.681641438969723e-05
Position 26740: 2.6798951812591017e-05
Position 24968: 2.015501492003367e-05
Position 27763: 1.8940416704178065e-05
Position 28029: 1.718460583467027e-05
Position 25504: 1.637725835013452e-05
Position 26051: 1.564614674182771e-05
Position 25473: 1.4302546115538689e-05
Position 25402: 1.299484080061571e-05
Position 27251: 1.101207175218799e-05
Position 25716: 1.0351294205330655e-05
Position 24839: 1.018101396860292e-05
Position 24075: 9.693125544342353e-06
Position 26193: 8.965269200460692e-06
Position 25671: 8.49776628326011e-06
Position 24204: 8.036650218559487e-06
Position 24371: 7.77494702044382e-06
Position 24822: 6.7156108810548535e-06
Position 24680: 5.317476614269063e-06
Position 24284: 4.875737625962466e-06
Position 26291: 4.722553581956451e-06
Position 25435: 4.552269967750218e-06
Position 25941: 3.3918036789417624e-06
Position 25624: 2.9924575580774804e-06
Position 25674: 2.3928255788918524e-06
Position 25180: 1.9641946517818728e-06
Position 24940: 1.7718661579441271e-06
Position 24183: 1.0077004949726253e-06
Position 25744: 7.061277409685012e-07
Position 24772: 3.930089972207686e-07
Position 25583: 1.2221376135183238e-07
Position 24701: 7.424681792445183e-08
Position 24407: 3.242949994911628e-08
Position 24696: 1.830965787103758e-08
Position 24750: 1.691821358500465e-08
Position 24456: 3.666556117077388e-09
Position 25230: 7.654559064048673e-10
Position 25238: 7.208839925684049e-10
Position 25013: 5.855161243837944e-10
Position 25019: 5.547342975034655e-10
Position 25085: 2.5102286741888913e-10
Position 24747: 7.05578563323857e-11
Position 1671: 4.933588144319734e-19
Position 1216: 1.7425342971459083e-19
Position 101: 4.369872742578172e-20
Position 481: 2.1131385868128126e-20
Position 1323: 1.406504007990095e-20
Position 543: 7.075445568808232e-21
Position 1525: 7.019010286190653e-21
Position 654: 6.272171752010952e-21
Position 630: 1.8605070770011916e-21
Position 1230: 1.0339328027283192e-21
Position 494: 2.81896565274898e-22
Position 775: 2.3317590568074895e-22
Position 1527: 1.5535379312978673e-22
Position 313: 1.3139731187406744e-22
Position 554: 1.14135128007067e-22
Position 1097: 8.859808029411164e-23
Position 461: 8.36316475303487e-23
Position 911: 6.87936377337602e-23
Position 847: 6.162032973505322e-23
Position 1077: 4.717446621591155e-23
