Gene = Rab3-GAP
Position 4806: 0.006969159557002898
Position 2849: 0.005128729076970683
Position 4685: 0.00455182822901712
Position 361: 0.004530606488870665
Position 4072: 0.004331468651418195
Position 732: 0.004159344865390976
Position 3566: 0.00334321776618431
Position 855: 0.003307880038624623
Position 4092: 0.0032532295530197813
Position 2997: 0.0031889113912029173
Position 4447: 0.003075605217963445
Position 828: 0.002637711716284477
Position 3809: 0.002609460172516061
Position 3380: 0.00216134486323571
Position 1939: 0.0016711231650342157
Position 4755: 0.0015909047507170458
Position 927: 0.0012775050647586478
Position 264: 0.0011826203387289547
Position 1439: 0.001074035616566015
Position 825: 0.00105165702837631
Position 4285: 0.0009343310183587708
Position 4015: 0.0008565585828989498
Position 2391: 0.0008121274417584468
Position 3614: 0.0007967593417812071
Position 4588: 0.0006946198920569469
Position 3536: 0.0005692204191001873
Position 3242: 0.0005413076972762111
Position 3226: 0.00048758875221942147
Position 1983: 0.00048108148335245676
Position 4838: 0.0004295695003216513
Position 3651: 0.0004223255750463105
Position 529: 0.00037888111403138147
Position 3169: 0.0003373185691136676
Position 3056: 0.0003287779814530685
Position 3545: 0.0003185475944569044
Position 2880: 0.00026658090013024355
Position 4210: 0.00026076516156308375
Position 735: 0.0002516673040608654
Position 4386: 0.00020851986023936957
Position 3611: 0.00016261466499949292
Position 583: 0.00016207975939905444
Position 4494: 0.0001526974026897579
Position 235: 0.00015056681647380402
Position 1447: 0.00014886413761975496
Position 1583: 0.00012860128206227756
Position 2908: 0.00011614007205564035
Position 630: 9.953269266890256e-05
Position 2183: 9.00081533661412e-05
Position 3030: 8.613629040016922e-05
Position 1901: 8.010071946069665e-05
Position 3050: 6.308200261465872e-05
Position 4792: 6.157381060459968e-05
Position 552: 5.9660878271043885e-05
Position 4080: 4.375130089574765e-05
Position 4330: 3.485532900598202e-05
Position 369: 2.4127022993386103e-05
Position 261: 2.0416972223859476e-05
Position 3071: 1.973928035581469e-05
Position 404: 1.893937631268981e-05
Position 3045: 1.6214993484730366e-05
Position 127: 1.5968796497356785e-05
Position 2929: 1.2860951281408111e-05
Position 531: 8.860189445450126e-06
Position 3026: 8.11035538057337e-06
Position 2689: 6.898935340781719e-06
Position 558: 6.704751558868267e-06
Position 140: 5.083478533693242e-06
Position 108: 3.223948378839234e-06
Position 4123: 2.7763298369993987e-06
Position 579: 2.0875931568468905e-06
Position 380: 1.231103577258219e-06
Position 72: 1.0155945227485398e-06
Position 131: 5.094899448182442e-07
Position 313: 2.5557354550305784e-07
Position 473: 2.3210403597530766e-07
Position 76: 1.1725903621576068e-07
Position 2815: 1.0400179261772704e-07
Position 82: 5.162017625872371e-08
Position 113: 4.954138027541048e-08
Position 307: 4.2081287473051814e-08
Position 118: 3.027968692384054e-08
Position 2882: 1.3717328271404838e-08
Position 636: 1.1530992412705443e-08
Position 538: 9.518426361830235e-09
Position 547: 8.953506547943948e-09
Position 55: 5.051404876558511e-14
