Gene = l(2)gd1
Position 3024: 0.00011610912867772708
Position 2485: 0.00010838457274888926
Position 3022: 0.0001017887589734533
Position 3554: 9.667137279167197e-05
Position 336: 9.0402751721081e-05
Position 3612: 8.638214789986448e-05
Position 1072: 8.292815116127183e-05
Position 2968: 7.245992142549018e-05
Position 1593: 7.161257584224871e-05
Position 73: 6.989438056865788e-05
Position 1869: 6.958127762943986e-05
Position 2139: 5.735131546075959e-05
Position 3804: 5.208797567952515e-05
Position 1116: 5.1310024997221085e-05
Position 1391: 5.0880903557704386e-05
Position 1560: 5.0810235518940006e-05
Position 1420: 4.9854178371117194e-05
Position 24: 4.9096045377977965e-05
Position 4: 4.21917511170834e-05
Position 785: 3.444981021563543e-05
Position 534: 3.177553369741832e-05
Position 3130: 2.9907369775368305e-05
Position 1047: 2.703123720134959e-05
Position 2011: 2.4646092882533242e-05
Position 986: 2.3803795038344457e-05
Position 456: 1.9456259586037546e-05
Position 330: 1.887552102522625e-05
Position 2943: 1.7950277276938764e-05
Position 2680: 1.766299396227029e-05
Position 2576: 1.7604824862493626e-05
Position 2539: 1.690698185209716e-05
Position 461: 1.672185532560185e-05
Position 2339: 1.617390097937088e-05
Position 27: 1.4726783451213527e-05
Position 3398: 1.3934096368637197e-05
Position 2379: 1.2803895940363046e-05
Position 1133: 1.0228026019910376e-05
Position 2215: 9.121671701552614e-06
Position 18: 8.718239236495887e-06
Position 2316: 8.274442089672235e-06
Position 900: 7.459160054515753e-06
Position 903: 7.322895738510881e-06
Position 208: 6.927889062774437e-06
Position 3773: 5.173370015864916e-06
Position 2020: 5.026054983728907e-06
Position 3250: 5.025265708381594e-06
Position 1892: 4.627695845521237e-06
Position 775: 4.126780884172217e-06
Position 1974: 3.836425042823426e-06
Position 1839: 2.3119613653854326e-06
Position 2271: 2.1675435162716188e-06
Position 2569: 1.3800408700886961e-06
Position 1648: 1.3619122721711586e-06
Position 93: 5.209412962932378e-07
Position 2826: 3.436050298516077e-07
Position 2277: 2.9435613007429817e-07
Position 2229: 2.6484403289361584e-07
Position 2614: 2.1445588286500004e-07
Position 2511: 1.654486902411104e-07
Position 2907: 1.251355551396092e-07
Position 2298: 6.630609735362848e-08
Position 1732: 3.070277395428262e-08
Position 1789: 2.2471601105552153e-08
Position 842: 1.4419643402247082e-08
Position 3176: 1.143266645194525e-08
Position 3424: 6.768950063387452e-09
Position 3218: 2.951849013696342e-09
Position 242: 2.327280186299663e-09
Position 3412: 1.2490522765710528e-09
Position 2022: 1.1606051426268763e-09
Position 2976: 3.970828756107323e-10
Position 270: 1.0714196919359609e-10
Position 233: 7.51131083382989e-11
Position 124: 7.379842434779596e-11
Position 251: 6.883432270032025e-11
Position 110: 3.516702271823883e-11
Position 3256: 2.6103643890930746e-11
Position 3191: 2.4790526613790454e-11
Position 260: 1.691274026213291e-11
Position 3188: 1.5200908700508407e-11
Position 258: 1.3646753310727934e-11
Position 2274: 1.00291982007709e-11
Position 1331: 5.009287483058538e-13
Position 1587: 4.78317813241133e-13
Position 596: 2.2725051666421242e-13
Position 2440: 9.043414511962912e-14
Position 265: 6.941270685886388e-14
Position 563: 3.657582671556306e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.994356543427664
Position 1922: 0.9921153396757026
Position 2412: 0.9648564983545643
Position 265: 0.8657639880134709
Position 3215: 0.6992383622945958
Position 2946: 0.5213883257722844
Position 3589: 0.09143758308606927
Position 2871: 0.0696821704776723
Position 1163: 0.04935629873496371
Position 2218: 0.03914370057938509
Position 3637: 0.029453760470746222
Position 2913: 0.02845578112942629
Position 2244: 0.02551131935728775
Position 1469: 0.020660229257338333
Position 2427: 0.020602605850194494
Position 3161: 0.018656112269637728
Position 287: 0.018193486765788826
Position 2621: 0.01723266427120411
Position 2624: 0.014565933326679575
Position 2447: 0.013851275694301491
Position 1556: 0.00966063634224801
Position 2799: 0.008982476422132363
Position 3217: 0.00822275798284368
Position 303: 0.008074794774307581
Position 3737: 0.005997064358267958
Position 1832: 0.005681805201408484
Position 2695: 0.0044833007980277055
Position 2213: 0.004071870217801133
Position 3167: 0.003982510795014103
Position 649: 0.0037918220336511967
Position 2976: 0.003127121760344709
Position 2907: 0.00262720809873466
Position 1277: 0.0024329004246430395
Position 1196: 0.00241103053991465
Position 2745: 0.0022472303989483173
Position 1334: 0.002153474722540692
Position 3447: 0.001551862131912405
Position 1274: 0.0014025208451431475
Position 1072: 0.0013880117365135916
Position 3608: 0.0013388376859693274
Position 2253: 0.001254305365027071
Position 2950: 0.0012419063661351796
Position 1571: 0.0009222488373414427
Position 1945: 0.0009050691276357875
Position 832: 0.0008786520854228276
Position 1202: 0.0008755578001847375
Position 2180: 0.000817632437345124
Position 104: 0.0007920049246184064
Position 443: 0.0007717562892983545
Position 2198: 0.0007269321702891364
Position 3172: 0.000652078991393017
Position 2001: 0.0006495331327082872
Position 1337: 0.0006171661959060079
Position 1199: 0.0006037216888894367
Position 1775: 0.0005701810134891574
Position 900: 0.0005304973677539674
Position 2130: 0.0004292856466559711
Position 1675: 0.0004239957628464007
Position 3188: 0.0004059632728729933
Position 1646: 0.00034819309948372335
Position 1417: 0.0003401244159152227
Position 670: 0.0003384455528844366
Position 756: 0.00031552150900899845
Position 2823: 0.00030038197041929246
Position 3521: 0.0002980260042796748
Position 1306: 0.0002963102597250255
Position 1430: 0.000286073600768426
Position 1002: 0.00028350454094018405
Position 423: 0.0002798296586355979
Position 1959: 0.0002739956640920745
Position 3554: 0.00025747307646708617
Position 1729: 0.00025580764020529496
Position 806: 0.00023716839105630323
Position 1720: 0.00022379973816734724
Position 1593: 0.00021421666293899234
Position 3390: 0.0002064054050263752
Position 3059: 0.00020563452065166157
Position 601: 0.0001890168780107751
Position 2257: 0.00018886693893233378
Position 2484: 0.00018128735459716603
Position 851: 0.00017231418321124838
Position 1681: 0.00016355081670051125
Position 1956: 0.00016248088343121658
Position 1639: 0.00016113652934282954
Position 1751: 0.0001599349881649697
Position 1678: 0.00015904557969566288
Position 1426: 0.00014441795556621636
Position 1622: 0.00012954997671845738
Position 810: 0.0001204930042802676
Position 2459: 0.00011995192507848748
Position 2753: 0.00011794331428137235
Position 1241: 0.00011362480697849173
Position 1610: 0.00010623838601197677
Position 1205: 0.00010047081303985759
Position 93: 9.823562525005449e-05
Position 2312: 9.575884107013217e-05
Position 1738: 9.192376515346734e-05
Position 1742: 9.104622419588838e-05
Position 350: 8.700893513612829e-05
Position 132: 7.393087138435083e-05
Position 1763: 7.350463409517209e-05
Position 3848: 7.222226922083486e-05
Position 2147: 7.184387162544888e-05
Position 760: 7.062811127449117e-05
Position 578: 6.383377332383774e-05
Position 636: 6.03739058467037e-05
Position 1047: 5.7835545212183375e-05
Position 2705: 5.41979750142945e-05
Position 2722: 5.124580683987728e-05
Position 1386: 4.909676018662241e-05
Position 1439: 4.755444054141695e-05
Position 908: 4.1109699549419086e-05
Position 1103: 3.942042037209561e-05
Position 1121: 3.89213933896542e-05
Position 2449: 3.7190555081704134e-05
Position 1129: 3.6920332724672005e-05
Position 2290: 3.6284510175069766e-05
Position 1374: 2.9640107833978862e-05
Position 1406: 2.652965118543421e-05
Position 3000: 2.4506284045412004e-05
Position 465: 2.380276819980814e-05
Position 336: 2.1140129282527413e-05
Position 1343: 2.07212141268729e-05
Position 710: 1.9885641644684478e-05
Position 495: 1.9196096620757355e-05
Position 1316: 1.5607712418628347e-05
Position 3562: 1.519678801084749e-05
Position 3394: 1.5157455699945515e-05
Position 1560: 1.4881500544221101e-05
Position 539: 1.4729152377949123e-05
Position 2561: 1.4380297903528117e-05
Position 2456: 1.2751324691777234e-05
Position 3743: 1.2525885326566643e-05
Position 82: 1.2220167751116434e-05
Position 1297: 1.1260742581932711e-05
Position 842: 9.821675795636917e-06
Position 2039: 9.223090828740228e-06
Position 1082: 9.186124524987593e-06
Position 817: 8.315857875413925e-06
Position 3773: 8.276907270158446e-06
Position 1223: 7.952037222760052e-06
Position 914: 7.692563092799238e-06
Position 1396: 7.603455969518641e-06
Position 450: 7.1655158860715655e-06
Position 3261: 6.961958211095943e-06
Position 2656: 6.207394902062659e-06
Position 3758: 6.099674718288888e-06
Position 1143: 5.062836708904799e-06
Position 688: 4.9575343048742535e-06
Position 404: 4.9571270685256575e-06
Position 1042: 4.9142673723739036e-06
Position 2719: 4.522019734952339e-06
Position 714: 4.505690794899874e-06
Position 1168: 4.0864674416755585e-06
Position 746: 3.8019351103124697e-06
Position 2337: 3.782013355796872e-06
Position 377: 3.5866094957030453e-06
Position 2496: 3.4775826050513343e-06
Position 120: 2.964098156011742e-06
Position 3397: 2.939809078016382e-06
Position 3417: 2.629709295804973e-06
Position 3777: 1.683654844532317e-06
Position 3788: 1.3690311010517442e-06
Position 63: 1.0790366454123306e-06
Position 1985: 1.0501341158026375e-06
Position 73: 9.881866011103639e-07
Position 2379: 9.0233097040065e-07
Position 2517: 3.363193019940959e-07
Position 2511: 2.7671815710810426e-07
Position 136: 2.0445706109994687e-07
Position 2529: 9.255140535003248e-08
Position 139: 3.690435287214347e-08
Position 3412: 2.3492438630896096e-08
Position 2544: 1.711950635071525e-08
Position 2586: 6.213770705690173e-09
Position 2563: 3.853551289483258e-09
Position 159: 2.2101959146205116e-09
Position 156: 1.2204655214321407e-09
Position 667: 6.719950026227625e-10
Position 178: 3.7010181335350574e-10
Position 346: 2.319364814804003e-10
Position 143: 2.1868086072965867e-10
Position 409: 1.8419216896720779e-10
Position 352: 1.6120589346816965e-10
Position 380: 1.0800900014359631e-10
Position 145: 9.107667234836263e-11
Position 149: 3.3337319837118084e-11
Position 319: 1.033438354088626e-11
Position 397: 5.313109923936924e-12
Position 2597: 3.489563830828305e-13
Position 198: 7.0957641556097035e-15
Position 183: 1.1481283827457362e-15
Position 185: 4.879116943836589e-17
