Gene = BicD
Position 1225: 0.0010286722461760327
Position 9362: 0.0010100638827012746
Position 4728: 0.0009939559476313132
Position 11178: 0.000898336491651949
Position 11205: 0.000885848310773512
Position 9971: 0.0008772630959415538
Position 13130: 0.0008664547999061728
Position 9908: 0.0008101866054300335
Position 12167: 0.0007631925501737734
Position 3391: 0.0007184370680559874
Position 11306: 0.0006263343821810539
Position 9738: 0.0006253747903727007
Position 11791: 0.0006182808244293915
Position 9836: 0.0005754732503835117
Position 4457: 0.0005333581850053893
Position 1984: 0.000501531133520031
Position 1977: 0.0004950984098785301
Position 10754: 0.0004886756362297602
Position 1615: 0.00047489227421596214
Position 10611: 0.00033974134162817715
Position 335: 0.0003281591763680023
Position 786: 0.0003261424527686277
Position 10907: 0.0003080684449161493
Position 10329: 0.00029492476709702697
Position 11551: 0.00028709272120141366
Position 10668: 0.0002739185226245236
Position 9158: 0.00025333778876480474
Position 777: 0.0002042131626820241
Position 410: 0.00019686099572792208
Position 577: 0.00018001980712179554
Position 4145: 0.00017924008405993599
Position 11403: 0.0001739813644819204
Position 983: 0.00016376162599288885
Position 997: 0.00016075513699854757
Position 5810: 0.00014362045113553706
Position 675: 0.0001288153755089375
Position 939: 0.00012061223380284341
Position 11199: 0.00010809891325385341
Position 10689: 7.019144085339764e-05
Position 10721: 4.712511672638623e-05
Position 10919: 4.551503547888342e-05
Position 10552: 4.421366184362423e-05
Position 431: 3.2804755946601994e-05
Position 473: 3.0387826703754666e-05
Position 528: 2.952352999309696e-05
Position 11094: 2.9125222620256386e-05
Position 1681: 2.6825804746764112e-05
Position 1998: 2.6056884300023912e-05
Position 11520: 2.5495743672742045e-05
Position 510: 2.4241876725714387e-05
Position 10620: 2.400548291401279e-05
Position 3554: 2.2591242361499414e-05
Position 1301: 1.861591623554705e-05
Position 10695: 1.8226297564887042e-05
Position 1527: 1.6900567327677333e-05
Position 426: 1.571724599007357e-05
Position 10578: 1.5235543316475629e-05
Position 10539: 1.510860404465633e-05
Position 10563: 1.333204573236577e-05
Position 8465: 1.3055808195550881e-05
Position 8126: 1.274036067894128e-05
Position 584: 1.2432178385722855e-05
Position 11003: 8.417441967836199e-06
Position 11000: 7.809050919041118e-06
Position 10946: 7.088630728765492e-06
Position 3529: 6.962140126419006e-06
Position 1373: 6.443875270344791e-06
Position 11696: 6.341122887558612e-06
Position 1004: 5.828016872215676e-06
Position 10572: 5.459760036647878e-06
Position 10128: 5.316461986445032e-06
Position 1172: 5.201763962564891e-06
Position 1013: 5.107938443856353e-06
Position 1744: 5.073802877820987e-06
Position 9773: 4.961319590245688e-06
Position 8201: 4.481265400619642e-06
Position 10647: 4.114414716816535e-06
Position 10979: 4.05046957254206e-06
Position 11718: 3.6171798036550982e-06
Position 10496: 3.4995788853167576e-06
Position 10575: 3.4817967445311594e-06
Position 683: 3.2115999025087197e-06
Position 10467: 3.0497530667948856e-06
Position 9563: 2.7482341904784194e-06
Position 9596: 2.5024423493343164e-06
Position 2189: 2.4073560731934964e-06
Position 10737: 2.244993047018709e-06
Position 1862: 2.244632610174813e-06
Position 10950: 1.9073202401218619e-06
Position 9743: 1.8541002687082202e-06
Position 246: 1.7637322983675744e-06
Position 10764: 1.622422097097017e-06
Position 579: 1.5997785666349629e-06
Position 1055: 1.4775488602154634e-06
Position 1436: 1.3837297711346207e-06
Position 301: 1.3366733797936832e-06
Position 1246: 1.25482992969338e-06
Position 10904: 1.1576366794312583e-06
Position 382: 1.1461836657328625e-06
Position 1551: 1.1132846202171283e-06
Position 1414: 9.822650475761036e-07
Position 613: 7.889485244287667e-07
Position 10767: 3.590043607209716e-07
Position 9433: 3.25744597397485e-07
Position 3264: 2.3477136663086398e-07
Position 2258: 2.2370684694152334e-07
Position 2973: 2.0513937630167942e-07
Position 3343: 1.9806762524124593e-07
Position 3044: 1.4383831944164868e-07
Position 256: 1.007784098230293e-07
Position 505: 6.572322493769563e-08
Position 9344: 6.203887881632284e-08
Position 9473: 4.56074934134476e-08
Position 11006: 3.536623493780968e-08
Position 10953: 1.36944378942611e-08
Position 9454: 8.392152564614546e-09
Position 188: 7.039714571030086e-09
Position 1305: 6.302557372578341e-09
Position 177: 2.419664096356256e-09
Position 193: 2.3467293933661468e-09
Position 216: 1.9326904587819503e-09
Position 11101: 5.646569741412567e-10
Position 261: 4.792313793743042e-10
Position 211: 3.3497818619844874e-10
Position 10819: 1.2258613489512305e-12
Position 11021: 1.1888234979605874e-12
Position 190: 1.1206007544382212e-13
