Gene = RapGAP1
Position 5839: 4.858537678910476e-13
Position 7032: 4.3740315588740796e-13
Position 1192: 4.3043629689890157e-13
Position 5587: 4.155062526215438e-13
Position 6573: 4.0924005748058425e-13
Position 5761: 3.6020771377095774e-13
Position 1049: 3.363565696518498e-13
Position 6533: 3.2614651685287024e-13
Position 5039: 2.8694697454481915e-13
Position 1167: 2.0053356321322032e-13
Position 6414: 1.9806576669401115e-13
Position 816: 1.8247219079349492e-13
Position 1522: 1.4414615759097983e-13
Position 6550: 1.242536730261242e-13
Position 6204: 9.770247829410674e-14
Position 2226: 7.962945703383331e-14
Position 4545: 7.732958168566172e-14
Position 4390: 7.662420923122805e-14
Position 6186: 6.899481775142368e-14
Position 4636: 5.99280939310945e-14
Position 4957: 4.8932460585553765e-14
Position 4724: 4.192408371190407e-14
Position 5592: 3.9733717789446106e-14
Position 2255: 3.63988628682772e-14
Position 1617: 3.277732335656689e-14
Position 2577: 3.2504295555061185e-14
Position 1389: 2.1717245075784638e-14
Position 588: 1.443908926499915e-14
Position 2778: 1.3358966645386876e-14
Position 3775: 1.0768701859957923e-14
Position 3795: 9.313997676615591e-15
Position 1206: 7.76602551433629e-15
Position 3725: 7.728398925506702e-15
Position 4209: 7.286873076228372e-15
Position 2276: 7.086381656546158e-15
Position 853: 5.540721832249273e-15
Position 2377: 5.0306450994566025e-15
Position 991: 4.713350037910536e-15
Position 3297: 4.524827375126017e-15
Position 1127: 4.2361579472032484e-15
Position 2815: 3.650221219154827e-15
Position 823: 3.349584111001225e-15
Position 2176: 2.962634849188727e-15
Position 1944: 2.79846874687551e-15
Position 894: 2.450560360274374e-15
Position 2598: 2.1772049130523015e-15
Position 3326: 1.890244230897283e-15
Position 1064: 5.141435382586386e-16
Position 1364: 4.85761531434968e-16
Position 1229: 4.609210002997992e-16
Position 2020: 4.2334072227535653e-16
Position 997: 3.4551723961547754e-16
Position 1061: 1.9730897635211983e-16
Position 904: 1.6072520891061553e-16
Position 179: 2.1930522242342357e-17
Position 509: 2.1582139487892335e-17
Position 353: 1.2640928087783253e-17
Position 189: 3.4109366192602466e-18
Position 540: 3.1986977314677812e-18
Position 473: 2.6156745343768885e-18
Position 264: 9.383156696616519e-19
Position 497: 6.306517172547592e-19
Position 137: 4.921845238993305e-19
Position 690: 3.844052587133866e-19
Position 674: 3.517113150993503e-19
Position 640: 1.7921176588487645e-19
Position 1530: 1.2732135878427986e-19
Position 1258: 5.628321474956161e-20
Position 519: 5.349459699063727e-20
Position 861: 1.0761089614965804e-20
Position 733: 8.228701070936915e-21
Position 870: 4.036714291686878e-21
