Gene = Tsf2
Position 127: 8.183118431915476e-10
Position 215: 5.240634989073644e-10
Position 1214: 1.4003543269795413e-10
Position 1220: 1.178295258202015e-10
Position 1888: 4.7068837656402764e-11
Position 1163: 3.2767961222705584e-11
Position 1789: 2.7047465290728685e-11
Position 1782: 6.345881736282953e-12
Position 1694: 7.42204743579848e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9902090041916857
Position 752: 0.9866631767193116
Position 1686: 0.980032195128908
Position 245: 0.9724955887753247
Position 951: 0.8573163568407447
Position 1171: 0.7783042596752427
Position 2805: 0.11975349593301556
Position 557: 0.057155236605569766
Position 1466: 0.03518893294802661
Position 1720: 0.01761074885501771
Position 1158: 0.017082249370128748
Position 1298: 0.014887095631760397
Position 720: 0.011556410179134308
Position 517: 0.011554391048259066
Position 1245: 0.010543682095023826
Position 2849: 0.007334000558433529
Position 2363: 0.00700835467864414
Position 3174: 0.0063500714206103865
Position 119: 0.004967956962154709
Position 2390: 0.004840306507248928
Position 122: 0.004742992771135534
Position 3281: 0.00452879950623769
Position 976: 0.004138282442870332
Position 1992: 0.003972100399210506
Position 2844: 0.0036771165275950894
Position 1180: 0.0030477706346830327
Position 2739: 0.0020981044354013764
Position 2762: 0.001638766375204091
Position 442: 0.0016294956336584858
Position 2604: 0.0014492469138865673
Position 1514: 0.0014044724816678251
Position 2870: 0.0013914979467458792
Position 1173: 0.001236531524533621
Position 3156: 0.0012346308424326644
Position 3133: 0.0012026870231673164
Position 2330: 0.0011759633414297926
Position 1304: 0.001100107628901099
Position 142: 0.0010035118189265933
Position 1694: 0.000918578753841059
Position 1930: 0.0008609306933377435
Position 3069: 0.000853275633759091
Position 1004: 0.000793801711197527
Position 3001: 0.0007828003840666042
Position 1428: 0.0006980427879857366
Position 405: 0.0006443846761442607
Position 1740: 0.0006282706123913426
Position 1522: 0.0005684609020873017
Position 1261: 0.00054805724216213
Position 3021: 0.0005158547402556526
Position 1948: 0.0004735843791291645
Position 1377: 0.0004119973794331139
Position 584: 0.0003632227028379211
Position 2637: 0.0003582541474805401
Position 1747: 0.0003328319665009211
Position 1443: 0.00032349389345579584
Position 568: 0.0002733673103768459
Position 3201: 0.00024583311782501926
Position 3113: 0.0002448505837468809
Position 2178: 0.0002368182171763443
Position 1962: 0.00022383963903694227
Position 439: 0.000187669287232162
Position 2922: 0.000174904674488674
Position 1511: 0.00016580963272135033
Position 1496: 0.00015184003969685627
Position 1728: 0.0001481453521754677
Position 1473: 0.0001416133468132044
Position 1317: 0.00013909372554390143
Position 2172: 0.00013148931113012466
Position 2756: 0.00012691886601091986
Position 1326: 0.0001226578454472099
Position 760: 0.00011877064390783176
Position 1572: 0.0001150419131480258
Position 2295: 0.00010851798094567718
Position 797: 0.00010552914789887866
Position 2307: 0.00010048064304976898
Position 2685: 9.315744651703945e-05
Position 2490: 8.547413202790767e-05
Position 271: 6.577069460940434e-05
Position 571: 6.50075126410353e-05
Position 1488: 5.5256750693635225e-05
Position 2284: 5.0980820439989766e-05
Position 1382: 4.787185176551092e-05
Position 3223: 3.8665414098075664e-05
Position 764: 3.231075841972806e-05
Position 211: 2.5486682735987387e-05
Position 642: 1.3456322447423264e-05
Position 1539: 1.266348172161083e-05
Position 1845: 1.1616095591725037e-05
Position 225: 1.0619064255543802e-05
Position 1782: 1.0037488587910755e-05
Position 77: 9.948745598325773e-06
Position 1789: 9.564965270999145e-06
Position 1335: 8.639511600742012e-06
Position 1406: 6.721010541705013e-06
Position 1795: 6.209323582442203e-06
Position 1197: 6.088287712069474e-06
Position 2014: 6.022696736266241e-06
Position 1569: 5.450928984888224e-06
Position 1113: 4.898998043911902e-06
Position 986: 4.759575188572011e-06
Position 325: 4.700344272261085e-06
Position 1379: 4.298455900540282e-06
Position 1052: 4.226734664817885e-06
Position 1314: 4.128172257623189e-06
Position 1347: 4.1227752650166545e-06
Position 903: 3.961811467493924e-06
Position 2011: 3.913599653298956e-06
Position 1323: 3.8313792354680344e-06
Position 304: 2.1389478900718553e-06
Position 2002: 1.8340012866500122e-06
Position 1025: 1.7771160249038494e-06
Position 298: 1.425236384488391e-06
Position 313: 9.780710636250023e-07
Position 520: 9.444779939025487e-07
Position 2136: 5.236389138329732e-07
Position 177: 4.3911093968829467e-07
Position 2631: 2.644635958454876e-07
Position 310: 2.5016224160920763e-07
Position 616: 2.495123067315102e-07
Position 1623: 2.4693285702438977e-07
Position 1055: 1.5929281168648412e-07
Position 803: 1.4346626176407016e-07
Position 265: 1.132982771218354e-07
Position 1821: 3.81085620589401e-08
Position 696: 3.699219927287252e-08
Position 197: 3.177586165327621e-08
Position 1850: 3.0729030063992465e-08
Position 2088: 1.7611363308478316e-08
Position 346: 1.5746939265828855e-09
Position 370: 1.3601345404158195e-09
Position 1879: 3.236480904381966e-11
Position 2139: 4.3427245954610634e-12
Position 300: 2.2508291442071068e-13
