Gene = Mob2
Position 3636: 1.294197593779551e-19
Position 7799: 1.0676259597406162e-19
Position 8276: 8.860535415428042e-20
Position 3300: 8.806216482314223e-20
Position 7841: 7.534288219330746e-20
Position 6987: 5.032733489050519e-20
Position 8177: 4.548813411368882e-20
Position 419: 4.1787856467585433e-20
Position 8837: 3.824322349165706e-20
Position 617: 3.7651565336425073e-20
Position 1222: 3.640667095798036e-20
Position 5040: 3.3835945655525545e-20
Position 3072: 3.137908724008352e-20
Position 1525: 1.1847562594108343e-20
Position 2942: 1.1735216888805445e-20
Position 8218: 1.1248392804992701e-20
Position 1019: 9.935369341115142e-21
Position 6750: 7.210388073485706e-21
Position 3085: 7.104917783119083e-21
Position 3533: 6.896460072378424e-21
Position 4207: 6.6089191006339966e-21
Position 4094: 6.515005053777417e-21
Position 4849: 6.350899612059083e-21
Position 1428: 5.728499330829464e-21
Position 2912: 4.568625316877043e-21
Position 3306: 4.425201790748273e-21
Position 3039: 4.3121821336310185e-21
Position 3412: 3.678323986050118e-21
Position 3397: 3.642945567206162e-21
Position 1965: 3.3074263082569462e-21
Position 1562: 3.2374033993712728e-21
Position 1990: 3.1909977489932423e-21
Position 4500: 3.053236044281314e-21
Position 1575: 2.5145098972680923e-21
Position 1996: 2.4873270783902776e-21
Position 3474: 2.450930198944961e-21
Position 2974: 2.2035166760606105e-21
Position 840: 2.1082145261713856e-21
Position 6234: 1.9669922282609757e-21
Position 6326: 1.7413763359640677e-21
Position 1431: 1.642347188561134e-21
Position 1798: 1.4412296702358663e-21
Position 5077: 1.3918641364577168e-21
Position 2875: 1.3624836100259343e-21
Position 682: 1.3370351833475916e-21
Position 6374: 1.3247584687473662e-21
Position 1488: 1.3099432446144044e-21
Position 5768: 1.2575314035823174e-21
Position 1079: 1.1735119283990128e-21
Position 4228: 1.0812739560038091e-21
Position 1415: 1.0736014618183752e-21
Position 2276: 1.0224774494914038e-21
Position 2381: 9.935954506806813e-22
Position 3220: 9.568758555944238e-22
Position 3163: 9.257346181087474e-22
Position 142: 8.960405698461896e-22
Position 2309: 7.086199882698661e-22
Position 2054: 6.679319925639925e-22
Position 4452: 5.418933536494189e-22
Position 1225: 5.214301088602463e-22
Position 5526: 4.882734083979565e-22
Position 2841: 4.764813039293402e-22
Position 235: 4.40297123370056e-22
Position 264: 3.2468624563154517e-22
Position 874: 2.856812794526922e-22
Position 1626: 2.3737018633681486e-22
Position 1824: 2.3373652148703644e-22
Position 281: 2.3151193676052174e-22
Position 4830: 1.9609606818657363e-22
Position 261: 1.1360616018257552e-22
Position 4221: 1.1260158920292069e-22
Position 4161: 9.639576826648648e-23
Position 4097: 8.180374737464086e-23
Position 885: 7.701026472013031e-23
Position 731: 4.513770368094247e-23
Position 227: 3.737382597088999e-23
Position 1453: 2.549038533282908e-23
Position 2495: 2.4286593417703764e-23
Position 623: 1.8684086027220287e-23
Position 1616: 1.781525174235436e-23
Position 1042: 1.540469401902506e-23
Position 393: 1.5233520912653175e-23
Position 1297: 1.4784177835951787e-23
Position 1600: 1.42580580483821e-23
Position 1303: 1.1878625971796665e-23
Position 844: 1.1327179497779643e-23
Position 1863: 4.6057623088083055e-24
Position 387: 1.5881327017498003e-24
Position 644: 9.577810680473449e-25
Position 1398: 8.449223820872877e-25
Position 79: 5.332801754590156e-25
Position 75: 4.845554774640423e-25
Position 626: 4.559510144859606e-25
Position 959: 4.0816780201487205e-25
Position 1022: 2.709388268302404e-25
Position 852: 1.4850545698835996e-25
Position 662: 3.9230266466021075e-26
Position 698: 7.830349691550756e-27
Position 295: 3.238561090170332e-28
Position 363: 2.76067971226606e-28
Position 695: 2.5064818746142656e-28
Position 81: 1.0323858409588702e-28
Position 273: 9.381526049368151e-29
Position 213: 3.511143845566014e-30
Position 215: 3.502206420843788e-32
