Gene = aos
Position 11970: 1.3774752023592807e-06
Position 7641: 1.2144288046046981e-06
Position 974: 1.095635059759033e-06
Position 6457: 7.978763506053789e-07
Position 1468: 5.716572074295533e-07
Position 9259: 5.658598018450398e-07
Position 9275: 5.602183598565507e-07
Position 5: 4.0574311370166975e-07
Position 12225: 3.684129155968698e-07
Position 4263: 3.397995370569582e-07
Position 12234: 3.2648311364833904e-07
Position 12656: 2.683865893850396e-07
Position 12228: 1.9273237120848962e-07
Position 12684: 1.7458243769340382e-07
Position 12885: 6.719503603425442e-08
Position 12929: 3.548167465887133e-08
Position 12943: 2.1449992688591144e-08
Position 12030: 1.6123838093754904e-08
Position 11948: 6.934985679736221e-09
Position 12108: 4.780599509958835e-09
Position 1179: 4.597247856585334e-09
Position 1159: 4.096979077322674e-09
Position 11974: 3.0396853847465865e-09
Position 12254: 2.225328441224629e-09
Position 12174: 1.9584782287335553e-09
Position 1353: 1.7433081142328698e-09
Position 1940: 1.6019984154988213e-09
Position 11963: 1.2439467461601327e-09
Position 1045: 8.309833369895904e-10
Position 1072: 6.99771174389558e-10
Position 1035: 6.912762754416422e-10
Position 11976: 4.2396625130014256e-10
Position 11941: 3.733633687197764e-10
Position 12198: 2.909979574924756e-10
Position 12116: 2.5787612998707207e-10
Position 12149: 1.0202456852454065e-10
Position 640: 8.88784967743509e-12
Position 634: 5.878118038074798e-12
Position 327: 5.5912426192882615e-12
Position 107: 3.768808295811818e-12
Position 346: 2.4262620389602547e-12
Position 329: 1.4982748521601505e-12
Position 311: 6.11822376562121e-14
Position 446: 5.822598953126941e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998855839391059
Position 12138: 0.9932941150264997
Position 11275: 0.939696460322506
Position 12837: 0.2457538942768114
Position 11515: 0.19060674964907312
Position 5259: 0.043444489602964924
Position 838: 0.03313981448435348
Position 12997: 0.02627135219788772
Position 85: 0.0204567909023072
Position 13006: 0.014817738545286424
Position 11230: 0.013828353117990683
Position 12392: 0.012403973503942286
Position 9428: 0.011090832753215587
Position 13031: 0.011078731669600479
Position 11315: 0.01033057359787892
Position 305: 0.009446389184225445
Position 1604: 0.008829699005401323
Position 12408: 0.007663325585691946
Position 2760: 0.00734902857837417
Position 11418: 0.006623321709744402
Position 11217: 0.00575063660192413
Position 1500: 0.0047232475522411095
Position 8032: 0.004253719317359674
Position 894: 0.004049513351409249
Position 9110: 0.003964454899268827
Position 5374: 0.003457717446962499
Position 13165: 0.0032169212527106087
Position 113: 0.002878168441697521
Position 1520: 0.002751001474324495
Position 1646: 0.002698203602556726
Position 12555: 0.0025823867611159184
Position 466: 0.0022202660867385532
Position 12412: 0.002135538493007737
Position 12963: 0.0018675867081035574
Position 5306: 0.0017409587096308859
Position 10268: 0.0017098071779108825
Position 1523: 0.0013082484240451915
Position 8036: 0.0012333678712897929
Position 10912: 0.0012252374682394421
Position 1988: 0.0012122557959176096
Position 697: 0.0011983615842052692
Position 10645: 0.0011522123092078038
Position 13108: 0.0011449819861158051
Position 9863: 0.0011112203367806988
Position 5006: 0.0010942547654881527
Position 2218: 0.0010551292629365956
Position 543: 0.0009708470381281714
Position 7484: 0.0009617094887535817
Position 228: 0.0009474100113712055
Position 1117: 0.0009206783381779586
Position 5223: 0.0008964310472961684
Position 12153: 0.00086660954350828
Position 1329: 0.000818411372248985
Position 2283: 0.000780957973690667
Position 2317: 0.0007792629291930671
Position 2344: 0.0007672796847720394
Position 5167: 0.000635429414198126
Position 5131: 0.0006032492415873954
Position 754: 0.0005482684090974327
Position 1361: 0.0004979480083263046
Position 2558: 0.00047701023072641827
Position 12656: 0.00042048593090790405
Position 12575: 0.0004041307099300027
Position 760: 0.000400590900314969
Position 7712: 0.00037987200874353363
Position 5345: 0.00036318209349141885
Position 12680: 0.00035964184463953367
Position 2491: 0.00033908392749941766
Position 13075: 0.0003372140044961116
Position 1423: 0.00033213161051412514
Position 7217: 0.0003273495291829705
Position 1853: 0.00030279220433347535
Position 1103: 0.0002915331116141904
Position 1366: 0.00027564449120919037
Position 1652: 0.000275299365984614
Position 521: 0.0002634468619058976
Position 5476: 0.00025389084175552915
Position 1071: 0.00025233693313496993
Position 502: 0.00024412149648109997
Position 2471: 0.0002419018876704544
Position 1420: 0.00023187207305002322
Position 1860: 0.0002119004555093302
Position 4137: 0.00019337687478923501
Position 2314: 0.00018653144421315807
Position 7784: 0.00018309793391415156
Position 3939: 0.00017053760143938924
Position 13238: 0.00016473830426027991
Position 2433: 0.0001261888244634508
Position 12723: 0.00010659558700832288
Position 13088: 0.00010512375825833065
Position 4724: 9.859189782208148e-05
Position 2732: 9.50911414008867e-05
Position 2543: 9.321048010587465e-05
Position 321: 7.737795366059474e-05
Position 339: 7.724799552388303e-05
Position 11933: 6.70398908411274e-05
Position 2349: 6.526002472407097e-05
Position 254: 6.470588327380825e-05
Position 494: 6.455409932615405e-05
Position 2446: 6.17336656323017e-05
Position 2569: 5.758573564049755e-05
Position 515: 5.6881282448321465e-05
Position 527: 4.9576871644705017e-05
Position 545: 4.5735113997527335e-05
Position 12234: 4.199556744213988e-05
Position 11936: 2.765832901676679e-05
Position 12159: 2.658063001259875e-05
Position 12479: 2.400577099314684e-05
Position 2083: 2.0907356275099065e-05
Position 12767: 1.8464064612829476e-05
Position 11959: 1.3320531463060312e-05
Position 1307: 1.1513779749354081e-05
Position 1229: 1.0705647941729193e-05
Position 12244: 1.0231988737390482e-05
Position 1346: 9.506355533435756e-06
Position 12416: 8.952109995061728e-06
Position 12448: 7.905228853528918e-06
Position 2059: 5.236124794925108e-06
Position 12189: 5.204117183585641e-06
Position 13194: 4.4460140855989095e-06
Position 1695: 4.206827182430462e-06
Position 1745: 3.4530382636837265e-06
Position 1045: 2.6668806934031415e-06
Position 2718: 2.1253616947610805e-06
Position 666: 2.0593278705466247e-06
Position 757: 2.005876482268028e-06
Position 2584: 1.9023975863914511e-06
Position 1622: 1.8168621467650747e-06
Position 2538: 1.7891764833168573e-06
Position 906: 1.3770043079602387e-06
Position 785: 1.3073948781569686e-06
Position 1248: 1.1686756307060221e-06
Position 12030: 1.1491699312648427e-06
Position 1239: 1.1458474838808536e-06
Position 12879: 8.64653053793181e-07
Position 6326: 4.932462474506111e-07
Position 1176: 3.4843201978654566e-07
Position 12663: 3.477988936142461e-07
Position 903: 2.1261082018167857e-07
Position 194: 1.9208785039012866e-07
Position 745: 1.8215363046538683e-07
Position 12195: 1.4995922748287154e-07
Position 12505: 1.3029538400542385e-07
Position 1293: 7.015452241367813e-08
Position 552: 3.1745991580254784e-08
Position 556: 2.2677331838077683e-08
Position 12286: 1.8960268938535887e-08
Position 1130: 1.4225280203848403e-08
Position 675: 1.0347516784468312e-08
Position 164: 6.3672082488094475e-09
Position 12260: 3.1027773384182297e-09
Position 122: 2.8385128507147432e-09
Position 150: 5.195450933611279e-12
Position 201: 2.5590300877353033e-12
Position 138: 2.018818574683174e-12
Position 127: 1.3440008901796652e-12
Position 116: 6.135217986870126e-13
Position 183: 1.8209488373576922e-13
Position 143: 1.2427349803762455e-13
Position 307: 6.4209966763731645e-15
Position 160: 1.4433065380376724e-15
Position 53: 3.263308753897216e-16
Position 51: 2.448680107121081e-16
Position 61: 1.2367442973191217e-16
Position 1133: 1.0394780698826431e-20
