Gene = yuri
Position 754: 7.753926363034575e-05
Position 1483: 6.525840476875223e-05
Position 1145: 6.119259304863556e-05
Position 117: 5.697628342124847e-05
Position 6898: 5.3449814762367365e-05
Position 2615: 4.5697494367001864e-05
Position 1063: 4.487127555262832e-05
Position 7368: 4.4341061910094375e-05
Position 3985: 4.261780335446296e-05
Position 483: 4.21219507566738e-05
Position 1319: 4.101237396464622e-05
Position 1660: 4.01563252945953e-05
Position 612: 3.9650879706021924e-05
Position 219: 3.737488141391671e-05
Position 1994: 3.426562744592874e-05
Position 3292: 3.105400873591049e-05
Position 419: 2.2204685799980572e-05
Position 450: 1.8515790022363983e-05
Position 115: 1.8358340086241354e-05
Position 1960: 1.7518116737108e-05
Position 286: 1.6130653951798078e-05
Position 702: 1.526599203138055e-05
Position 316: 1.4749705317655694e-05
Position 7276: 1.4663548731247161e-05
Position 1426: 1.4374465851773215e-05
Position 1927: 1.4341428842210797e-05
Position 798: 1.112548955683233e-05
Position 1085: 1.0645614449582634e-05
Position 284: 9.905957809700116e-06
Position 61: 9.357396341718172e-06
Position 2932: 7.038484133179833e-06
Position 165: 4.9876585373589255e-06
Position 3036: 4.309720055118293e-06
Position 328: 2.8109792220046435e-06
Position 325: 2.5241692651115925e-06
Position 1775: 1.619531260821534e-06
Position 673: 2.7835865628980524e-07
Position 8: 2.0613200039052754e-07
Position 289: 1.554082371291263e-07
Position 318: 7.294223722386184e-08
Position 2263: 3.7284166001848105e-08
Position 675: 3.4633673869349006e-08
Position 356: 3.368417849059467e-08
Position 3: 2.6933852586877197e-08
Position 349: 2.554033939971102e-08
Position 585: 2.4054874749917393e-08
Position 13: 1.3359201403686806e-08
Position 337: 2.620511063340746e-09
Position 666: 9.583083317005656e-10
Position 372: 3.810321568461532e-10
Position 6801: 1.041414826198569e-10
Position 377: 6.611246219283288e-11
Position 1949: 7.286237314716536e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2851: 0.9972135009883243
Position 5982: 0.9917850711328607
Position 1563: 0.9597312409834947
Position 7105: 0.9361400806929365
Position 6586: 0.8943701937570545
Position 2691: 0.81688175583787
Position 1027: 0.6848067323695164
Position 3523: 0.5780853382332662
Position 2387: 0.569079650933828
Position 5753: 0.5633219073357627
Position 4128: 0.5112074957916389
Position 5400: 0.4620325316897314
Position 377: 0.39888169962093306
Position 2031: 0.3213011871991625
Position 2065: 0.31614296039196393
Position 2453: 0.30531923725762644
Position 1060: 0.2947045823146154
Position 6250: 0.14785257938054255
Position 1992: 0.1305241230383507
Position 596: 0.12735649027559504
Position 2679: 0.1145278204363124
Position 573: 0.08393178928900881
Position 3054: 0.0830660338622424
Position 349: 0.061377780379326986
Position 6593: 0.03629393669635357
Position 6988: 0.0266658229456947
Position 2499: 0.025926786899216497
Position 6391: 0.025173102240416474
Position 2457: 0.019689843835180885
Position 300: 0.017737024978242196
Position 1960: 0.013876771270360988
Position 3086: 0.011665710424518062
Position 1289: 0.01162661373923912
Position 3324: 0.01083268656980634
Position 521: 0.010673414701682366
Position 2693: 0.0106331141554083
Position 7202: 0.009356125161003813
Position 1845: 0.008803325509814637
Position 2097: 0.00877548560549817
Position 722: 0.007787663124710232
Position 1882: 0.007190557109715711
Position 416: 0.006742543773068379
Position 765: 0.006715994555028847
Position 1871: 0.006664025033220195
Position 1789: 0.005471793650747858
Position 1039: 0.004943409968017247
Position 3017: 0.00476511918632645
Position 4979: 0.004541114315649432
Position 316: 0.0043929823556818
Position 5780: 0.003969256461847656
Position 419: 0.003540705123889314
Position 461: 0.003467451962226491
Position 383: 0.0029951339489133655
Position 169: 0.002744310498113357
Position 3698: 0.00264677154067391
Position 811: 0.0026272890118262337
Position 4732: 0.002592806533901486
Position 1232: 0.002280633491878482
Position 2722: 0.002274590836510291
Position 2194: 0.0021818557364073794
Position 3585: 0.002118458908572131
Position 6611: 0.0020749115220319516
Position 2423: 0.0018440294009379004
Position 2352: 0.0017015564317759471
Position 2009: 0.0016734366646668762
Position 3850: 0.0016496096791590957
Position 808: 0.0015423162834664592
Position 528: 0.00151469410461079
Position 1092: 0.0014813965794608784
Position 2434: 0.0012938605640394306
Position 874: 0.0012183698252712387
Position 172: 0.0011320708790607435
Position 7123: 0.0011289476700941422
Position 666: 0.0011282188278867488
Position 3530: 0.0010655106059654282
Position 5407: 0.0010595899275083374
Position 6647: 0.001051431485782972
Position 2099: 0.0010225924723353105
Position 6295: 0.0010142489132701441
Position 6292: 0.0009372369094809771
Position 688: 0.000915265141403187
Position 120: 0.0008883066724398625
Position 7113: 0.0008529084409962707
Position 3218: 0.000823045990759072
Position 7159: 0.0007844514483587997
Position 497: 0.0007775190250504484
Position 7041: 0.0007522431387318467
Position 1588: 0.0006172549374179394
Position 2260: 0.0005884436997786212
Position 972: 0.0005754726567076671
Position 737: 0.0005625978019340385
Position 6033: 0.0005381878555380573
Position 7165: 0.0005179158463300546
Position 1722: 0.0004530235676460448
Position 7144: 0.00041200129767584367
Position 7267: 0.00036645459958349787
Position 2104: 0.0003458203474034027
Position 2528: 0.0003431953935044394
Position 3452: 0.0003221780721040233
Position 2740: 0.00029612229672671016
Position 7180: 0.0002804597017655669
Position 2809: 0.0002771220262730779
Position 604: 0.0002762386345459655
Position 6535: 0.00023482643946669472
Position 3090: 0.00021601587460901207
Position 1925: 0.00019811370301269703
Position 444: 0.0001770113275322724
Position 581: 0.00016552118334577976
Position 2699: 0.00016539152063548023
Position 1572: 0.00014096941630300892
Position 988: 0.000133233812056875
Position 2860: 0.00011342717444462996
Position 6656: 0.00010544492024495609
Position 7134: 0.0001009847289525004
Position 532: 9.401767268073272e-05
Position 7416: 9.299655545181844e-05
Position 1243: 9.216055419119148e-05
Position 2734: 8.736419283875133e-05
Position 1063: 6.836507364856382e-05
Position 861: 6.718664586613281e-05
Position 2157: 5.999118928360504e-05
Position 7206: 5.028997434006136e-05
Position 2566: 4.74396912793957e-05
Position 1638: 4.1225479203911143e-05
Position 2548: 4.069731347947331e-05
Position 2719: 3.839781684283764e-05
Position 3401: 3.778980817104568e-05
Position 535: 3.620157194529522e-05
Position 472: 3.244809152703002e-05
Position 3464: 3.0101673751004313e-05
Position 3168: 2.766808422422008e-05
Position 2900: 2.75466901402197e-05
Position 198: 2.399293114036145e-05
Position 683: 1.644032402893737e-05
Position 627: 9.490498187285273e-06
Position 132: 6.285982574821563e-06
Position 1423: 3.3021353280920208e-06
Position 1411: 3.1055303817188287e-06
Position 899: 3.0102608314590462e-06
Position 186: 2.818463688513818e-06
Position 388: 2.5108359765543287e-06
Position 1381: 2.144075208320244e-06
Position 2863: 2.3064160804242168e-07
Position 3285: 2.1243558706519858e-07
Position 3302: 2.0959123692991758e-07
Position 2953: 9.971358359576012e-08
Position 2817: 7.121396932081776e-08
Position 207: 3.1881940041715516e-09
Position 391: 2.406851964778913e-09
Position 68: 2.396116353758481e-09
Position 230: 1.3042406890456774e-09
Position 241: 3.5638762066203253e-13
