Gene = Fbw5
Position 654: 1.8163309035542794e-08
Position 761: 1.6938716215712927e-08
Position 493: 1.4589790641327566e-08
Position 226: 1.3283385580752928e-08
Position 400: 9.318897861330514e-09
Position 433: 7.743833150226365e-10
Position 87: 8.745147341285981e-18
Position 453: 7.3018500441479e-18
Position 250: 4.6800826563747705e-18
Position 314: 4.6251145111438166e-18
Position 342: 6.648961876077581e-19
