Gene = Tet
Position 41105: 9.690226712091563e-09
Position 39713: 1.3705155045597692e-09
Position 40916: 1.1406098298569535e-09
Position 38172: 7.948953072804446e-10
Position 9969: 7.469203467030927e-11
Position 36555: 1.1268540789067814e-11
Position 34362: 8.461022476548465e-12
Position 31790: 7.348986734159675e-12
Position 2976: 6.975629160733934e-12
Position 34223: 6.8334123844390705e-12
Position 3048: 6.414828829848782e-12
Position 33183: 5.281215238396027e-12
Position 32684: 3.709535330852067e-12
Position 33028: 3.312494374592182e-12
Position 34765: 3.26783220797426e-12
Position 30747: 3.0629918090021956e-12
Position 33346: 2.9312032613542144e-12
Position 35563: 1.2763361379505353e-12
Position 30221: 1.044829808604025e-12
Position 30477: 6.079216518024557e-13
Position 31802: 5.993487135528482e-13
Position 32834: 2.867118849815747e-13
Position 31758: 2.794719616580962e-13
Position 826: 2.0943013022426824e-13
Position 1730: 1.8614326904481375e-13
Position 1026: 1.6180515225637738e-13
Position 28730: 1.385866532544122e-13
Position 1852: 1.385494728863791e-13
Position 1517: 1.3218682047781737e-13
Position 33000: 1.1815480000003332e-13
Position 29504: 1.0506747609215246e-13
Position 859: 9.880093183850269e-14
Position 27678: 9.672597216891521e-14
Position 280: 7.737964596471801e-14
Position 28129: 7.292727052004808e-14
Position 808: 6.994763882204672e-14
Position 27698: 6.17479411873891e-14
Position 28067: 6.120075818425198e-14
Position 29042: 5.1218638226507696e-14
Position 28714: 4.953568291966686e-14
Position 28733: 4.516324125231396e-14
Position 30132: 2.4442169168895137e-14
Position 27836: 2.4111567242690804e-14
Position 30654: 2.0287390138493554e-14
Position 30156: 1.540956388111087e-14
Position 28366: 1.477051075232247e-14
Position 31866: 1.3634225519707e-14
Position 28404: 1.2973947704961135e-14
Position 28107: 1.2248884902318093e-14
Position 27750: 1.1905484495199845e-14
Position 30245: 1.1460291081868337e-14
Position 28021: 1.0899634444857434e-14
Position 28117: 8.937230028907566e-15
Position 27914: 8.761276987532911e-15
Position 28845: 6.728012584065542e-15
Position 29819: 5.663345175796634e-15
Position 27702: 5.3941296174093934e-15
Position 30721: 3.4308746797673283e-15
Position 28240: 3.2118477090993815e-15
Position 29216: 2.872123585723753e-15
Position 28072: 2.6103106040970255e-15
Position 28135: 2.3618141267508544e-15
Position 27754: 1.524847777357057e-15
Position 28213: 1.2782689995780481e-15
Position 28196: 1.2096880855524895e-15
Position 28315: 1.1416776887003387e-15
Position 28062: 6.226464326898926e-16
Position 28424: 3.294524914263561e-16
Position 27971: 2.844088794858679e-16
Position 28159: 8.490751147137402e-17
Position 270: 5.345244587184077e-17
Position 27808: 2.6852424334055545e-17
Position 569: 2.0755991227683145e-17
Position 536: 1.7144643444371584e-17
Position 26453: 7.676587509092171e-18
Position 91: 2.6368787560717362e-18
Position 123: 2.1129871490590675e-18
Position 330: 2.092792516598114e-18
Position 25484: 1.52392220246791e-18
Position 605: 1.0017837083892187e-18
Position 587: 8.263029460048736e-19
Position 189: 7.07235796113595e-19
Position 282: 4.0300034102320846e-19
