Gene = vri
Position 21446: 0.0019410665608788436
Position 5489: 0.0019393768682138628
Position 5519: 0.0016807310537177217
Position 21190: 0.0016758209158686697
Position 20986: 0.0015157872634459586
Position 3049: 0.0013930079562390096
Position 4144: 0.0013367321153756712
Position 8714: 0.001270956544770651
Position 20010: 0.0012580375866928272
Position 1094: 0.0011807256196524893
Position 8547: 0.001147413648699273
Position 13746: 0.001064470073000728
Position 9608: 0.0009711722208549071
Position 19789: 0.0009457862529625648
Position 3005: 0.0009263360096881686
Position 1195: 0.0007623788051498013
Position 19819: 0.0006969376046662888
Position 2898: 0.0006107655450608776
Position 8575: 0.0005707484298617659
Position 8025: 0.0005014276126602472
Position 2139: 0.0004638833877581495
Position 19703: 0.00045583995579219185
Position 20458: 0.00042045474833074016
Position 1223: 0.0004033915017196062
Position 1076: 0.00038743082257816977
Position 2015: 0.00037599088547502
Position 2393: 0.00037581834970666883
Position 1635: 0.000360765063112605
Position 20072: 0.00033884884262126355
Position 19813: 0.00033531952380642916
Position 19040: 0.00032192474302730496
Position 20625: 0.00024798753607548676
Position 1740: 0.000247775775293941
Position 1235: 0.00023437709594168756
Position 3060: 0.00022748959204579617
Position 20521: 0.00021226052627501383
Position 3868: 0.00017695131609090896
Position 1211: 0.00016856033652607163
Position 703: 0.00015963854204934836
Position 1290: 0.00010093211075592102
Position 19801: 8.609932501416054e-05
Position 827: 8.291221810495063e-05
Position 6469: 7.910756863820135e-05
Position 2033: 7.736396030280473e-05
Position 5159: 6.889473809376148e-05
Position 19555: 6.804152915125017e-05
Position 6449: 4.352661080839715e-05
Position 5073: 3.23372341809273e-05
Position 756: 2.8828887898934456e-05
Position 2265: 1.3891102663683308e-05
Position 1145: 1.075334200794926e-05
Position 19546: 9.546378202356548e-06
Position 2547: 6.2733083788456805e-06
Position 665: 5.077484046302944e-06
Position 1666: 4.00801883388568e-06
Position 1561: 3.9845197539569995e-06
Position 266: 3.7833130003883837e-06
Position 1909: 3.6581908118300993e-06
Position 1947: 3.290553646424493e-06
Position 1698: 1.8461077772658378e-06
Position 2817: 1.6930588186685545e-06
Position 1293: 1.429184731733895e-06
Position 1475: 1.1538899342111187e-06
Position 1926: 9.68700161716851e-07
Position 1493: 9.617900481918578e-07
Position 19528: 8.835952695818265e-07
Position 3978: 7.543172488409821e-07
Position 412: 7.529567273247299e-07
Position 3454: 4.997753083369092e-07
Position 836: 4.3574344152288413e-07
Position 1543: 3.74483850864815e-07
Position 1719: 3.335390474293599e-07
Position 487: 3.333911765103269e-07
Position 651: 3.187313334756225e-07
Position 993: 2.756323098921959e-07
Position 381: 1.952964758224537e-07
Position 350: 1.8420055159577948e-07
Position 1147: 1.6996712062951487e-07
Position 19207: 1.6942756140322947e-07
Position 414: 1.1406036499761244e-07
Position 19264: 8.880847298596533e-08
Position 428: 6.815858740659371e-08
Position 19393: 3.2642478158267385e-09
Position 6554: 6.686499284180225e-12
