Gene = Charon
Position 282: 1.1703111259558782e-06
Position 74: 1.125759767255063e-06
Position 695: 1.0246094070819606e-06
Position 332: 8.99667276151327e-07
Position 833: 8.893370676498492e-07
Position 1116: 8.103405427575551e-07
Position 1805: 7.136177578255546e-07
Position 1315: 6.709885130214361e-07
Position 1366: 6.705578148158731e-07
Position 767: 4.402484756091859e-07
Position 737: 3.7585057618920465e-07
Position 1906: 3.580625063891908e-07
Position 725: 2.836152088110073e-07
Position 731: 2.4366903009143984e-07
Position 1062: 1.8300543365404912e-07
Position 826: 1.6198252981852604e-07
Position 1023: 1.4384335451605677e-07
Position 772: 9.091012996434627e-08
Position 1081: 6.834858588909728e-08
Position 1968: 6.549484549856648e-08
Position 1814: 3.124058807620698e-08
Position 103: 1.3369639223387513e-10
Position 162: 6.390317198764198e-11
Position 49: 5.16214413290458e-11
Position 156: 3.641373429402998e-12
