Gene = bur
Position 1797: 0.0004947554853219362
Position 1343: 0.0004686531710593826
Position 3336: 0.00045186579425527345
Position 3225: 0.00043120232585772166
Position 2423: 0.0003938449740933653
Position 1517: 0.00038867948130117406
Position 3009: 0.0003834033206995731
Position 2951: 0.00033558928406725
Position 2524: 0.0003025609695284256
Position 3417: 0.00029021966210871283
Position 1538: 0.0002860234641361033
Position 2789: 0.00024573028901015467
Position 4359: 0.00023728298220976644
Position 3458: 0.00020313701837497308
Position 1456: 0.00019546538759444325
Position 2395: 0.00018444747984896497
Position 1237: 0.0001783380090033498
Position 409: 0.0001769390429214282
Position 4927: 0.00017474133681341422
Position 2610: 0.00017261453816519876
Position 3892: 0.00017224923119424162
Position 617: 0.00015735833672611598
Position 4314: 0.00015663815128402466
Position 871: 0.00014493063268447614
Position 3159: 0.00014035404386922022
Position 4281: 0.00012215020601885499
Position 3534: 0.00010924920451224741
Position 1137: 0.00010190100071675478
Position 266: 0.00010027519271169294
Position 3872: 9.294282672232678e-05
Position 3328: 8.958938441181973e-05
Position 1219: 8.499657445847287e-05
Position 4319: 8.46778687733965e-05
Position 1469: 8.455726182624325e-05
Position 2812: 8.34404938936681e-05
Position 5213: 8.3285490485879e-05
Position 2796: 8.299095285116326e-05
Position 765: 8.282327850931288e-05
Position 4566: 7.963206861480116e-05
Position 5013: 7.768132814401388e-05
Position 4408: 6.318790313023508e-05
Position 442: 5.985500417051979e-05
Position 1620: 5.956917167221301e-05
Position 1325: 5.679990142347989e-05
Position 1328: 5.568418225795788e-05
Position 1082: 5.364336497236799e-05
Position 596: 4.995993676520053e-05
Position 1221: 4.4009631843470866e-05
Position 3808: 4.372186895670365e-05
Position 3017: 4.285475262392684e-05
Position 30: 4.1158371505122436e-05
Position 2297: 4.1134181774728356e-05
Position 11: 3.660286334431191e-05
Position 4197: 3.238405926893551e-05
Position 3130: 3.1391699458234765e-05
Position 5160: 3.0684360830782266e-05
Position 1581: 2.862232360624673e-05
Position 4759: 2.5301073457630902e-05
Position 4161: 2.0687664086546276e-05
Position 317: 1.5903491058559487e-05
Position 894: 1.5542940420020585e-05
Position 486: 1.5076955533763514e-05
Position 4200: 1.3449663156713887e-05
Position 2131: 1.3442384628101766e-05
Position 663: 1.1513269132957812e-05
Position 22: 1.1229286616835138e-05
Position 819: 1.0401374692220006e-05
Position 4326: 1.0329920628539447e-05
Position 615: 9.747921848278747e-06
Position 2856: 8.764538931617325e-06
Position 3733: 7.181998164955564e-06
Position 4292: 5.943719159493573e-06
Position 3444: 5.530431583592543e-06
Position 1144: 5.506616488605692e-06
Position 2174: 5.292711444421874e-06
Position 1039: 5.099514055094957e-06
Position 2542: 4.603356226004017e-06
Position 4184: 4.303124959617635e-06
Position 651: 4.259632405858096e-06
Position 3441: 3.680524052439004e-06
Position 2335: 3.6600528697635468e-06
Position 3434: 3.5663405804206047e-06
Position 2967: 2.9732832018390153e-06
Position 82: 2.8152855430264297e-06
Position 2408: 2.807341196869202e-06
Position 879: 2.7378644235502257e-06
Position 1012: 2.228472635117426e-06
Position 558: 2.1476286314025035e-06
Position 696: 2.0459677713615485e-06
Position 253: 2.0058512064031745e-06
Position 2464: 1.8173437076055326e-06
Position 654: 1.5231103339050706e-06
Position 946: 1.4928467592440747e-06
Position 4111: 1.3229225242195368e-06
Position 3084: 1.2040239209906931e-06
Position 675: 1.1189339742263018e-06
Position 112: 1.1134535966316941e-06
Position 2730: 7.783892750068412e-07
Position 2954: 6.766613943798847e-07
Position 3850: 3.676562606527781e-07
Position 4723: 3.4819909196603593e-07
Position 2758: 3.4083830071179366e-07
Position 4610: 2.9160076439773624e-07
Position 4570: 1.7886953113637427e-07
Position 1959: 1.3392968788746332e-07
Position 3112: 1.0839170404914803e-07
Position 5112: 9.565845383027898e-08
Position 526: 8.899561646158128e-08
Position 4681: 5.159306947088155e-08
Position 555: 4.776494470867826e-08
Position 499: 3.8159622897726166e-08
Position 360: 3.301829207838157e-08
Position 144: 2.307698644241803e-08
Position 602: 2.1843100735759825e-08
Position 897: 1.6145427977751645e-08
Position 142: 1.4412863130555045e-08
Position 2080: 1.2694113025404739e-08
Position 670: 9.910859725132796e-09
Position 657: 8.454115037205305e-09
Position 590: 5.351337794944636e-09
Position 574: 5.02348715514828e-09
Position 4580: 1.3396329565123966e-09
Position 3775: 1.1825336529373206e-09
Position 3096: 1.0848574752159511e-09
Position 4659: 1.060286332219219e-09
Position 280: 8.475905891991045e-10
Position 3106: 6.373932218637829e-10
Position 4633: 4.0552449647962354e-10
Position 4612: 7.162335052553342e-11
Position 4584: 1.2934880454879103e-11
Position 4557: 8.653078662094827e-12
Position 3564: 1.4110690622435776e-15
Position 4573: 4.369517160752708e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4458: 0.9991699610918368
Position 3077: 0.9985657335716426
Position 4707: 0.9881842898651622
Position 2173: 0.9852679124310632
Position 2711: 0.9610170661965737
Position 3749: 0.9572112252767427
Position 3306: 0.9425072120258179
Position 1577: 0.4866090200597375
Position 2004: 0.47272802187154533
Position 4001: 0.4612811196397296
Position 1723: 0.37682889826233934
Position 4023: 0.3565805859017264
Position 2818: 0.16107962109328458
Position 935: 0.13923034145513316
Position 1858: 0.1251675183234933
Position 1883: 0.07370928983382034
Position 2895: 0.028253108069136276
Position 1895: 0.01724086183906951
Position 1012: 0.016359683932651647
Position 3594: 0.015248769911123559
Position 3554: 0.014023451508847814
Position 260: 0.012912892193825604
Position 1343: 0.012881411672959565
Position 3578: 0.010227947893101616
Position 2237: 0.009138230577816653
Position 3801: 0.009103845212208821
Position 5193: 0.008682930100841181
Position 1268: 0.00819098023656363
Position 266: 0.007335984429587445
Position 2856: 0.007144692916715811
Position 5249: 0.0071371309331657576
Position 4043: 0.006168314688369662
Position 4904: 0.005474393950120027
Position 4740: 0.0053115573627786645
Position 1862: 0.004046842027959054
Position 2833: 0.0038276657994124694
Position 5327: 0.00371701362849255
Position 3766: 0.0034995530725903533
Position 1500: 0.0032642597380486867
Position 1869: 0.0032386445805338737
Position 2050: 0.0030575754287995305
Position 4373: 0.0029815931436916643
Position 3387: 0.0028207550242938615
Position 2730: 0.0026371871307221692
Position 3384: 0.0024933524272118678
Position 3405: 0.0024841731053836915
Position 3323: 0.001955168676703741
Position 4130: 0.001939613775623836
Position 4319: 0.0019046544617686847
Position 1523: 0.001772348425580275
Position 5449: 0.0017232584153069942
Position 4046: 0.0016966735503458079
Position 2552: 0.0016457578465857606
Position 1600: 0.001570022107291657
Position 2720: 0.00155424213125651
Position 2188: 0.0015154524413550738
Position 5303: 0.0013353368053114964
Position 4884: 0.001311946380454683
Position 3616: 0.0012811824740382742
Position 4235: 0.0012716772770867074
Position 1275: 0.0010875203558960037
Position 1144: 0.0010433570985076428
Position 1920: 0.0010199582273586862
Position 3564: 0.0009656573475264091
Position 3518: 0.0009449255612229626
Position 4362: 0.0008564626432318451
Position 1294: 0.0008287950919139441
Position 1617: 0.000818966244249481
Position 4835: 0.0007934089311920607
Position 565: 0.0007853417949907266
Position 3467: 0.0007451182983770143
Position 2053: 0.0007344904869073113
Position 2341: 0.0007323478271723381
Position 4288: 0.0006997550423914578
Position 3416: 0.0005817575426283776
Position 748: 0.0005655857896135805
Position 651: 0.00044512588734222313
Position 2756: 0.00041675452054477143
Position 2209: 0.0003828322867335551
Position 1690: 0.0003511440983681953
Position 3320: 0.00034123228405503136
Position 2380: 0.0003250089212008122
Position 2954: 0.00030941005630779646
Position 1172: 0.0003026648492061997
Position 4987: 0.0002414253227842522
Position 3561: 0.00023051258538192505
Position 3715: 0.00021084997490902874
Position 765: 0.0002044136561028752
Position 1761: 0.00019946486343617304
Position 2752: 0.00019755759945942793
Position 1511: 0.00019062140382288117
Position 5474: 0.00018368224326921438
Position 4471: 0.00016662386564437608
Position 4497: 0.00016089091247856033
Position 2478: 0.00012114342692101566
Position 5083: 0.00011530501134865264
Position 333: 0.00010635735983848237
Position 4031: 0.00010291216130693152
Position 5487: 0.00010173525218411082
Position 4326: 0.00010133625698952116
Position 4777: 9.471687595351916e-05
Position 459: 9.292152922414229e-05
Position 1278: 8.868809874523495e-05
Position 4488: 8.741597039897849e-05
Position 1907: 8.715243442630313e-05
Position 836: 8.641520020459771e-05
Position 5130: 8.353927602428798e-05
Position 4852: 7.947949884556048e-05
Position 1772: 6.047317981053769e-05
Position 4562: 5.51930363146455e-05
Position 5394: 5.1125800075249524e-05
Position 1285: 4.919740774882921e-05
Position 1418: 4.84271584857632e-05
Position 3335: 3.0396342166677053e-05
Position 860: 3.0244492623816865e-05
Position 5370: 2.88489440902729e-05
Position 1737: 2.8831760858410803e-05
Position 65: 2.801721562503693e-05
Position 1042: 2.7534864601902803e-05
Position 4757: 2.443109433210938e-05
Position 5004: 2.1172241889232375e-05
Position 5353: 1.8736250379354177e-05
Position 2297: 1.662255763519495e-05
Position 2408: 1.419860550044963e-05
Position 2531: 9.730337172787994e-06
Position 337: 8.25255014643317e-06
Position 3043: 7.331632799137484e-06
Position 2572: 6.9505521766966644e-06
Position 3088: 5.158478485076526e-06
Position 3117: 4.752775145656502e-06
Position 2595: 3.6782120439097472e-06
Position 2585: 3.662592899463886e-06
Position 393: 3.4099041548037836e-06
Position 4565: 3.1470130660396186e-06
Position 139: 2.730143554566744e-06
Position 77: 2.6781638286503215e-06
Position 3149: 2.435273044270498e-06
Position 3168: 9.72114161832056e-07
Position 109: 8.228254976010038e-07
Position 124: 7.870996744673274e-07
Position 4931: 3.061914472102754e-07
Position 379: 2.7597555814029665e-07
Position 353: 2.0792742259503684e-07
Position 725: 1.5246304229781588e-07
Position 82: 6.482505634363853e-08
Position 92: 6.19002791463679e-08
Position 152: 5.520115168704719e-08
Position 713: 3.8639581192669465e-08
Position 211: 3.88415899179076e-09
Position 174: 2.250759384780947e-09
Position 857: 5.606969347734059e-10
