Gene = haf
Position 3377: 6.594559715335288e-11
Position 1940: 5.749631473993542e-11
Position 2974: 5.466338237486556e-11
Position 3408: 5.329699611846159e-11
Position 1914: 1.944272374356354e-11
Position 2457: 1.6356316143128097e-11
Position 6352: 8.599167913749833e-12
Position 6191: 5.870362210792503e-12
Position 2712: 2.808453518256998e-12
Position 1974: 2.0310316422217e-12
Position 1832: 1.6796956101090961e-12
Position 1909: 1.6086279444329321e-12
Position 1871: 6.740754620496323e-13
Position 1987: 6.155475084408393e-13
Position 1861: 1.182798663204633e-13
Position 3869: 2.9737648765085845e-14
Position 3827: 2.53376833212179e-14
Position 509: 2.500808428274994e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 27783: 0.8609287040048053
Position 25701: 0.725606822537197
Position 1703: 0.3947586905555679
Position 1247: 0.22638664746187437
Position 26777: 0.11946183156820026
Position 213: 0.040464252587320615
Position 1194: 0.04022775454911297
Position 1410: 0.025967696680920038
Position 413: 0.011709259728019998
Position 1115: 0.009748548179073552
Position 1529: 0.00426224157421237
Position 1075: 0.004214389302111436
Position 966: 0.0028705581855677973
Position 897: 0.002655132505343135
Position 1497: 0.002570663349319237
Position 1534: 0.002536775183653874
Position 178: 0.0024064070551007323
Position 1472: 0.001763513045902246
Position 266: 0.0003718455210042984
Position 1454: 0.00036728147231745886
Position 514: 0.0003363637047210537
Position 388: 0.00028086144009914114
Position 1124: 0.000275021733103707
Position 509: 0.00026952922356421896
Position 711: 0.0002638456886742424
Position 184: 0.00017025700936329293
Position 681: 0.00016720688924430383
Position 275: 8.614436197262603e-05
Position 1259: 7.929802702258503e-05
Position 674: 5.753209240494351e-05
Position 656: 3.649150502038775e-05
Position 1309: 3.0343000331139275e-05
Position 478: 2.0514143593044573e-05
Position 448: 3.0181680811012936e-06
Position 1269: 1.6731610998928351e-06
Position 354: 7.049720067404643e-07
Position 351: 6.120277315203252e-07
Position 471: 5.714821835320077e-07
Position 518: 5.52026496565744e-07
Position 18524: 5.368494669811642e-07
Position 368: 5.098076632421203e-07
Position 568: 4.603977901346691e-07
Position 12882: 5.7552166098506654e-08
Position 582: 2.4929160227404493e-08
Position 3566: 6.329606182852683e-09
Position 11196: 3.5090286976977382e-09
Position 7757: 1.881924999899719e-09
Position 6818: 9.5563605950789e-10
Position 6475: 8.786813912623907e-10
Position 2104: 8.3176762296642e-10
Position 11669: 7.645439540009766e-10
Position 7011: 4.0839278264534025e-10
Position 2813: 3.885069928077472e-10
Position 2586: 3.3854177372637765e-10
Position 2082: 2.223399951777156e-10
Position 12391: 2.2083725562454495e-10
Position 11949: 1.2054209123875312e-10
Position 3270: 9.538477685015071e-11
Position 3646: 8.960284092411428e-11
Position 8935: 7.089822388045452e-11
Position 11193: 4.732064700253353e-11
Position 9384: 2.233311209339259e-11
Position 3529: 2.221766516418314e-11
Position 2061: 2.0923575475456953e-11
Position 8773: 1.0331865904761186e-11
Position 6249: 9.081941885773832e-12
Position 5413: 7.316442270540431e-12
Position 2267: 6.889625242150133e-12
Position 8359: 6.362685189014375e-12
Position 2148: 2.9070639554867385e-12
Position 2456: 2.5948147829514645e-12
Position 3893: 7.581892895157766e-13
Position 1667: 3.9658606623533977e-13
Position 4944: 3.499140538225477e-13
Position 5460: 3.4471390192621595e-13
Position 5482: 3.0101030388512564e-13
Position 7159: 2.881864744219246e-13
Position 1786: 2.713284483659286e-13
Position 5006: 2.0163890778293714e-13
Position 1581: 1.7286464412446739e-13
Position 6508: 1.3465784997047472e-13
Position 1507: 1.1187798806112486e-13
Position 4185: 9.678414835334026e-14
Position 3900: 6.92487130768982e-14
Position 3928: 5.6583130625632005e-14
Position 2598: 6.788221369283675e-15
Position 2903: 6.707086507623731e-15
Position 3000: 1.7105523650588405e-15
Position 1844: 9.376496286118003e-16
Position 2142: 5.668119002186237e-16
Position 618: 1.0934418570843573e-16
Position 532: 1.0926228316013182e-16
Position 484: 1.0165447763732764e-16
Position 157: 2.331310095209149e-17
Position 61: 7.188239389083715e-18
Position 577: 3.6961943294099794e-18
Position 524: 3.085764498507839e-18
Position 622: 7.854144086194867e-19
Position 63: 6.247482133113549e-20
Position 77: 8.02521601343814e-25
Position 75: 5.879168030174645e-25
